Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen10|Q2FVV4|HE681097.1|mhcii|seq2,0.301,0,0,0.301,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq3,0.304,0,0,0.304,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq4,0.365,0,0,0.365,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq5,0.348,0,0,0.348,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq6,0.339,0,0,0.339,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq7,0.328,0,0,0.328,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq8,0.323,0,0,0.323,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq9,0.32,0,0,0.32,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq16,0.354,0,0,0.354,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq17,0.362,0,0,0.362,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq18,0.324,0,0,0.324,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq19,0.322,0,0,0.322,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq20,0.321,0,0,0.321,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq31,0.323,0,0,0.323,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq32,0.32,0,0,0.32,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq48,0.343,0,0,0.343,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq49,0.345,0,0,0.345,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq50,0.341,0,0,0.341,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq51,0.367,0,0,0.367,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq52,0.333,0,0,0.333,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq53,0.32,0,0,0.32,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq54,0.306,0,0,0.306,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq55,0.359,0,0,0.359,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq56,0.344,0,0,0.344,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq57,0.315,0,0,0.315,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq58,0.317,0,0,0.317,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq63,0.377,0,0,0.377,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq64,0.367,0,0,0.367,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq65,0.355,0,0,0.355,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq66,0.331,0,0,0.331,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq67,0.34,0,0,0.34,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq68,0.329,0,0,0.329,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq69,0.344,0,0,0.344,Allergen
antigen10|Q2FVV4|HE681097.1|mhcii|seq70,0.365,0,0,0.365,Allergen
