Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen83|Q2G1S6|HE681097.1|mhci|seq1,0.376,0,0,0.376,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq2,0.381,0,0,0.381,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq3,0.389,0,0,0.389,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq4,0.368,0,0,0.368,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq5,0.392,0,0,0.392,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq6,0.38,0,0,0.38,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq7,0.381,0,0,0.381,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq8,0.448,0,0,0.448,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq9,0.384,0,0,0.384,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq10,0.41,0,0,0.41,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq11,0.439,0,0,0.439,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq12,0.485,0,0,0.485,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq13,0.343,0,0,0.343,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq14,0.334,0,0,0.334,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq15,0.339,0,0,0.339,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq17,0.312,0,0,0.312,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq18,0.354,0,0,0.354,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq19,0.341,0,0,0.341,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq20,0.366,0,0,0.366,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq21,0.471,0,0,0.471,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq22,0.391,0,0,0.391,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq23,0.402,0,0,0.402,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq24,0.414,0,0,0.414,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq25,0.38,0,0,0.38,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq26,0.31,0,0,0.31,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq27,0.319,0,0,0.319,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq28,0.317,0,0,0.317,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq29,0.31,0,0,0.31,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq37,0.362,0,0,0.362,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq38,0.344,0,0,0.344,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq39,0.367,0,0,0.367,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq40,0.34,0,0,0.34,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq41,0.35,0,0,0.35,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq42,0.334,0,0,0.334,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq43,0.321,0,0,0.321,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq44,0.31,0,0,0.31,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq45,0.394,0,0,0.394,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq46,0.438,0,0,0.438,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq47,0.349,0,0,0.349,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq48,0.358,0,0,0.358,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq49,0.387,0,0,0.387,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq50,0.301,0,0,0.301,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq51,0.306,0,0,0.306,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq52,0.341,0,0,0.341,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq53,0.342,0,0,0.342,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq54,0.311,0,0,0.311,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq59,0.302,0,0,0.302,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq66,0.332,0,0,0.332,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq67,0.357,0,0,0.357,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq68,0.351,0,0,0.351,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq69,0.339,0,0,0.339,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq70,0.36,0,0,0.36,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq71,0.372,0,0,0.372,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq72,0.38,0,0,0.38,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq73,0.35,0,0,0.35,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq74,0.37,0,0,0.37,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq75,0.385,0,0,0.385,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq76,0.391,0,0,0.391,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq77,0.408,0,0,0.408,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq78,0.302,0,0,0.302,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq80,0.31,0,0,0.31,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq81,0.335,0,0,0.335,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq82,0.314,0,0,0.314,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq83,0.32,0,0,0.32,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq84,0.325,0,0,0.325,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq85,0.323,0,0,0.323,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq86,0.332,0,0,0.332,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq87,0.337,0,0,0.337,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq88,0.348,0,0,0.348,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq89,0.362,0,0,0.362,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq90,0.339,0,0,0.339,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq93,0.311,0,0,0.311,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq94,0.423,0,0,0.423,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq95,0.387,0,0,0.387,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq96,0.418,0,0,0.418,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq97,0.402,0,0,0.402,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq98,0.32,0,0,0.32,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq99,0.325,0,0,0.325,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq100,0.318,0,0,0.318,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq101,0.307,0,0,0.307,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq102,0.458,0,0,0.458,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq103,0.463,0,0,0.463,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq104,0.437,0,0,0.437,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq105,0.448,0,0,0.448,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq106,0.301,0,0,0.301,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq107,0.325,0,0,0.325,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq108,0.34,0,0,0.34,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq109,0.37,0,0,0.37,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq110,0.353,0,0,0.353,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq111,0.364,0,0,0.364,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq112,0.362,0,0,0.362,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq113,0.319,0,0,0.319,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq114,0.328,0,0,0.328,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq115,0.304,0,0,0.304,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq116,0.308,0,0,0.308,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq117,0.317,0,0,0.317,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq118,0.371,0,0,0.371,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq119,0.437,0,0,0.437,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq120,0.463,0,0,0.463,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq121,0.495,0,0,0.495,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq125,0.316,0,0,0.316,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq126,0.362,0,0,0.362,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq127,0.364,0,0,0.364,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq128,0.418,0,0,0.418,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq129,0.341,0,0,0.341,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq130,0.466,0,0,0.466,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq131,0.41,0,0,0.41,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq132,0.434,0,0,0.434,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq133,0.421,0,0,0.421,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq134,0.342,0,0,0.342,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq135,0.317,0,0,0.317,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq138,0.319,0,0,0.319,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq139,0.31,0,0,0.31,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq142,0.384,0,0,0.384,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq143,0.389,0,0,0.389,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq144,0.425,0,0,0.425,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq145,0.435,0,0,0.435,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq147,0.327,0,0,0.327,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq148,0.342,0,0,0.342,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq149,0.382,0,0,0.382,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq150,0.352,0,0,0.352,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq151,0.345,0,0,0.345,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq152,0.385,0,0,0.385,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq153,0.377,0,0,0.377,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq154,0.392,0,0,0.392,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq155,0.391,0,0,0.391,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq156,0.385,0,0,0.385,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq157,0.39,0,0,0.39,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq158,0.323,0,0,0.323,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq159,0.346,0,0,0.346,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq160,0.353,0,0,0.353,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq161,0.327,0,0,0.327,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq162,0.343,0,0,0.343,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq163,0.327,0,0,0.327,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq164,0.315,0,0,0.315,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq165,0.331,0,0,0.331,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq166,0.404,0,0,0.404,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq167,0.368,0,0,0.368,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq168,0.408,0,0,0.408,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq169,0.379,0,0,0.379,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq170,0.35,0,0,0.35,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq171,0.323,0,0,0.323,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq172,0.345,0,0,0.345,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq173,0.35,0,0,0.35,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq174,0.344,0,0,0.344,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq175,0.347,0,0,0.347,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq176,0.378,0,0,0.378,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq177,0.36,0,0,0.36,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq178,0.351,0,0,0.351,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq179,0.339,0,0,0.339,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq180,0.33,0,0,0.33,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq181,0.357,0,0,0.357,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq182,0.347,0,0,0.347,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq183,0.344,0,0,0.344,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq184,0.358,0,0,0.358,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq185,0.342,0,0,0.342,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq186,0.339,0,0,0.339,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq187,0.336,0,0,0.336,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq188,0.315,0,0,0.315,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq189,0.304,0,0,0.304,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq190,0.397,0,0,0.397,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq191,0.418,0,0,0.418,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq192,0.424,0,0,0.424,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq193,0.419,0,0,0.419,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq194,0.321,0,0,0.321,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq195,0.335,0,0,0.335,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq196,0.338,0,0,0.338,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq197,0.307,0,0,0.307,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq198,0.32,0,0,0.32,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq199,0.35,0,0,0.35,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq200,0.348,0,0,0.348,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq201,0.352,0,0,0.352,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq206,0.33,0,0,0.33,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq207,0.31,0,0,0.31,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq208,0.326,0,0,0.326,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq209,0.35,0,0,0.35,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq210,0.4,0,0,0.4,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq211,0.397,0,0,0.397,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq212,0.414,0,0,0.414,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq213,0.447,0,0,0.447,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq214,0.31,0,0,0.31,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq215,0.319,0,0,0.319,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq216,0.329,0,0,0.329,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq217,0.347,0,0,0.347,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq218,0.394,0,0,0.394,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq219,0.437,0,0,0.437,Allergen
antigen83|Q2G1S6|HE681097.1|mhci|seq220,0.447,0,0,0.447,Allergen
