# SignalP-5.0	Organism: euk	Timestamp: 20251006194836
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_80|A0A6M8B1R6|Staphylococcal|YP_500215.1|tpos:1-234	OTHER	0.000780	0.999220	
antigen_50|Q2G1K8|Capsular|YP_498714.1|tpos:1-222	OTHER	0.001151	0.998849	
antigen_51|Q2G1L3|Replication|YP_498709.1|tpos:1-161	OTHER	0.000601	0.999399	
antigen_72|A0A5P9NYM0|Etracellular|YP_500650.1|tpos:1-71	SP(Sec/SPI)	0.968138	0.031862	CS pos: 21-22. TGA-NF. Pr: 0.4143
antigen_73|Q2G107|Enterotoxin-like|YP_498943.1|tpos:1-203	OTHER	0.048857	0.951143	
antigen_74|A0A6A9GWB2|Fibrinogen-binding|YP_499658.1|tpos:1-165	SP(Sec/SPI)	0.966622	0.033378	CS pos: 24-25. TIA-ST. Pr: 0.3410
antigen_75|P0A0M1|Delta-hemolysin|YP_500742.1|tpos:19-44	OTHER	0.003066	0.996934	
antigen_76|L7UY00|Immunoglobulin|YP_498670.1|tpos:356-442	OTHER	0.005889	0.994111	
antigen_77|Q5HDD7|Immunoglobulin-binding|YP_501168.1|tpos:1-436	SP(Sec/SPI)	0.874818	0.125182	CS pos: 29-30. AKA-SE. Pr: 0.3114
antigen_78|A0AB72WB37|Serine-aspartate|YP_499118.1|tpos:1-1349	OTHER	0.003573	0.996427	
antigen_27|Q2FXX5|Enterotoxin|YP_500215.1|tpos:1-234	OTHER	0.000780	0.999220	
antigen_28|Q2FY60|6-phosphogluconate|YP_500120.1|tpos:1-468	OTHER	0.019384	0.980616	
antigen_29|Q2FYP2|ABC|YP_499920.1|tpos:1-533	OTHER	0.001276	0.998724	
antigen_30|Q2FYV4|Homoserine|YP_499850.1|tpos:1-426	SP(Sec/SPI)	0.539186	0.460814	CS pos: 16-17. VGS-GV. Pr: 0.2386
antigen_83|Q2G1S6|Staphylococcal|YP_498976.1|tpos:1-234	SP(Sec/SPI)	0.907305	0.092695	CS pos: 30-31. VNA-SE. Pr: 0.3596
antigen_86|A0A2S1FUJ1|Superantigen-like|YP_498986.1|tpos:1-225	SP(Sec/SPI)	0.918257	0.081743	CS pos: 25-26. TTA-QP. Pr: 0.5406
antigen_0|P14738|Fibronectin-binding|YP_501262.1|tpos:1-990	OTHER	0.002476	0.997524	
antigen_48|Q2G1E2|Membrane|YP_498780.1|tpos:1-459	OTHER	0.000262	0.999738	
antigen_31|Q2FZ49|Chromosome|YP_499741.1|tpos:1-1188	OTHER	0.004429	0.995571	
