Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen_52|Q9I3A5|Probable|NZ_CP116721.1|tpos:411354-411822,0.008,0.5,-0.5,0.008,Non-Allergen
antigen_35|Q9HY90|Haem-oxygenase-associated|NZ_CP116721.1|tpos:589587-589895,0.046,0.0,0.0,0.046,Non-Allergen
antigen_36|Q9HYK5|YceK/YidQ|NZ_CP116721.1|tpos:624615-624727,0.244,0.5,0.0,0.744,Allergen
antigen_108|A0A0C7D622|Esterase|NZ_CP116721.1|tpos:2064690-2064968,0.086,0.0,-0.5,-0.414,Non-Allergen
antigen_3|O50174|N-succinylglutamate|NZ_CP116721.1|tpos:123748-124201,0.369,0.0,0.5,0.869,Allergen
antigen_102|A0A072ZF12|AdeC/adeK/oprM|NZ_CP116721.1|tpos:1001499-1001970,0.063,0.0,-0.5,-0.437,Non-Allergen
antigen_101|A0A0F6RVG0|Multidrug|NZ_CP116721.1|tpos:1001502-1001970,0.063,0.0,-0.5,-0.437,Non-Allergen
antigen_30|Q9HW10|Probable|NZ_CP116721.1|tpos:521007-521242,0.01,0.0,-0.5,-0.49,Non-Allergen
antigen_31|Q9HWI0|D-alanine--D-alanine|NZ_CP116721.1|tpos:1228955-1229169,0.054,0.0,0.0,0.054,Non-Allergen
antigen_34|Q9HXX9|Probable|NZ_CP116721.1|tpos:426364-426741,0.014,0.5,-0.5,0.014,Non-Allergen
antigen_84|A0A0H2ZFZ5|Type|NZ_CP116721.1|tpos:280720-281366,0.165,0.0,-0.5,-0.335,Non-Allergen
antigen_105|A0A069Q5C5|Elongation|NZ_CP116721.1|tpos:266156-266650,0.092,0.5,-0.5,0.092,Non-Allergen
antigen_11|P38100|Carbamoyl|NZ_CP116721.1|tpos:1228971-1229207,0.025,0.0,0.0,0.025,Non-Allergen
antigen_115|A0A8F4FD20|OprL|NZ_CP116721.1|tpos:586053-586132,0.388,0.0,0.0,0.388,Allergen
antigen_20|Q9HTK0|4-hydroxybenzoate|NZ_CP116721.1|tpos:2245378-2245673,0.025,0.0,-0.5,-0.475,Non-Allergen
antigen_21|Q9HTK2|Transcriptional|NZ_CP116721.1|tpos:2244915-2245165,0.034,0.0,-0.5,-0.466,Non-Allergen
antigen_103|A0A073A194|Multidrug|NZ_CP116721.1|tpos:588339-588797,0.024,0.0,-0.5,-0.476,Non-Allergen
antigen_69|Q9RPF3|Divalent|NZ_CP116721.1|tpos:1696552-1696967,0.014,0.0,-0.5,-0.486,Non-Allergen
antigen_40|Q9I0C6|Probable|NZ_CP116721.1|tpos:513127-513456,0.024,0.0,-0.5,-0.476,Non-Allergen
antigen_107|A0A069Q2Y9|Lipoyl|NZ_CP116721.1|tpos:363292-363618,0.019,0.0,0.0,0.019,Non-Allergen
antigen_8|P19572|Diaminopimelate|NZ_CP116721.1|tpos:2203024-2203438,0.013,0.5,-0.5,0.013,Non-Allergen
antigen_17|Q59637|Pyruvate|NZ_CP116721.1|tpos:2102496-2103377,0.048,0.0,-0.5,-0.452,Non-Allergen
antigen_58|Q9I414|Probable|NZ_CP116721.1|tpos:948132-948368,0.014,0.5,-0.5,0.014,Non-Allergen
antigen_83|Q5DIP6|FpvA|NZ_CP116721.1|tpos:1066935-1067725,0.294,0.0,-0.5,-0.206,Non-Allergen
antigen_124|A0A2R4KQH6|Rhamnolipids|NZ_CP116721.1|tpos:2308779-2309029,0.025,0.5,-0.5,0.025,Non-Allergen
antigen_25|Q9HUI6|Probable|NZ_CP116721.1|tpos:211341-211687,0.07,0.0,-0.5,-0.43,Non-Allergen
antigen_71|A0A069PY18|Alginate|NZ_CP116721.1|tpos:839222-839370,0.093,0.0,-0.5,-0.407,Non-Allergen
antigen_65|Q9I689|ATP-dependent|NZ_CP116721.1|tpos:600313-600675,0.011,0.0,-0.5,-0.489,Non-Allergen
antigen_77|A0A1B2AS06|FAD-binding|NZ_CP116721.1|tpos:934500-934828,0.006,0.0,-0.5,-0.494,Non-Allergen
antigen_126|O31209|OprD2-like|NZ_CP116721.1|tpos:1636229-1636664,0.335,0.0,0.0,0.335,Allergen
antigen_127|A0A0H2ZKS8|Anaerobically-induced|NZ_CP116721.1|tpos:1718300-1718717,0.13,0.0,0.0,0.13,Non-Allergen
antigen_7|P13794|Outer|NZ_CP116721.1|tpos:586048-586151,0.368,0.0,-0.5,-0.132,Non-Allergen
antigen_75|A0A0H2Z8K0|Alkaline|NZ_CP116721.1|tpos:622750-623182,0.164,0.0,-0.5,-0.336,Non-Allergen
antigen_117|A0A0H2ZE02|Haem|NZ_CP116721.1|tpos:620523-621413,0.087,0.0,0.0,0.087,Non-Allergen
antigen_9|P22608|Type|NZ_CP116721.1|tpos:1873378-1873943,0.015,0.0,-0.5,-0.485,Non-Allergen
antigen_68|Q9I732|Immune|NZ_CP116721.1|tpos:46578-46766,0.403,0.0,0.0,0.403,Allergen
antigen_42|Q9I0T2|3-sulfinopropanoyl-CoA|NZ_CP116721.1|tpos:211321-211689,0.135,0.0,-0.5,-0.365,Non-Allergen
antigen_67|Q9I6V9|Protein-glutamate|NZ_CP116721.1|tpos:177104-177430,0.019,0.0,0.0,0.019,Non-Allergen
antigen_86|A0A0H2Z9M5|Major|NZ_CP116721.1|tpos:586048-586151,0.368,0.0,-0.5,-0.132,Non-Allergen
antigen_88|A0A0H2ZDM7|Phosphate-specific|NZ_CP116721.1|tpos:668046-668485,0.135,0.0,-0.5,-0.365,Non-Allergen
antigen_66|Q9I6J0|Spermidine-binding|NZ_CP116721.1|tpos:136964-137328,0.478,0.5,-0.5,0.478,Allergen
antigen_57|Q9I403|Amino|NZ_CP116721.1|tpos:1456850-1457097,0.041,0.5,-0.5,0.041,Non-Allergen
antigen_48|Q9I1T6|Methyltransferase|NZ_CP116721.1|tpos:1164957-1165272,0.01,0.0,-0.5,-0.49,Non-Allergen
antigen_87|A0A0H2ZE10|Pyrophosphate-specific|NZ_CP116721.1|tpos:668046-668485,0.135,0.0,-0.5,-0.365,Non-Allergen
antigen_23|Q9HU70|DUF2339|NZ_CP116721.1|tpos:1101574-1101862,0.053,0.0,0.0,0.053,Non-Allergen
antigen_39|Q9HZ04|Probable|NZ_CP116721.1|tpos:683813-684097,0.356,0.0,0.0,0.356,Allergen
antigen_53|Q9I3D5|Succinate|NZ_CP116721.1|tpos:1715169-1715680,0.015,0.5,-0.5,0.015,Non-Allergen
antigen_78|A0A072ZPK0|Ferric|NZ_CP116721.1|tpos:932865-933511,0.137,0.0,0.0,0.137,Non-Allergen
antigen_125|A0A0H2ZEY4|Outer|NZ_CP116721.1|tpos:672862-673486,0.222,0.0,0.0,0.222,Non-Allergen
antigen_49|Q9I1Z2|Probable|NZ_CP116721.1|tpos:1551162-1551459,0.003,0.5,-0.5,0.003,Non-Allergen
antigen_91|A0A023WGH4|OprD|NZ_CP116721.1|tpos:1636224-1636664,0.326,0.0,0.0,0.326,Allergen
antigen_32|Q9HWM3|Ferric|NZ_CP116721.1|tpos:137372-137638,0.036,0.0,-0.5,-0.464,Non-Allergen
antigen_19|Q9HTE9|Serine|NZ_CP116721.1|tpos:1931070-1931484,0.18,0.0,-0.5,-0.32,Non-Allergen
antigen_38|Q9HZ00|Putative|NZ_CP116721.1|tpos:1548246-1548434,0.066,0.0,-0.5,-0.434,Non-Allergen
antigen_62|Q9I5J4|DUF4824|NZ_CP116721.1|tpos:1725247-1725517,0.064,0.0,0.0,0.064,Non-Allergen
"antigen_85|A0A232D6C1|ATPase,|NZ_CP116721.1|tpos:1873665-1873836",0.083,0.0,-0.5,-0.417,Non-Allergen
antigen_104|A0A072ZRC8|2-C-methyl-D-erythritol|NZ_CP116721.1|tpos:546100-546333,0.005,0.0,-0.5,-0.495,Non-Allergen
antigen_4|O50274|Bifunctional|NZ_CP116721.1|tpos:266882-267257,0.169,0.0,-0.5,-0.331,Non-Allergen
antigen_118|A0A0H2ZHY9|Ferric|NZ_CP116721.1|tpos:1978644-1978978,0.131,0.0,0.0,0.131,Non-Allergen
