# SignalP-5.0	Organism: euk	Timestamp: 20251104192454
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_25|Q8VQB5|Cell|WP_000258819.1|tpos:1-685	OTHER	0.001676	0.998324	
antigen_10|A0A894I0U4||WP_001120085.1|tpos:88-371	OTHER	0.000675	0.999325	
antigen_15|A0A1R2MVB1||WP_000909019.1|tpos:1-409	OTHER	0.002567	0.997433	
antigen_16|A0A1R2XWH4||WP_000932249.1|tpos:1-343	OTHER	0.002081	0.997919	
antigen_0|A0A1R2YP51||WP_000192118.1|tpos:1-459	OTHER	0.001474	0.998526	
antigen_7|A0A2R4NA08||WP_000927219.1|tpos:110-185	OTHER	0.349204	0.650796	
antigen_8|A0A3R0QC43||WP_000715097.1|tpos:1-147	SP(Sec/SPI)	0.980365	0.019635	CS pos: 18-19. CAQ-VP. Pr: 0.2507
antigen_9|A0A1X8W5A6||WP_000450198.1|tpos:1-392	OTHER	0.001097	0.998903	
antigen_1|A0A403FE84|Flagellin|WP_000079833.1|tpos:1-505	OTHER	0.000090	0.999910	
antigen_3|A0A3V9CGI1||WP_000865521.1|tpos:1-378	SP(Sec/SPI)	0.999411	0.000589	CS pos: 21-22. ANA-AE. Pr: 0.9307
antigen_26|A0A6Y0SRF9||WP_000197547.1|tpos:1-140	OTHER	0.000415	0.999585	
antigen_2|A0A1R2H6T8||WP_000758335.1|tpos:1-372	SP(Sec/SPI)	0.999045	0.000955	CS pos: 22-23. ANA-AE. Pr: 0.8881
antigen_18|A0A403FM66|Inositol|WP_001166949.1|tpos:1-561	OTHER	0.001834	0.998166	
antigen_12|A0A725QUL8|PhoP/PhoQ|WP_000714547.1|tpos:1-47	OTHER	0.480441	0.519559	
antigen_13|A0A614WAI4|Virulence|WP_001031687.1|tpos:1-487	OTHER	0.020374	0.979626	
antigen_17|A0A5C2D151||WP_001005424.1|tpos:109-265	OTHER	0.038926	0.961074	
antigen_5|A0A726EJ39||WP_000769037.1|tpos:8-362	OTHER	0.340768	0.659232	
antigen_14|A0A656IJ70||WP_000245788.1|tpos:1-593	OTHER	0.001070	0.998930	
antigen_6|A0A5T7KR29|LPS-assembly|WP_001269950.1|tpos:1-196	SP(Sec/SPI)	0.967364	0.032636	CS pos: 19-20. AGC-GW. Pr: 0.3963
antigen_23|A0A5X1B012||WP_001020583.1|tpos:1-128	OTHER	0.001215	0.998785	
antigen_19|A0A6Y4G8B6|Pathogenicity|WP_001145541.1|tpos:291-317	OTHER	0.017238	0.982762	
antigen_20|A0A656I9Z7||WP_000161704.1|tpos:87-240	OTHER	0.002089	0.997911	
antigen_21|A0A5T7KX54||WP_001576330.1|tpos:1-292	OTHER	0.001635	0.998365	
antigen_22|A0A1X8WHE7|E3|WP_001676053.1|tpos:408-788	OTHER	0.022631	0.977369	
antigen_4|A0A894I4B0||WP_000977709.1|tpos:15-349	OTHER	0.018237	0.981763	
