# SignalP-5.0	Organism: euk	Timestamp: 20251019212717
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_0|Q5F5U2|Large|XOQ75125.1|tpos:1-177	OTHER	0.001416	0.998584	
antigen_14|Q50952||XOQ74826.1|tpos:1-912	SP(Sec/SPI)	0.975629	0.024371	CS pos: 24-25. AYA-EN. Pr: 0.8986
antigen_9|A0A088NJH2||XOQ75499.1|tpos:1-245	SP(Sec/SPI)	0.941098	0.058902	CS pos: 24-25. ASA-GN. Pr: 0.8447
antigen_10|Q5XKW2||XOQ75108.1|tpos:1-342	SP(Sec/SPI)	0.996226	0.003774	CS pos: 19-20. ATA-DV. Pr: 0.6169
antigen_11|Q9S369||XOQ76018.1|tpos:1-263	SP(Sec/SPI)	0.997415	0.002585	CS pos: 19-20. AMA-QL. Pr: 0.9571
antigen_15|Q9Z4N2|Transferrin-binding|XOQ74827.1|tpos:7-667	SP(Sec/SPI)	0.984452	0.015548	CS pos: 21-22. GGS-FD. Pr: 0.4962
antigen_81|A0AB74ECY7|6,7-dimethyl-8-ribityllumazine|XOQ75634.1|tpos:1-158	OTHER	0.001446	0.998554	
antigen_82|B4RRB6||XOQ75650.1|tpos:378-1594	OTHER	0.002593	0.997407	
antigen_20|C6ZG64||XOQ75615.1|tpos:2-175	SP(Sec/SPI)	0.997548	0.002452	CS pos: 18-19. ALA-EG. Pr: 0.5383
antigen_21|Q8L2T6||XOQ76518.1|tpos:1-351	OTHER	0.000560	0.999440	
antigen_1|Q5F6Q4|Transferrin-binding|XOQ74826.1|tpos:1-912	SP(Sec/SPI)	0.975629	0.024371	CS pos: 24-25. AYA-EN. Pr: 0.8986
antigen_37|Q5F7X2||XOQ75897.1|tpos:1-114	SP(Sec/SPI)	0.990933	0.009067	CS pos: 17-18. AAC-SQ. Pr: 0.3807
antigen_13|B0B796|Transferrin-binding|XOQ74827.1|tpos:21-706	OTHER	0.002187	0.997813	
antigen_16|Q9S6B9||XOQ75358.1|tpos:1-713	SP(Sec/SPI)	0.990422	0.009578	CS pos: 22-23. AHA-AE. Pr: 0.9133
antigen_27|A0AA44ZGW8|Outer|XOQ75080.1|tpos:1-125	SP(Sec/SPI)	0.972103	0.027897	CS pos: 18-19. TAC-SV. Pr: 0.3360
antigen_28|A0A378W121|Outer-membrane|XOQ76386.1|tpos:1-156	SP(Sec/SPI)	0.974991	0.025009	CS pos: 17-18. ACA-QL. Pr: 0.5303
antigen_29|A0A379B184|LPS-assembly|XOQ75026.1|tpos:11-668	OTHER	0.286799	0.713201	
antigen_59|Q4PR64||XOQ75108.1|tpos:1-346	SP(Sec/SPI)	0.996226	0.003774	CS pos: 19-20. ATA-DV. Pr: 0.6169
antigen_60|A0A378VZD7|DNA|XOQ75688.1|tpos:167-454	OTHER	0.000931	0.999069	
antigen_61|A0A378VYF7||XOQ75806.1|tpos:64-149	OTHER	0.014962	0.985038	
antigen_76|A0A2U9I6P4|50S|XOQ75125.1|tpos:13-150	OTHER	0.000742	0.999258	
antigen_77|A0A379B1C6|50S|XOQ75151.1|tpos:61-110	OTHER	0.001018	0.998982	
antigen_78|A0A378VXT8||XOQ76297.1|tpos:1-22	OTHER	0.021849	0.978151	
