# SignalP-5.0	Organism: euk	Timestamp: 20250926170207
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_65|A0A378W2W5||NZ_CP107264.1|tpos:355243-355361	OTHER	0.001121	0.998879	
antigen_40|Q5F665||NZ_CP107264.1|tpos:557326-557476	SP(Sec/SPI)	0.602625	0.397375	CS pos: 24-25. ARA-HG. Pr: 0.2430
antigen_21|Q8L2T6||NZ_CP107264.1|tpos:437992-438104	OTHER	0.006221	0.993779	
antigen_63|B0LVE7||NZ_CP107264.1|tpos:492655-492788	OTHER	0.003362	0.996638	
antigen_14|Q50952||NZ_CP107264.1|tpos:172842-172970	OTHER	0.003261	0.996739	
antigen_28|A0A378W121|Outer-membrane|NZ_CP107264.1|tpos:142020-142175	SP(Sec/SPI)	0.974991	0.025009	CS pos: 17-18. ACA-QL. Pr: 0.5303
antigen_57|Q5F676|DD-carboxypeptidase/endopeptidase|NZ_CP107264.1|tpos:262551-262658	OTHER	0.001664	0.998336	
antigen_11|Q9S369||NZ_CP107264.1|tpos:554110-554205	OTHER	0.002444	0.997556	
antigen_16|Q9S6B9||NZ_CP107264.1|tpos:173588-173879	OTHER	0.004812	0.995188	
antigen_66|Q06758|Probable|NZ_CP107264.1|tpos:120134-120404	SP(Sec/SPI)	0.963744	0.036256	CS pos: 24-25. SEG-GS. Pr: 0.4720
antigen_78|A0A378VXT8||NZ_CP107264.1|tpos:186469-186490	OTHER	0.021849	0.978151	
antigen_80|A0AB74ETB9|Ribosomal|NZ_CP107264.1|tpos:684205-684270	OTHER	0.000579	0.999421	
antigen_43|Q50966|Fe(3+)|NZ_CP107264.1|tpos:700369-700656	OTHER	0.000379	0.999621	
antigen_20|C6ZG64||NZ_CP107264.1|tpos:355180-355361	OTHER	0.002782	0.997218	
antigen_84|Q5MK06|Macrolide|NZ_CP107264.1|tpos:700361-700576	OTHER	0.001403	0.998597	
antigen_44|Q50965||NZ_CP107264.1|tpos:63893-64027	OTHER	0.015049	0.984951	
antigen_31|Q9X6P2|Adhesin|NZ_CP107264.1|tpos:518030-518320	SP(Sec/SPI)	0.538960	0.461040	CS pos: 20-21. AHG-GG. Pr: 0.2842
