# SignalP-5.0	Organism: euk	Timestamp: 20250926170207
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_11|Q9S369||CP068761.1|tpos:277125-277386	SP(Sec/SPI)	0.997415	0.002585	CS pos: 19-20. AMA-QL. Pr: 0.9571
antigen_21|Q8L2T6||CP068761.1|tpos:421936-422048	OTHER	0.006221	0.993779	
antigen_65|A0A378W2W5||CP068761.1|tpos:493911-494033	OTHER	0.001483	0.998517	
antigen_53|A0A1D3EZB0|Catalase|CP068761.1|tpos:565780-566283	OTHER	0.001442	0.998558	
antigen_15|Q9Z4N2|Transferrin-binding|CP068761.1|tpos:83287-83947	SP(Sec/SPI)	0.938807	0.061193	CS pos: 21-22. CGG-NF. Pr: 0.3986
antigen_60|A0A378VZD7|DNA|CP068761.1|tpos:103019-103306	OTHER	0.000931	0.999069	
antigen_78|A0A378VXT8||CP068761.1|tpos:185241-185262	OTHER	0.021849	0.978151	
antigen_43|Q50966|Fe(3+)|CP068761.1|tpos:691471-691667	OTHER	0.000876	0.999124	
antigen_63|B0LVE7||CP068761.1|tpos:453014-453075	OTHER	0.054691	0.945309	
antigen_20|C6ZG64||CP068761.1|tpos:493840-494033	OTHER	0.002948	0.997052	
antigen_66|Q06758|Probable|CP068761.1|tpos:119251-119521	SP(Sec/SPI)	0.963744	0.036256	CS pos: 24-25. SEG-GS. Pr: 0.4720
antigen_1|Q5F6Q4|Transferrin-binding|CP068761.1|tpos:301383-301586	SP(Sec/SPI)	0.944850	0.055150	CS pos: 21-22. SYA-ED. Pr: 0.8990
antigen_12|E0WDG1||CP068761.1|tpos:494469-494693	SP(Sec/SPI)	0.969761	0.030239	CS pos: 23-24. CVA-DP. Pr: 0.8595
antigen_62|Q01996|Transferrin-binding|CP068761.1|tpos:301383-301586	SP(Sec/SPI)	0.944850	0.055150	CS pos: 21-22. SYA-ED. Pr: 0.8990
antigen_80|A0AB74ETB9|Ribosomal|CP068761.1|tpos:670752-670817	OTHER	0.000579	0.999421	
antigen_40|Q5F665||CP068761.1|tpos:542188-542316	SP(Sec/SPI)	0.751216	0.248784	CS pos: 21-22. ASA-YT. Pr: 0.3584
antigen_18|Q02219|Copper-containing|CP068761.1|tpos:394052-394443	SP(Sec/SPI)	0.978101	0.021899	CS pos: 21-22. CGG-EQ. Pr: 0.3116
antigen_55|P14930|Peptide|CP068761.1|tpos:688583-688679	OTHER	0.031871	0.968129	
antigen_84|Q5MK06|Macrolide|CP068761.1|tpos:691461-691699	OTHER	0.000830	0.999170	
antigen_28|A0A378W121|Outer-membrane|CP068761.1|tpos:141074-141229	SP(Sec/SPI)	0.974991	0.025009	CS pos: 17-18. ACA-QL. Pr: 0.5303
antigen_13|B0B796|Transferrin-binding|CP068761.1|tpos:83306-83941	OTHER	0.001530	0.998470	
antigen_14|Q50952||CP068761.1|tpos:301402-301745	OTHER	0.000298	0.999702	
antigen_31|Q9X6P2|Adhesin|CP068761.1|tpos:502913-503203	SP(Sec/SPI)	0.538960	0.461040	CS pos: 20-21. AHG-GG. Pr: 0.2842
