# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251024071413
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_100|O83668|Fructose-bisphosphate|UOY12839.1|tpos:1-332	noTP	0.998506	0.000664	0.000830	
antigen_101|O83766|Uncharacterized|UOY12951.1|tpos:1-115	noTP	0.999875	0.000119	0.000006	
antigen_102|O83228|Small|UOY13643.1|tpos:1-84	noTP	0.977227	0.000202	0.022571	
antigen_147|O83319|Dephospho-CoA|UOY13425.1|tpos:1-211	noTP	0.974112	0.011171	0.014717	
antigen_149|O83956|Rubredoxin|UOY13126.1|tpos:1-52	noTP	0.711255	0.288517	0.000229	
antigen_150|O83878|tRNA|UOY13052.1|tpos:1-250	noTP	0.911754	0.039425	0.048822	
antigen_97|O83390|Uncharacterized|UOY13494.1|tpos:1-69	SP	0.003786	0.993218	0.002996	CS pos: 19-20. TLS-TD. Pr: 0.4178
antigen_99|P96130|ATP-dependent|UOY12862.1|tpos:1-686	noTP	0.999216	0.000231	0.000553	
antigen_1|O83460|4-hydroxy-3-methylbut-2-en-1-yl|UOY13656.1|tpos:1-404	noTP	0.999807	0.000035	0.000158	
antigen_188|O83496|Uncharacterized|UOY13592.1|tpos:1-374	SP	0.070833	0.926385	0.002781	CS pos: 21-22. LHA-KE. Pr: 0.9636
antigen_189|O83541|V-type|UOY12726.1|tpos:1-605	noTP	0.999379	0.000369	0.000253	
antigen_127|O83786|Acyl|UOY12968.1|tpos:1-78	noTP	0.992512	0.000768	0.006720	
antigen_128|O83649|DNA|UOY12822.1|tpos:1-215	noTP	0.997046	0.002882	0.000071	
antigen_196|O83223|Small|UOY13336.1|tpos:1-95	noTP	0.997947	0.000160	0.001894	
antigen_197|O83664|Flagellar|UOY12835.1|tpos:1-150	noTP	0.999782	0.000133	0.000084	
antigen_198|O83890|TPR|UOY13064.1|tpos:1-809	noTP	0.992336	0.000290	0.007374	
antigen_35|O83727|Large|UOY13676.1|tpos:1-105	noTP	0.999032	0.000457	0.000511	
antigen_36|O83074|Uncharacterized|UOY13194.1|tpos:1-92	noTP	0.798177	0.031471	0.170352	
antigen_37|O83537|Elongation|UOY13631.1|tpos:1-187	noTP	0.989697	0.001383	0.008920	
antigen_38|O83209|Uncharacterized|UOY13326.1|tpos:1-568	noTP	0.999941	0.000058	0.000001	
antigen_108|O83262|Large|UOY13375.1|tpos:1-56	noTP	0.948206	0.005093	0.046701	
antigen_109|O83696|Uncharacterized|UOY12872.1|tpos:1-181	SP	0.027573	0.968191	0.004236	CS pos: 19-20. LGA-LE. Pr: 0.8370
antigen_110|O83464|Elongation|UOY13563.1|tpos:1-683	noTP	0.992124	0.001664	0.006211	
antigen_63|O83284|Uncharacterized|UOY13398.1|tpos:1-442	SP	0.069501	0.929911	0.000588	CS pos: 31-32. TVG-YG. Pr: 0.5882
antigen_10|O83195|Proline--tRNA|UOY13312.1|tpos:1-617	noTP	0.895746	0.000867	0.103387	
antigen_179|O83705|Uncharacterized|UOY12878.1|tpos:1-159	noTP	0.997116	0.000087	0.002797	
antigen_180|O83672|Uncharacterized|UOY12843.1|tpos:1-97	noTP	0.970966	0.028447	0.000587	
antigen_181|O83590|Lipoprotein-releasing|UOY12775.1|tpos:1-226	noTP	0.999593	0.000195	0.000212	
