accession,label,feature,subfeature,value
A0A060PRJ6,positive,targetp,prob_noTP,0.00638
A0A060PRJ6,positive,targetp,prob_SP,0.99361
A0A060PRJ6,positive,targetp,prob_mTP,1.1e-05
A0A238GT21,positive,targetp,prob_noTP,0.991788
A0A238GT21,positive,targetp,prob_SP,0.007916
A0A238GT21,positive,targetp,prob_mTP,0.000297
A0A238GVV7,positive,targetp,prob_noTP,0.872292
A0A238GVV7,positive,targetp,prob_SP,0.122598
A0A238GVV7,positive,targetp,prob_mTP,0.00511
O25249,positive,targetp,prob_noTP,0.005462
O25249,positive,targetp,prob_SP,0.994187
O25249,positive,targetp,prob_mTP,0.000351
P43313,positive,targetp,prob_noTP,0.997374
P43313,positive,targetp,prob_SP,0.000848
P43313,positive,targetp,prob_mTP,0.001778
A0A060PT92,positive,targetp,prob_noTP,0.196103
A0A060PT92,positive,targetp,prob_SP,0.723548
A0A060PT92,positive,targetp,prob_mTP,0.080349
G1UIZ3,positive,targetp,prob_noTP,0.997374
G1UIZ3,positive,targetp,prob_SP,0.000848
G1UIZ3,positive,targetp,prob_mTP,0.001778
Q70NT5,positive,targetp,prob_noTP,0.986587
Q70NT5,positive,targetp,prob_SP,0.000333
Q70NT5,positive,targetp,prob_mTP,0.01308
J0IQC3,positive,targetp,prob_noTP,0.991788
J0IQC3,positive,targetp,prob_SP,0.007916
J0IQC3,positive,targetp,prob_mTP,0.000297
O25578,positive,targetp,prob_noTP,0.999999
O25578,positive,targetp,prob_SP,0.0
O25578,positive,targetp,prob_mTP,1e-06
O25617,positive,targetp,prob_noTP,0.999958
O25617,positive,targetp,prob_SP,2.4e-05
O25617,positive,targetp,prob_mTP,1.8e-05
P56130,positive,targetp,prob_noTP,0.999079
P56130,positive,targetp,prob_SP,0.000366
P56130,positive,targetp,prob_mTP,0.000555
O25571,positive,targetp,prob_noTP,0.592203
O25571,positive,targetp,prob_SP,0.402751
O25571,positive,targetp,prob_mTP,0.005046
Q9ZHT1,positive,targetp,prob_noTP,0.129451
Q9ZHT1,positive,targetp,prob_SP,0.866139
Q9ZHT1,positive,targetp,prob_mTP,0.00441
O25233,positive,targetp,prob_noTP,0.999661
O25233,positive,targetp,prob_SP,2.2e-05
O25233,positive,targetp,prob_mTP,0.000317
A0A1Q9J9W6,positive,targetp,prob_noTP,0.016893
A0A1Q9J9W6,positive,targetp,prob_SP,0.982413
A0A1Q9J9W6,positive,targetp,prob_mTP,0.000694
Q75X90,positive,targetp,prob_noTP,0.999918
Q75X90,positive,targetp,prob_SP,4e-05
Q75X90,positive,targetp,prob_mTP,4.3e-05
P0A0R3,positive,targetp,prob_noTP,0.998749
P0A0R3,positive,targetp,prob_SP,0.000711
P0A0R3,positive,targetp,prob_mTP,0.00054
Q6DT22,positive,targetp,prob_noTP,0.99982
Q6DT22,positive,targetp,prob_SP,0.000109
Q6DT22,positive,targetp,prob_mTP,7.1e-05
Q9AI97,positive,targetp,prob_noTP,0.998973
Q9AI97,positive,targetp,prob_SP,0.000467
Q9AI97,positive,targetp,prob_mTP,0.00056
A0A219MBY0,positive,targetp,prob_noTP,0.998962
A0A219MBY0,positive,targetp,prob_SP,0.000221
A0A219MBY0,positive,targetp,prob_mTP,0.000818
O25204,positive,targetp,prob_noTP,0.998607
O25204,positive,targetp,prob_SP,0.00087
O25204,positive,targetp,prob_mTP,0.000523
O25606,positive,targetp,prob_noTP,0.999976
O25606,positive,targetp,prob_SP,1.5e-05
O25606,positive,targetp,prob_mTP,9e-06
