feature,value
length,[776.]
aac_A,0.020618556701030927
aac_C,0.0
aac_D,0.07216494845360824
aac_E,0.05670103092783505
aac_F,0.03608247422680412
aac_G,0.05670103092783505
aac_H,0.02577319587628866
aac_I,0.08762886597938144
aac_K,0.10824742268041238
aac_L,0.07731958762886598
aac_M,0.010309278350515464
aac_N,0.05670103092783505
aac_P,0.05154639175257732
aac_Q,0.02577319587628866
aac_R,0.020618556701030927
aac_S,0.10824742268041238
aac_T,0.0979381443298969
aac_V,0.02577319587628866
aac_W,0.015463917525773196
aac_Y,0.04639175257731959
aaindex1_ANDN920101,4.378298969072166
aaindex1_ARGP820101,0.903298969072165
aaindex1_ARGP820102,0.8714948453608247
aaindex1_ARGP820103,0.9221649484536083
aaindex1_BEGF750101,0.5460824742268041
aaindex1_BEGF750102,0.7167010309278351
aaindex1_BEGF750103,0.729020618556701
aaindex1_BHAR880101,0.4537268041237113
aaindex1_BIGC670101,83.80979381443301
aaindex1_BIOV880101,-5.458762886597938
aaindex1_BIOV880102,-25.015463917525775
aaindex1_BROC820101,1.999484536082474
aaindex1_BROC820102,2.2768041237113406
aaindex1_BULH740101,-0.876701030927835
aaindex1_BULH740102,0.6917680412371134
aaindex1_BUNA790101,7.926603092783505
aaindex1_BUNA790102,4.427417525773197
aaindex1_BUNA790103,6.3159793814433
aaindex1_BURA740101,0.31311855670103095
aaindex1_BURA740102,0.3331185567010309
aaindex1_CHAM810101,0.6566494845360824
aaindex1_CHAM820101,0.15618041237113403
aaindex1_CHAM820102,0.49700000000000005
aaindex1_CHAM830101,1.0468041237113401
aaindex1_CHAM830102,0.09094845360824744
aaindex1_CHAM830103,1.0824742268041236
aaindex1_CHAM830104,0.7164948453608248
aaindex1_CHAM830105,0.35309278350515466
aaindex1_CHAM830106,2.1649484536082473
aaindex1_CHAM830107,0.2422680412371134
aaindex1_CHAM830108,0.34536082474226804
aaindex1_CHOC750101,145.2639175257732
aaindex1_CHOC760101,163.4536082474227
aaindex1_CHOC760102,47.29896907216495
aaindex1_CHOC760103,0.2559278350515464
aaindex1_CHOC760104,0.08180412371134022
aaindex1_CHOP780101,1.0389175257731957
aaindex1_CHOP780201,0.9722164948453608
aaindex1_CHOP780202,0.980721649484536
aaindex1_CHOP780203,1.067319587628866
aaindex1_CHOP780204,1.0228865979381443
aaindex1_CHOP780205,0.9760309278350516
aaindex1_CHOP780206,1.0539690721649484
aaindex1_CHOP780207,1.0651546391752578
aaindex1_CHOP780208,0.9938144329896906
aaindex1_CHOP780209,0.9726288659793815
aaindex1_CHOP780210,1.0586597938144329
aaindex1_CHOP780211,1.03840206185567
aaindex1_CHOP780212,0.08742268041237113
aaindex1_CHOP780213,0.09363402061855669
aaindex1_CHOP780214,0.08785567010309277
aaindex1_CHOP780215,0.0860979381443299
aaindex1_CHOP780216,1.0562371134020616
aaindex1_CIDH920101,-0.09824742268041237
aaindex1_CIDH920102,0.035567010309278356
aaindex1_CIDH920103,-0.06520618556701033
aaindex1_CIDH920104,-0.11077319587628867
aaindex1_CIDH920105,-0.0752061855670103
aaindex1_COHE430101,0.7366494845360825
aaindex1_CRAJ730101,0.9856701030927835
aaindex1_CRAJ730102,1.007783505154639
aaindex1_CRAJ730103,1.0471134020618558
aaindex1_DAWD720101,4.912371134020619
aaindex1_DAYM780101,5.687113402061855
aaindex1_DAYM780201,80.78865979381443
aaindex1_DESM900101,0.8325773195876288
aaindex1_DESM900102,0.857061855670103
aaindex1_EISD840101,-0.19180412371134026
aaindex1_EISD860101,0.44402061855670105
aaindex1_EISD860102,1.8761855670103094
aaindex1_EISD860103,-0.2070618556701031
aaindex1_FASG760101,131.409587628866
aaindex1_FASG760102,263.49484536082474
aaindex1_FASG760103,-8.176546391752577
aaindex1_FASG760104,9.415
aaindex1_FASG760105,2.1573711340206185
aaindex1_FAUJ830101,0.28567010309278346
aaindex1_FAUJ880101,2.2456701030927837
aaindex1_FAUJ880102,0.6395876288659794
aaindex1_FAUJ880103,3.4559278350515465
aaindex1_FAUJ880104,4.847628865979382
aaindex1_FAUJ880105,1.5541752577319587
aaindex1_FAUJ880106,3.925876288659794
aaindex1_FAUJ880107,11.92319587628866
aaindex1_FAUJ880108,0.03948453608247423
aaindex1_FAUJ880109,0.8865979381443299
aaindex1_FAUJ880110,1.4639175257731958
aaindex1_FAUJ880111,0.15463917525773196
