class combined
population/area	coverage	average_hit	pc90
World	81.81%	283.26	79.7
average	81.81%	283.26	79.7
standard_deviation	0.0%	0.0	0.0

population/area	epitope_hits	percent_individuals	cumulative_coverage
World	0	18.19	100.0
World	1	0.0	81.81
World	2	0.0	81.81
World	3	0.0	81.81
World	4	0.0	81.81
World	5	0.0	81.81
World	6	0.0	81.81
World	7	0.0	81.81
World	8	0.0	81.81
World	9	0.0	81.81
World	10	0.0	81.81
World	11	0.0	81.81
World	12	0.0	81.81
World	13	0.0	81.81
World	14	0.0	81.81
World	15	0.0	81.81
World	16	0.0	81.81
World	17	0.0	81.81
World	18	0.0	81.81
World	19	0.0	81.81
World	20	0.0	81.81
World	21	0.0	81.81
World	22	0.0	81.81
World	23	0.0	81.81
World	24	0.0	81.81
World	25	0.0	81.81
World	26	0.0	81.81
World	27	0.0	81.81
World	28	0.0	81.81
World	29	0.0	81.81
World	30	0.0	81.81
World	31	0.0	81.81
World	32	0.0	81.81
World	33	0.0	81.81
World	34	0.0	81.81
World	35	0.0	81.81
World	36	0.0	81.81
World	37	0.0	81.81
World	38	0.0	81.81
World	39	0.0	81.81
World	40	0.0	81.81
World	41	0.0	81.81
World	42	0.0	81.81
World	43	0.0	81.81
World	44	0.0	81.81
World	45	0.0	81.81
World	46	0.0	81.81
World	47	0.0	81.81
World	48	0.0	81.81
World	49	0.0	81.81
World	50	0.0	81.81
World	51	0.0	81.81
World	52	0.0	81.81
World	53	0.0	81.81
World	54	0.0	81.81
World	55	0.0	81.81
World	56	0.0	81.81
World	57	0.0	81.81
World	58	0.0	81.81
World	59	0.0	81.81
World	60	0.0	81.81
World	61	0.0	81.81
World	62	0.0	81.81
World	63	0.0	81.81
World	64	0.0	81.81
World	65	0.0	81.81
World	66	0.0	81.81
World	67	0.0	81.81
World	68	0.0	81.81
World	69	0.0	81.81
World	70	0.0	81.81
World	71	0.0	81.81
World	72	0.0	81.81
World	73	0.0	81.81
World	74	0.0	81.81
World	75	0.0	81.81
World	76	0.0	81.81
World	77	0.0	81.81
World	78	0.0	81.81
World	79	0.0	81.81
World	80	0.0	81.81
World	81	0.0	81.81
World	82	0.0	81.81
World	83	0.0	81.81
World	84	0.0	81.81
World	85	0.0	81.81
World	86	0.0	81.81
World	87	0.0	81.81
World	88	0.0	81.81
World	89	0.0	81.81
World	90	0.0	81.81
World	91	0.0	81.81
World	92	0.0	81.81
World	93	0.0	81.81
World	94	0.0	81.81
World	95	0.0	81.81
World	96	0.0	81.81
World	97	0.0	81.81
World	98	0.0	81.81
World	99	0.0	81.81
World	100	0.0	81.81
World	101	0.0	81.81
World	102	0.0	81.81
World	103	0.0	81.81
World	104	0.0	81.81
World	105	0.0	81.81
World	106	0.0	81.81
World	107	0.0	81.81
World	108	0.0	81.81
World	109	0.0	81.81
World	110	0.0	81.81
World	111	0.0	81.81
World	112	0.0	81.81
World	113	0.0	81.81
World	114	0.0	81.81
World	115	0.0	81.81
World	116	0.0	81.81
World	117	0.0	81.81
World	118	0.0	81.81
World	119	0.0	81.81
World	120	0.0	81.81
World	121	0.0	81.81
World	122	0.0	81.81
World	123	0.0	81.81
World	124	0.0	81.81
World	125	0.0	81.81
World	126	0.0	81.81
World	127	0.0	81.81
World	128	0.0	81.81
World	129	0.0	81.81
World	130	0.0	81.81
World	131	0.0	81.81
World	132	0.0	81.81
World	133	0.0	81.81
World	134	0.0	81.81
World	135	0.0	81.81
World	136	0.0	81.81
World	137	0.0	81.81
World	138	0.0	81.81
World	139	0.0	81.81
World	140	0.0	81.81
World	141	0.0	81.81
World	142	0.0	81.81
World	143	0.0	81.81
World	144	0.0	81.81
World	145	5.42	81.81
World	146	0.0	76.38
World	147	0.0	76.38
World	148	0.0	76.38
World	149	0.0	76.38
World	150	2.88	76.38
World	151	0.0	73.5
World	152	0.0	73.5
World	153	0.0	73.5
World	154	0.0	73.5
World	155	0.0	73.5
World	156	0.0	73.5
World	157	0.0	73.5
World	158	0.0	73.5
World	159	0.0	73.5
World	160	0.0	73.5
World	161	0.0	73.5
World	162	0.0	73.5
World	163	0.0	73.5
World	164	0.0	73.5
World	165	0.0	73.5
World	166	0.0	73.5
World	167	0.0	73.5
World	168	0.0	73.5
World	169	0.0	73.5
World	170	0.0	73.5
World	171	0.0	73.5
World	172	9.08	73.5
World	173	0.0	64.42
World	174	0.0	64.42
World	175	0.0	64.42
World	176	0.0	64.42
World	177	0.0	64.42
World	178	0.0	64.42
World	179	0.0	64.42
World	180	0.0	64.42
World	181	0.0	64.42
World	182	0.0	64.42
World	183	0.0	64.42
World	184	0.0	64.42
World	185	0.0	64.42
World	186	0.0	64.42
World	187	0.0	64.42
World	188	0.0	64.42
World	189	0.0	64.42
World	190	0.0	64.42
World	191	0.0	64.42
World	192	0.0	64.42
World	193	0.0	64.42
World	194	0.0	64.42
World	195	0.0	64.42
World	196	0.0	64.42
World	197	0.0	64.42
World	198	0.0	64.42
World	199	0.0	64.42
World	200	0.0	64.42
World	201	0.0	64.42
World	202	0.0	64.42
World	203	1.32	64.42
World	204	0.0	63.1
World	205	0.0	63.1
World	206	0.0	63.1
World	207	0.0	63.1
World	208	0.0	63.1
World	209	0.0	63.1
World	210	5.26	63.1
World	211	0.0	57.84
World	212	0.0	57.84
World	213	0.0	57.84
World	214	0.0	57.84
World	215	0.0	57.84
World	216	0.0	57.84
World	217	0.0	57.84
World	218	0.0	57.84
World	219	0.0	57.84
World	220	0.0	57.84
World	221	0.0	57.84
World	222	0.0	57.84
World	223	0.0	57.84
World	224	0.0	57.84
World	225	0.0	57.84
World	226	0.0	57.84
World	227	0.0	57.84
World	228	0.0	57.84
World	229	0.0	57.84
World	230	0.0	57.84
World	231	0.0	57.84
World	232	0.0	57.84
World	233	0.0	57.84
World	234	0.0	57.84
World	235	0.0	57.84
World	236	0.0	57.84
World	237	0.0	57.84
World	238	0.0	57.84
World	239	0.0	57.84
World	240	0.0	57.84
World	241	0.0	57.84
World	242	0.0	57.84
World	243	0.0	57.84
World	244	0.0	57.84
World	245	0.0	57.84
World	246	0.0	57.84
World	247	0.0	57.84
World	248	0.0	57.84
World	249	0.0	57.84
World	250	0.0	57.84
World	251	0.0	57.84
World	252	0.0	57.84
World	253	0.0	57.84
World	254	0.0	57.84
World	255	0.0	57.84
World	256	0.0	57.84
World	257	0.0	57.84
World	258	0.0	57.84
World	259	0.0	57.84
World	260	0.0	57.84
World	261	0.0	57.84
World	262	0.0	57.84
World	263	0.0	57.84
World	264	0.0	57.84
World	265	0.0	57.84
World	266	0.0	57.84
World	267	0.0	57.84
World	268	0.0	57.84
World	269	0.0	57.84
World	270	0.0	57.84
World	271	0.0	57.84
World	272	0.0	57.84
World	273	0.0	57.84
World	274	0.0	57.84
World	275	0.0	57.84
World	276	0.0	57.84
World	277	0.0	57.84
World	278	0.0	57.84
World	279	0.0	57.84
World	280	0.0	57.84
World	281	0.0	57.84
World	282	0.0	57.84
World	283	0.0	57.84
World	284	0.0	57.84
World	285	0.0	57.84
World	286	0.0	57.84
World	287	0.0	57.84
World	288	9.19	57.84
World	289	0.0	48.66
World	290	0.0	48.66
World	291	0.0	48.66
World	292	0.0	48.66
World	293	0.0	48.66
World	294	8.86	48.66
World	295	0.39	39.8
World	296	0.0	39.41
World	297	1.98	39.41
World	298	0.0	37.43
World	299	0.0	37.43
World	300	0.0	37.43
World	301	0.0	37.43
World	302	0.0	37.43
World	303	0.0	37.43
World	304	0.0	37.43
World	305	0.0	37.43
World	306	0.0	37.43
World	307	0.0	37.43
World	308	0.0	37.43
World	309	0.0	37.43
World	310	0.0	37.43
World	311	0.0	37.43
World	312	0.0	37.43
World	313	0.0	37.43
World	314	0.0	37.43
World	315	0.0	37.43
World	316	0.0	37.43
World	317	1.14	37.43
World	318	0.0	36.29
World	319	0.0	36.29
World	320	0.0	36.29
World	321	0.0	36.29
World	322	0.62	36.29
World	323	0.0	35.67
World	324	0.0	35.67
World	325	0.0	35.67
World	326	0.0	35.67
World	327	0.0	35.67
World	328	0.0	35.67
World	329	0.0	35.67
World	330	0.0	35.67
World	331	0.0	35.67
World	332	0.0	35.67
World	333	0.0	35.67
World	334	0.0	35.67
World	335	0.0	35.67
World	336	0.0	35.67
World	337	0.0	35.67
World	338	0.0	35.67
World	339	0.0	35.67
World	340	0.0	35.67
World	341	0.0	35.67
World	342	0.0	35.67
World	343	0.0	35.67
World	344	0.0	35.67
World	345	0.0	35.67
World	346	0.0	35.67
World	347	0.0	35.67
World	348	0.18	35.67
World	349	0.0	35.49
World	350	0.0	35.49
World	351	0.0	35.49
World	352	0.0	35.49
World	353	0.1	35.49
World	354	0.0	35.39
World	355	0.69	35.39
World	356	0.0	34.7
World	357	0.0	34.7
World	358	0.0	34.7
World	359	0.0	34.7
World	360	0.38	34.7
World	361	0.0	34.33
World	362	0.0	34.33
World	363	0.0	34.33
World	364	0.0	34.33
World	365	0.0	34.33
World	366	0.0	34.33
World	367	0.0	34.33
World	368	0.0	34.33
World	369	0.0	34.33
World	370	0.0	34.33
World	371	0.0	34.33
World	372	0.0	34.33
World	373	0.0	34.33
World	374	0.0	34.33
World	375	0.29	34.33
World	376	0.0	34.04
World	377	3.02	34.04
World	378	0.0	31.02
World	379	0.0	31.02
World	380	0.0	31.02
World	381	0.0	31.02
World	382	1.11	31.02
World	383	0.0	29.91
World	384	0.0	29.91
World	385	0.0	29.91
World	386	0.0	29.91
World	387	0.0	29.91
World	388	0.0	29.91
World	389	0.0	29.91
World	390	0.0	29.91
World	391	0.0	29.91
World	392	0.0	29.91
World	393	0.0	29.91
World	394	0.0	29.91
World	395	0.0	29.91
World	396	0.0	29.91
World	397	0.0	29.91
World	398	0.0	29.91
World	399	4.91	29.91
World	400	0.0	25.0
World	401	0.0	25.0
World	402	0.0	25.0
World	403	0.0	25.0
World	404	0.0	25.0
World	405	0.0	25.0
World	406	0.0	25.0
World	407	0.0	25.0
World	408	0.0	25.0
World	409	0.0	25.0
World	410	0.0	25.0
World	411	0.0	25.0
World	412	0.0	25.0
World	413	0.18	25.0
World	414	0.0	24.82
World	415	0.0	24.82
World	416	0.0	24.82
World	417	0.0	24.82
World	418	0.0	24.82
World	419	0.0	24.82
World	420	0.0	24.82
World	421	0.0	24.82
World	422	0.0	24.82
World	423	0.0	24.82
World	424	1.01	24.82
World	425	0.0	23.81
World	426	0.0	23.81
World	427	0.0	23.81
World	428	0.0	23.81
World	429	0.0	23.81
World	430	0.0	23.81
World	431	0.0	23.81
World	432	0.0	23.81
World	433	1.15	23.81
World	434	0.0	22.66
World	435	0.0	22.66
World	436	0.0	22.66
World	437	0.0	22.66
World	438	0.63	22.66
World	439	1.11	22.03
World	440	0.0	20.92
World	441	0.0	20.92
World	442	0.27	20.92
World	443	0.0	20.65
World	444	0.61	20.65
World	445	0.0	20.04
World	446	0.0	20.04
World	447	0.15	20.04
World	448	0.0	19.89
World	449	0.0	19.89
World	450	0.0	19.89
World	451	0.0	19.89
World	452	0.0	19.89
World	453	0.0	19.89
World	454	0.0	19.89
World	455	0.0	19.89
World	456	0.0	19.89
World	457	0.0	19.89
World	458	0.0	19.89
World	459	0.0	19.89
World	460	1.85	19.89
World	461	0.0	18.04
World	462	0.0	18.04
World	463	0.0	18.04
World	464	0.0	18.04
World	465	0.0	18.04
World	466	1.79	18.04
World	467	0.0	16.25
World	468	0.0	16.25
World	469	0.43	16.25
World	470	0.0	15.82
World	471	0.0	15.82
World	472	0.0	15.82
World	473	0.0	15.82
World	474	0.0	15.82
World	475	0.0	15.82
World	476	0.0	15.82
World	477	0.0	15.82
World	478	0.0	15.82
World	479	0.0	15.82
World	480	0.0	15.82
World	481	0.0	15.82
World	482	0.0	15.82
World	483	0.0	15.82
World	484	0.0	15.82
World	485	0.0	15.82
World	486	0.0	15.82
World	487	0.0	15.82
World	488	0.0	15.82
World	489	0.0	15.82
World	490	0.0	15.82
World	491	0.29	15.82
World	492	0.0	15.52
World	493	0.0	15.52
World	494	0.0	15.52
World	495	0.0	15.52
World	496	0.0	15.52
World	497	0.28	15.52
World	498	1.12	15.24
World	499	0.0	14.12
World	500	0.07	14.12
World	501	0.0	14.05
World	502	0.0	14.05
World	503	0.0	14.05
World	504	1.08	14.05
World	505	0.0	12.97
World	506	0.0	12.97
World	507	0.26	12.97
World	508	0.0	12.71
World	509	0.0	12.71
World	510	0.0	12.71
World	511	0.0	12.71
World	512	0.0	12.71
World	513	0.0	12.71
World	514	0.0	12.71
World	515	0.0	12.71
World	516	0.0	12.71
World	517	0.0	12.71
World	518	0.0	12.71
World	519	0.0	12.71
World	520	0.0	12.71
World	521	0.0	12.71
World	522	0.4	12.71
World	523	0.0	12.31
World	524	0.0	12.31
World	525	0.0	12.31
World	526	0.0	12.31
World	527	0.22	12.31
World	528	0.0	12.08
World	529	0.0	12.08
World	530	0.0	12.08
World	531	0.0	12.08
World	532	0.0	12.08
World	533	0.0	12.08
World	534	0.0	12.08
World	535	0.0	12.08
World	536	0.0	12.08
World	537	0.0	12.08
World	538	0.0	12.08
World	539	0.0	12.08
World	540	0.0	12.08
World	541	0.0	12.08
World	542	0.0	12.08
World	543	0.0	12.08
World	544	0.64	12.08
World	545	0.0	11.44
World	546	0.0	11.44
World	547	0.0	11.44
World	548	0.0	11.44
