# SignalP-5.0	Organism: euk	Timestamp: 20251029095651
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_362|A0A641A5V3||WP_000824491.1|tpos:1-185	SP(Sec/SPI)	0.963222	0.036778	CS pos: 26-27. AKA-LV. Pr: 0.4961
antigen_400|A0A2Y9TLI2|triacylglycerol|WP_000842033.1|tpos:1-680	SP(Sec/SPI)	0.949709	0.050291	CS pos: 34-35. AQA-AE. Pr: 0.6560
antigen_475|A0A389UE07||WP_000794663.1|tpos:1-241	SP(Sec/SPI)	0.944581	0.055419	CS pos: 23-24. ATS-QS. Pr: 0.7210
antigen_478|A0AAE8PCR4|Bifunctional|WP_001074519.1|tpos:1-1257	SP(Sec/SPI)	0.859994	0.140006	CS pos: 29-30. VQA-AE. Pr: 0.5567
antigen_598|A0A0D6GBK0||WP_000782834.1|tpos:1-233	SP(Sec/SPI)	0.980401	0.019599	CS pos: 22-23. VNT-VT. Pr: 0.5399
antigen_585|A0A1S6DSG8||WP_000977788.1|tpos:1-256	SP(Sec/SPI)	0.861810	0.138190	CS pos: 25-26. AGC-GM. Pr: 0.2125
antigen_587|A0A266CN08||WP_000977788.1|tpos:2-256	SP(Sec/SPI)	0.915350	0.084650	CS pos: 24-25. AGC-GM. Pr: 0.2302
antigen_663|A0A0D6GUP8||WP_001228158.1|tpos:1-322	SP(Sec/SPI)	0.700299	0.299701	CS pos: 18-19. AYA-HI. Pr: 0.5986
antigen_665|H6UH57||WP_029651361.1|tpos:5-476	SP(Sec/SPI)	0.918346	0.081654	CS pos: 28-29. AIA-QS. Pr: 0.5651
antigen_666|A0A2C9TMN6||WP_000714027.1|tpos:1-140	SP(Sec/SPI)	0.791525	0.208475	CS pos: 23-24. IYA-AI. Pr: 0.3980
antigen_247|A0AAJ4YW98||WP_000749385.1|tpos:1-279	SP(Sec/SPI)	0.996038	0.003962	CS pos: 24-25. AHA-QQ. Pr: 0.9247
antigen_517|Q6GHV3|High-affinity|WP_001220201.1|tpos:1-292	SP(Sec/SPI)	0.992294	0.007706	CS pos: 22-23. CQS-SS. Pr: 0.5098
antigen_544|A0A3A3ALI8||WP_000835979.1|tpos:15-259	OTHER	0.020377	0.979623	
antigen_556|A0A2Y9TTN6|Glycosyl-4,4'-diaponeurosporenoate|WP_072386988.1|tpos:1-162	SP(Sec/SPI)	0.646326	0.353674	CS pos: 26-27. NLG-TR. Pr: 0.1788
antigen_627|X5DYK9||WP_001224174.1|tpos:1-238	SP(Sec/SPI)	0.993537	0.006463	CS pos: 22-23. TTA-TQ. Pr: 0.4329
antigen_119|A0AAN1ZDM6||WP_000681139.1|tpos:1-615	SP(Sec/SPI)	0.992934	0.007066	CS pos: 24-25. VSA-YA. Pr: 0.6294
antigen_121|A0AAE3D5D3||WP_000683719.1|tpos:1-570	SP(Sec/SPI)	0.779975	0.220025	CS pos: 28-29. SQA-AE. Pr: 0.6364
antigen_125|A0A0D6GUT9|4,4'-diapophytoene|WP_000686164.1|tpos:1-502	SP(Sec/SPI)	0.594125	0.405875	CS pos: 16-17. AAA-AR. Pr: 0.2899
antigen_294|A0A2S6DKY9||WP_000769709.1|tpos:1-141	SP(Sec/SPI)	0.997500	0.002500	CS pos: 21-22. VGA-AL. Pr: 0.4813
antigen_295|A0A166JQS2||WP_000769709.1|tpos:1-141	SP(Sec/SPI)	0.997500	0.002500	CS pos: 21-22. VGA-AL. Pr: 0.4813
antigen_630|A0A0D6HQY2|Probable|WP_001041658.1|tpos:1-372	SP(Sec/SPI)	0.653769	0.346231	CS pos: 38-39. AYA-DE. Pr: 0.5697
antigen_10|A0A3A3AKD2||WP_000111116.1|tpos:1-56	SP(Sec/SPI)	0.617342	0.382658	CS pos: 17-18. GYA-LY. Pr: 0.4228
antigen_257|A0A0Y9QEI6|Probable|WP_000751265.1|tpos:1-233	SP(Sec/SPI)	0.964256	0.035744	CS pos: 20-21. GYA-AG. Pr: 0.4290
antigen_261|A0AAE3D3F5||WP_000751698.1|tpos:1-317	SP(Sec/SPI)	0.981883	0.018117	CS pos: 22-23. SFG-GN. Pr: 0.5118
antigen_637|A0A0D6HF50|Serine|WP_001038734.1|tpos:1-238	SP(Sec/SPI)	0.725296	0.274704	CS pos: 21-22. VTG-VG. Pr: 0.3498
antigen_140|A0A9N8NS69|1-phosphatidylinositol|WP_000710549.1|tpos:1-328	SP(Sec/SPI)	0.933193	0.066807	CS pos: 26-27. AHA-LD. Pr: 0.8859
antigen_146|A0AAJ4YZG0||WP_000714027.1|tpos:1-157	SP(Sec/SPI)	0.791525	0.208475	CS pos: 23-24. IYA-AI. Pr: 0.3980
antigen_147|A0A0D6WBZ7||WP_000717394.1|tpos:1-269	SP(Sec/SPI)	0.987320	0.012680	CS pos: 27-28. AHA-SE. Pr: 0.5038
antigen_149|A0A2S6D3A1||WP_000717394.1|tpos:1-269	SP(Sec/SPI)	0.987320	0.012680	CS pos: 27-28. AHA-SE. Pr: 0.5038
antigen_151|A0A0D6GGQ7||WP_000720821.1|tpos:1-591	SP(Sec/SPI)	0.993071	0.006929	CS pos: 20-21. GCG-VP. Pr: 0.3764
antigen_105|A0A6K1K184||WP_000669664.1|tpos:1-491	SP(Sec/SPI)	0.968125	0.031875	CS pos: 26-27. SSG-KD. Pr: 0.3386
antigen_108|A0AAE2ZZL2||WP_000669729.1|tpos:1-689	SP(Sec/SPI)	0.972541	0.027459	CS pos: 21-22. TGA-NF. Pr: 0.4372
antigen_111|A0A641A8Q8||WP_000778481.1|tpos:1-231	SP(Sec/SPI)	0.971925	0.028075	CS pos: 22-23. VMT-AE. Pr: 0.4542
antigen_114|A0A641A9T1|Serine|WP_000676561.1|tpos:1-357	SP(Sec/SPI)	0.767394	0.232606	CS pos: 29-30. ANA-LS. Pr: 0.3429
antigen_129|A0AAE2ZTI9|Staphylococcal|WP_000669541.1|tpos:1-116	SP(Sec/SPI)	0.923734	0.076266	CS pos: 22-23. AVS-TL. Pr: 0.2938
antigen_180|A0AAJ4YXX9|Membrane|WP_000730708.1|tpos:1-290	SP(Sec/SPI)	0.973583	0.026417	CS pos: 20-21. AGC-DY. Pr: 0.6451
antigen_196|A0A166M720||WP_000733427.1|tpos:1-129	SP(Sec/SPI)	0.988084	0.011916	CS pos: 21-22. GKS-QE. Pr: 0.4936
antigen_197|X5EG17||WP_000733427.1|tpos:1-129	SP(Sec/SPI)	0.988084	0.011916	CS pos: 21-22. GKS-QE. Pr: 0.4936
