# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250821122025
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_21|Q9A1H3|Surface|NZ_CP060645.1|tpos:90194-91066	noTP	0.885568	0.113925	0.000506	
antigen_46|P0C0G6|Glyceraldehyde-3-phosphate|NZ_CP060645.1|tpos:92340-92675	noTP	0.966129	0.006599	0.027271	
antigen_48|A0A0H2UUI7|Capsule|NZ_CP060645.1|tpos:221838-222230	noTP	0.548955	0.449630	0.001415	
antigen_84|Q99ZA4|ABC|NZ_CP060645.1|tpos:244602-244853	noTP	0.932189	0.000379	0.067432	
antigen_33|A0A0H3BVP3|Sugar|NZ_CP060645.1|tpos:85428-85866	SP	0.009423	0.984916	0.005660	CS pos: 22-23. AAC-GG. Pr: 0.5689
antigen_3|P0C0E3|Lantibiotic|NZ_CP060645.1|tpos:199623-199844	noTP	0.996403	0.000717	0.002880	
antigen_4|P10520|Streptokinase|NZ_CP060645.1|tpos:534406-534845	SP	0.003305	0.996561	0.000134	CS pos: 26-27. VQA-IA. Pr: 0.7465
antigen_16|Q9A0B0|Fructose-specific|NZ_CP060645.1|tpos:231615-232262	noTP	0.999676	0.000247	0.000077	
antigen_114|Q9A066|Ribosomal|NZ_CP060645.1|tpos:247738-248138	noTP	0.999922	0.000020	0.000058	
antigen_97|P0C0G7|Glyceraldehyde-3-phosphate|NZ_CP060645.1|tpos:92340-92675	noTP	0.966129	0.006599	0.027271	
antigen_98|P69952|Elongation|NZ_CP060645.1|tpos:177244-177641	noTP	0.999898	0.000006	0.000096	
antigen_81|Q9A0D7|Capsule|NZ_CP060645.1|tpos:221801-222230	noTP	0.993634	0.004192	0.002175	
antigen_83|Q99ZN4|Sortase|NZ_CP060645.1|tpos:293186-293434	noTP	0.926294	0.045618	0.028089	
antigen_77|Q9A1X8|Acyltransferase|NZ_CP060645.1|tpos:28361-28951	noTP	0.995908	0.003853	0.000239	
antigen_19|Q9A155|DNA|NZ_CP060645.1|tpos:518046-518210	noTP	0.553108	0.445598	0.001294	
antigen_0|P0C0D1|DNA|NZ_CP060645.1|tpos:590977-591344	noTP	0.994001	0.000123	0.005876	
antigen_28|A0A4U7GRV0|Elongation|NZ_CP060645.1|tpos:567628-567973	noTP	0.999944	0.000026	0.000030	
antigen_96|Q99XG9|Serine|NZ_CP060645.1|tpos:595178-595584	noTP	0.672347	0.317648	0.010006	
antigen_106|Q99YE6|PTS|NZ_CP060645.1|tpos:266344-266649	noTP	0.993438	0.004980	0.001582	
antigen_71|Q9A0L9|Zinc-binding|NZ_CP060645.1|tpos:189669-190183	SP	0.012022	0.987677	0.000301	CS pos: 23-24. TQA-KQ. Pr: 0.9184
antigen_99|P66063|Large|NZ_CP060645.1|tpos:270878-270998	noTP	0.997944	0.002046	0.000009	
antigen_127|Q99XL2|DUF2179|NZ_CP060645.1|tpos:592693-592948	noTP	0.999600	0.000293	0.000107	
antigen_22|Q9A1Z8|Secreted|NZ_CP060645.1|tpos:7751-8148	SP	0.022038	0.975768	0.002194	CS pos: 19-20. GAA-TT. Pr: 0.3379
antigen_78|Q9A1U2|Penicillin-binding|NZ_CP060645.1|tpos:43999-44768	noTP	0.961742	0.025041	0.013217	
antigen_116|Q99Y65|Formate|NZ_CP060645.1|tpos:489357-490131	noTP	0.999932	0.000038	0.000030	
antigen_123|Q99YQ3|ABC|NZ_CP060645.1|tpos:85430-85687	SP	0.002034	0.994368	0.003599	CS pos: 20-21. AAC-GG. Pr: 0.5987
antigen_86|P0C0D0|Ornithine|NZ_CP060645.1|tpos:224198-224348	noTP	0.999734	0.000099	0.000167	
antigen_50|P18481|Trypsin-resistant|NZ_CP060645.1|tpos:55209-55347	noTP	0.998833	0.000856	0.000311	
antigen_87|Q99YL1|Penicillin-binding|NZ_CP060645.1|tpos:437573-438292	noTP	0.988113	0.007094	0.004792	
antigen_25|A0A0H3BWS8|Oligopeptide|NZ_CP060645.1|tpos:97733-98388	SP	0.000479	0.999303	0.000217	CS pos: 21-22. ALA-AC. Pr: 0.4662
