# SignalP-5.0	Organism: euk	Timestamp: 20251013223821
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
YP_008530238.1	OTHER	0.001370	0.998630	
YP_008530239.1	OTHER	0.017647	0.982353	
YP_008530240.1	OTHER	0.000420	0.999580	
YP_008530241.1	OTHER	0.005613	0.994387	
YP_008530242.1	OTHER	0.002730	0.997270	
YP_008530243.1	OTHER	0.000620	0.999380	
YP_008530244.1	OTHER	0.002184	0.997816	
YP_008530245.1	OTHER	0.002351	0.997649	
YP_498609.1	OTHER	0.000553	0.999447	
YP_498610.1	OTHER	0.000773	0.999227	
YP_498611.1	OTHER	0.001489	0.998511	
YP_498612.1	OTHER	0.000398	0.999602	
YP_498613.1	OTHER	0.001163	0.998837	
YP_498614.1	OTHER	0.000474	0.999526	
YP_498615.1	OTHER	0.059735	0.940265	
YP_498616.1	OTHER	0.000496	0.999504	
YP_498617.1	OTHER	0.000356	0.999644	
YP_498618.1	OTHER	0.001542	0.998458	
YP_498619.1	OTHER	0.010748	0.989252	
YP_498620.1	OTHER	0.001349	0.998651	
YP_498621.1	OTHER	0.001507	0.998493	
YP_498622.1	OTHER	0.001281	0.998719	
YP_498623.1	OTHER	0.000923	0.999077	
YP_498624.1	OTHER	0.000348	0.999652	
YP_498625.1	OTHER	0.002585	0.997415	
YP_498626.1	OTHER	0.000370	0.999630	
YP_498627.1	OTHER	0.013200	0.986800	
YP_498628.1	OTHER	0.012144	0.987856	
YP_498629.1	OTHER	0.108951	0.891049	
YP_498630.1	OTHER	0.005983	0.994017	
YP_498631.1	SP(Sec/SPI)	0.978745	0.021255	CS pos: 27-28. SNA-AE. Pr: 0.8618
YP_498632.1	OTHER	0.004144	0.995856	
YP_498633.1	OTHER	0.001297	0.998703	
YP_498634.1	OTHER	0.049875	0.950125	
YP_498635.1	OTHER	0.005509	0.994491	
YP_498636.1	OTHER	0.000200	0.999800	
YP_498637.1	OTHER	0.000520	0.999480	
YP_498638.1	OTHER	0.010543	0.989457	
YP_498639.1	OTHER	0.051795	0.948205	
YP_498640.1	OTHER	0.000252	0.999748	
