# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251013225223
# ID	Prediction	noTP	SP	mTP	CS Position
WP_000002071.1	noTP	0.999621	0.000333	0.000046	
WP_000002683.1	noTP	0.999822	0.000162	0.000017	
WP_000002973.1	noTP	0.999730	0.000066	0.000205	
WP_000003566.1	noTP	0.999971	0.000007	0.000022	
WP_000003759.1	noTP	0.999977	0.000009	0.000014	
WP_000003870.1	noTP	0.999890	0.000056	0.000053	
WP_000004085.1	noTP	0.999960	0.000005	0.000034	
WP_000004335.1	noTP	0.999340	0.000552	0.000108	
WP_000004981.1	noTP	0.999839	0.000104	0.000058	
WP_000005212.1	noTP	0.999900	0.000045	0.000056	
WP_000005886.1	noTP	0.990803	0.001349	0.007849	
WP_000006110.1	noTP	0.998815	0.000194	0.000991	
WP_000006551.1	noTP	0.999964	0.000014	0.000023	
WP_000007678.1	noTP	0.999781	0.000002	0.000217	
WP_000007967.1	noTP	0.999926	0.000013	0.000061	
WP_000008673.1	noTP	0.998810	0.000157	0.001034	
WP_000009069.1	noTP	0.999890	0.000016	0.000095	
WP_000009238.1	noTP	0.972786	0.023153	0.004061	
WP_000011542.1	noTP	0.959784	0.004178	0.036038	
WP_000011687.1	noTP	0.955522	0.031416	0.013062	
WP_000011688.1	noTP	0.998011	0.000128	0.001861	
WP_000011826.1	SP	0.447837	0.547150	0.005013	CS pos: 27-28. SNS-KI. Pr: 0.4280
WP_000017736.1	noTP	1.000000	0.000000	0.000000	
WP_000018608.1	noTP	0.999901	0.000060	0.000039	
WP_000019127.1	noTP	0.992566	0.006942	0.000493	
WP_000019691.1	noTP	0.999968	0.000013	0.000019	
WP_000019734.1	noTP	0.999973	0.000020	0.000006	
WP_000020304.1	noTP	0.999986	0.000006	0.000008	
WP_000020347.1	noTP	0.967786	0.024699	0.007516	
WP_000020814.1	noTP	0.999723	0.000047	0.000229	
WP_000020853.1	noTP	0.910470	0.073456	0.016074	
WP_000021445.1	noTP	0.999961	0.000005	0.000034	
WP_000021865.1	noTP	0.997520	0.001551	0.000929	
WP_000022323.1	noTP	0.995531	0.003871	0.000598	
WP_000023319.1	noTP	0.980416	0.008604	0.010980	
WP_000024139.1	noTP	0.999160	0.000800	0.000040	
WP_000024827.1	noTP	0.999948	0.000008	0.000044	
WP_000025274.1	noTP	0.999937	0.000038	0.000025	
WP_000025835.1	noTP	0.847488	0.142161	0.010352	
WP_000026189.1	noTP	0.984516	0.015232	0.000252	
WP_000026308.1	noTP	0.992509	0.006000	0.001491	
WP_000027919.1	noTP	0.999868	0.000081	0.000051	
WP_000028663.1	noTP	0.999923	0.000024	0.000053	
WP_000028669.1	noTP	0.999923	0.000024	0.000053	
WP_000029196.1	noTP	0.977912	0.010159	0.011929	
WP_000029430.1	noTP	0.873331	0.124366	0.002303	
WP_000029536.1	noTP	0.999899	0.000079	0.000022	
WP_000030072.1	noTP	0.999923	0.000041	0.000035	
WP_000030811.1	noTP	0.999833	0.000083	0.000085	
WP_000031108.1	noTP	0.981576	0.000054	0.018369	
WP_000031262.1	noTP	0.998724	0.000427	0.000849	
WP_000031401.1	noTP	0.999798	0.000020	0.000183	
WP_000031490.1	noTP	0.999959	0.000021	0.000020	
WP_000031892.1	noTP	0.999161	0.000109	0.000730	
WP_000032657.1	noTP	0.999979	0.000009	0.000012	
WP_000032740.1	noTP	0.999950	0.000043	0.000007	
WP_000032836.1	noTP	0.589233	0.410397	0.000369	
WP_000032848.1	noTP	0.997799	0.000537	0.001664	
WP_000033477.1	noTP	0.999875	0.000106	0.000019	
WP_000034497.1	noTP	0.985182	0.013084	0.001734	
WP_000034716.1	noTP	0.999661	0.000271	0.000067	
WP_000034728.1	noTP	0.999786	0.000131	0.000083	
WP_000034846.1	SP	0.003795	0.996079	0.000126	CS pos: 27-28. VNC-SE. Pr: 0.9000
WP_000034961.1	SP	0.013275	0.986600	0.000125	CS pos: 21-22. TAC-GP. Pr: 0.4819
WP_000035058.1	noTP	0.999894	0.000047	0.000060	
WP_000035320.1	noTP	0.999971	0.000020	0.000009	
WP_000035746.1	noTP	0.999976	0.000018	0.000006	
WP_000036002.1	noTP	0.998778	0.000637	0.000585	
WP_000036076.1	noTP	0.999903	0.000027	0.000070	
WP_000036086.1	noTP	0.544547	0.429239	0.026214	
WP_000036330.1	noTP	0.940180	0.058841	0.000979	
WP_000036633.1	noTP	0.999973	0.000022	0.000004	
WP_000037075.1	noTP	0.999996	0.000003	0.000001	
WP_000037322.1	noTP	0.999745	0.000024	0.000231	
