# SignalP-5.0	Organism: euk	Timestamp: 20250922134021
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_24|J0IQC3|Outer|CP078986.1|tpos:422403-423058	OTHER	0.001450	0.998550	
antigen_30|Q9ZHT1|Vacuolating|CP078986.1|tpos:283000-283096	SP(Sec/SPI)	0.800592	0.199408	CS pos: 33-34. SHA-AF. Pr: 0.4711
antigen_13|P56130|Putative|CP078986.1|tpos:91195-91612	OTHER	0.001209	0.998791	
antigen_14|A0A1Q9J9W6|Outer|CP078986.1|tpos:202521-202827	SP(Sec/SPI)	0.972020	0.027980	CS pos: 17-18. LHA-ER. Pr: 0.5843
antigen_16|A0A060PRJ6|Outer|CP078986.1|tpos:422365-422754	SP(Sec/SPI)	0.997596	0.002404	CS pos: 19-20. SRA-ED. Pr: 0.9726
antigen_17|A0A238GT21|Outer|CP078986.1|tpos:422403-422758	OTHER	0.001450	0.998550	
antigen_3|O25522|Conserved|CP078986.1|tpos:272800-273026	OTHER	0.002780	0.997220	
antigen_6|O25571|Outer|CP078986.1|tpos:231979-232161	OTHER	0.000791	0.999209	
antigen_28|Q7X2K0|SabA|CP078986.1|tpos:231524-231624	SP(Sec/SPI)	0.988609	0.011391	CS pos: 20-21. LHA-ED. Pr: 0.8281
antigen_29|Q75X90|Cag|CP078986.1|tpos:476214-476484	OTHER	0.000504	0.999496	
