# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251019231208
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_0|Q9ZKM7|2,3-bisphosphoglycerate-independent|WP_245052797.1|tpos:1-491	noTP	0.999504	0.000421	0.000075	
antigen_139|O25679|Flagellar|WP_017280346.1|tpos:94-291	noTP	0.975602	0.000574	0.023825	
antigen_140|P71408|ATP-dependent|WP_000805279.1|tpos:1-632	noTP	0.824258	0.170297	0.005445	
antigen_79|B5Z7I8|UPF0102|WP_245051794.1|tpos:1-114	noTP	0.993837	0.000618	0.005545	
antigen_80|Q9ZJJ9|NADPH-dependent|WP_245052455.1|tpos:1-148	noTP	0.999168	0.000382	0.000450	
antigen_142|Q9ZJX2|Protein-export|WP_245052569.1|tpos:1-199	SP	0.409835	0.577313	0.012852	CS pos: 27-28. SSS-IG. Pr: 0.8280
antigen_146|B6JM61|Glutamyl-tRNA(Gln)|WP_245051801.1|tpos:1-453	noTP	0.997194	0.002674	0.000132	
antigen_163|Q9ZL09|GTPase|WP_245051804.1|tpos:1-461	noTP	0.988231	0.000651	0.011118	
antigen_179|O25474|Outer-membrane|WP_245051757.1|tpos:1-184	SP	0.000507	0.999420	0.000072	CS pos: 19-20. AYA-KN. Pr: 0.9559
antigen_188|Q9ZMQ0|Apolipoprotein|WP_245052065.1|tpos:1-424	noTP	0.942443	0.057409	0.000148	
antigen_120|B2UTK9|Adenylate|WP_245053013.1|tpos:1-189	noTP	0.981043	0.018475	0.000482	
antigen_121|B2UV81|Large|WP_245052517.1|tpos:1-215	noTP	0.999928	0.000007	0.000065	
antigen_122|P56141|Tryptophan|WP_245052543.1|tpos:1-262	noTP	0.999642	0.000208	0.000150	
antigen_123|Q9ZMG1|Uncharacterized|WP_001150506.1|tpos:1-132	noTP	0.999930	0.000046	0.000024	
antigen_45|P66460|Small|WP_000440196.1|tpos:1-85	noTP	0.997292	0.000005	0.002703	
