# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251019231010
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_145|B6JNX2|Thymidylate|WRE83996.1|tpos:1-191	noTP	0.999897	0.000042	0.000061	
antigen_146|B6JM61|Glutamyl-tRNA(Gln)|WRE84599.1|tpos:1-453	noTP	0.997175	0.002697	0.000129	
antigen_127|Q9ZLC8|RNA|WRE84700.1|tpos:1-414	noTP	0.978633	0.000279	0.021088	
antigen_128|O25703|Ribosomal|WRE84485.1|tpos:1-178	noTP	0.998692	0.000385	0.000923	
antigen_129|B2USN5|Ribosome-binding|WRE84500.1|tpos:1-111	noTP	0.999362	0.000242	0.000395	
antigen_102|O25688|Ribosome-binding|WRE84500.1|tpos:1-111	noTP	0.999362	0.000242	0.000395	
antigen_103|B2UV70|Large|WRE83900.1|tpos:1-181	noTP	0.996653	0.000111	0.003236	
antigen_104|O26043|L-seryl-tRNA(Sec)|WRE84035.1|tpos:7-390	noTP	0.998761	0.000952	0.000287	
antigen_169|Q1CU98|Small|WRE84506.1|tpos:1-90	noTP	0.995499	0.000017	0.004483	
antigen_39|O25963|UDP-N-acetylenolpyruvoylglucosamine|WRE83942.1|tpos:1-259	noTP	0.984788	0.000333	0.014880	
antigen_40|B6JKG9|Proline--tRNA|WRE84354.1|tpos:1-577	noTP	0.986523	0.000272	0.013205	
antigen_116|Q9ZKQ7|D-amino|WRE83608.1|tpos:1-410	noTP	0.872727	0.122810	0.004462	
antigen_117|B5Z8J7|Large|WRE83801.1|tpos:1-164	noTP	0.999657	0.000016	0.000328	
antigen_105|B6JMI1|Glycerol-3-phosphate|WRE83625.1|tpos:1-312	noTP	0.987682	0.008406	0.003912	
antigen_106|B6JM59|ATP|WRE84601.1|tpos:1-226	noTP	0.996322	0.002629	0.001049	
antigen_107|Q9ZK83|Putative|WRE83740.1|tpos:1-189	noTP	0.996727	0.000187	0.003086	
antigen_108|Q1CUK9|Aliphatic|WRE84405.1|tpos:1-339	noTP	0.999725	0.000168	0.000107	
antigen_50|B6JLG3|Dihydroorotase|WRE83503.1|tpos:1-339	noTP	0.999210	0.000224	0.000566	
antigen_51|B6JLE8|Diaminopimelate|WRE83517.1|tpos:1-272	noTP	0.999685	0.000114	0.000201	
antigen_114|B2UUR0|Small|WRE83758.1|tpos:1-76	noTP	0.913616	0.000182	0.086201	
antigen_115|P56128|Arginine--tRNA|WRE84426.1|tpos:1-541	noTP	0.999775	0.000149	0.000076	
antigen_199|B2USD7|Glutamate-1-semialdehyde|WRE84417.1|tpos:1-430	noTP	0.998068	0.000611	0.001322	
antigen_150|P64382|Uncharacterized|WRE83666.1|tpos:1-104	noTP	0.999350	0.000153	0.000497	
antigen_151|P56191|D-alanine--D-alanine|WRE84820.1|tpos:1-347	noTP	0.998253	0.001652	0.000094	
antigen_152|Q1CTD7|Ribosomal|WRE84684.1|tpos:1-439	noTP	0.976846	0.022869	0.000285	
antigen_120|B2UTK9|Adenylate|WRE83469.1|tpos:1-191	noTP	0.981732	0.017857	0.000411	
antigen_121|B2UV81|Large|WRE83911.1|tpos:1-215	noTP	0.999928	0.000005	0.000067	
antigen_122|P56141|Tryptophan|WRE83873.1|tpos:1-262	noTP	0.999617	0.000199	0.000184	
antigen_0|Q9ZKM7|2,3-bisphosphoglycerate-independent|WRE83632.1|tpos:1-491	noTP	0.999559	0.000369	0.000072	
antigen_134|O24926|Epoxyqueuosine|WRE84234.1|tpos:1-368	noTP	0.999295	0.000585	0.000120	
antigen_135|Q9ZLJ7|7-cyano-7-deazaguanine|WRE84762.1|tpos:1-223	noTP	0.999768	0.000172	0.000060	
antigen_188|Q9ZMQ0|Apolipoprotein|WRE84304.1|tpos:1-425	noTP	0.989816	0.010078	0.000106	
antigen_189|B2UV21|Orotate|WRE83854.1|tpos:1-201	noTP	0.997683	0.001719	0.000598	
antigen_100|B5Z6E8|Ribosome|WRE84501.1|tpos:1-146	noTP	0.999929	0.000057	0.000014	
antigen_101|P56456|Isoleucine--tRNA|WRE83946.1|tpos:1-920	noTP	0.994090	0.000032	0.005878	
antigen_41|B6JLM6|7-cyano-7-deazaguanine|WRE84762.1|tpos:1-228	noTP	0.999768	0.000172	0.000060	
antigen_42|B5ZAB8|Elongation|WRE84454.1|tpos:1-596	noTP	0.997768	0.000985	0.001248	
antigen_158|P55977|Transcription|WRE84036.1|tpos:1-395	noTP	0.999983	0.000009	0.000008	
antigen_141|Q9ZJS6|Large|WRE83897.1|tpos:1-178	noTP	0.997434	0.000091	0.002475	
antigen_142|Q9ZJX2|Protein-export|WRE83852.1|tpos:1-199	SP	0.385402	0.606433	0.008165	CS pos: 27-28. SSS-IG. Pr: 0.8331
antigen_143|Q9ZKM3|Cell|WRE83636.1|tpos:6-497	noTP	0.999974	0.000013	0.000013	
antigen_173|P56120|Ribonuclease|WRE84743.1|tpos:1-143	noTP	0.999608	0.000051	0.000341	
antigen_174|Q1CV04|Protein|WRE84278.1|tpos:1-347	noTP	0.999877	0.000080	0.000044	
antigen_31|Q9ZK20|Transcription|WRE83804.1|tpos:1-175	noTP	0.999910	0.000015	0.000075	
antigen_32|B2USG1|Ketol-acid|WRE84437.1|tpos:1-330	noTP	0.999888	0.000085	0.000027	
antigen_33|Q9ZJ65|Protein|WRE84074.1|tpos:1-323	noTP	0.973770	0.018657	0.007573	
antigen_48|O25610|Uncharacterized|WRE83620.1|tpos:1-241	noTP	0.999823	0.000011	0.000166	
antigen_49|Q9ZK27|Histidine--tRNA|WRE83793.1|tpos:1-442	noTP	0.997558	0.001119	0.001322	
antigen_177|Q9ZME5|Diaminopimelate|WRE84401.1|tpos:1-405	noTP	0.999891	0.000015	0.000094	
antigen_178|O25157|Uncharacterized|WRE83674.1|tpos:1-616	noTP	0.999734	0.000010	0.000256	
antigen_43|B6JPT1|Lysine--tRNA|WRE84306.1|tpos:1-501	noTP	0.945554	0.000037	0.054409	
antigen_44|B6JKX5|Translation|WRE84499.1|tpos:1-953	noTP	0.999944	0.000007	0.000048	
antigen_59|B5Z8N3|Formamidase|WRE83835.1|tpos:1-334	noTP	0.838912	0.157906	0.003182	
antigen_138|B2UVE0|3-hydroxyacyl-[acyl-carrier-protein]|WRE84168.1|tpos:1-159	noTP	0.998525	0.000577	0.000899	
antigen_167|Q09068|Acid-activated|WRE84206.1|tpos:1-195	SP	0.313509	0.686051	0.000441	CS pos: 19-20. GIC-GL. Pr: 0.4793
antigen_168|Q9ZMH1|Chaperone|WRE84376.1|tpos:1-856	noTP	0.999844	0.000039	0.000118	
antigen_196|O25889|Uncharacterized|WRE83924.1|tpos:1-228	noTP	0.999800	0.000142	0.000058	
antigen_197|Q9ZJF1|Branched-chain-amino-acid|WRE83990.1|tpos:1-340	noTP	0.999808	0.000082	0.000109	
antigen_198|O26106|UPF0174|WRE84117.1|tpos:38-237	noTP	0.999970	0.000017	0.000014	
