# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250922143226
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_75|O25766|tRNA|NZ_CP094172.1|tpos:108422-108650	noTP	0.664248	0.334882	0.000870	
antigen_124|Q9ZJS2|Large|NZ_CP094172.1|tpos:58366-58487	noTP	0.740465	0.000339	0.259197	
antigen_133|B6JL99|GTPase|NZ_CP094172.1|tpos:194188-194488	noTP	0.935669	0.032511	0.031820	
antigen_145|B6JNX2|Thymidylate|NZ_CP094172.1|tpos:18797-18987	noTP	0.999910	0.000035	0.000055	
antigen_59|B5Z8N3|Formamidase|NZ_CP094172.1|tpos:287461-287718	noTP	0.999769	0.000138	0.000093	
antigen_167|Q09068|Acid-activated|NZ_CP094172.1|tpos:452008-452202	SP	0.292161	0.707377	0.000462	CS pos: 19-20. GIC-GL. Pr: 0.4800
antigen_43|B6JPT1|Lysine--tRNA|NZ_CP094172.1|tpos:242516-243051	noTP	0.999930	0.000053	0.000017	
antigen_11|Q1CSR0|Glycerol-3-phosphate|NZ_CP094172.1|tpos:157116-157427	noTP	0.988631	0.007789	0.003580	
antigen_162|O25291|Putative|NZ_CP094172.1|tpos:222977-223324	noTP	0.999789	0.000204	0.000006	
antigen_112|Q9ZJJ4|UDP-N-acetylenolpyruvoylglucosamine|NZ_CP094172.1|tpos:36832-37090	noTP	0.979490	0.001594	0.018916	
antigen_109|O25531|D-glycero-beta-D-manno-heptose-1,7-bisphosphate|NZ_CP094172.1|tpos:62441-62550	noTP	0.997416	0.000041	0.002543	
antigen_110|B2UV74|Large|NZ_CP094172.1|tpos:58218-58283	noTP	0.992978	0.000726	0.006296	
antigen_111|B2UW06|6,7-dimethyl-8-ribityllumazine|NZ_CP094172.1|tpos:477979-478134	noTP	0.994048	0.000794	0.005157	
antigen_24|Q1CUZ6|Probable|NZ_CP094172.1|tpos:422499-422738	noTP	0.998662	0.000044	0.001293	
antigen_72|Q9ZJ57|Transcription-repair-coupling|NZ_CP094172.1|tpos:1862-2230	noTP	0.999180	0.000296	0.000524	
antigen_107|Q9ZK83|Putative|NZ_CP094172.1|tpos:114250-114438	noTP	0.996010	0.000172	0.003818	
antigen_108|Q1CUK9|Aliphatic|NZ_CP094172.1|tpos:287459-287716	noTP	0.999826	0.000082	0.000092	
