# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250612135936
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_74|A0A0H2XIH9|Fibrinogen-binding|CP002114.3|tpos:346693-346857	SP	0.010604	0.950240	0.039156	CS pos: 24-25. TIA-ST. Pr: 0.4437
antigen_83|Q2G1S6|Staphylococcal|CP002114.3|tpos:133080-133307	SP	0.016288	0.973736	0.009975	CS pos: 25-26. TES-QT. Pr: 0.4478
antigen_84|A0A0H3KAV8|Staphylococcal|CP002114.3|tpos:133080-133310	SP	0.016288	0.973736	0.009975	CS pos: 25-26. TES-QT. Pr: 0.4478
antigen_85|A0A2S1FUJ3|Superantigen-like|CP002114.3|tpos:133080-133307	SP	0.016288	0.973736	0.009975	CS pos: 25-26. TES-QT. Pr: 0.4478
antigen_81|A0A0H3KAV3|Staphylococcal|CP002114.3|tpos:133080-133307	SP	0.016288	0.973736	0.009975	CS pos: 25-26. TES-QT. Pr: 0.4478
antigen_82|A0A0H3KEE1|Staphylococcal|CP002114.3|tpos:131960-132240	SP	0.023470	0.964629	0.011902	CS pos: 28-29. ANA-EK. Pr: 0.2659
antigen_92|O54462|Superantigen-like|CP002114.3|tpos:132128-132239	noTP	0.999836	0.000053	0.000111	
antigen_72|A0AAX2YX78|Extracellular|CP002114.3|tpos:289195-289338	SP	0.000794	0.997942	0.001264	CS pos: 21-22. TGA-TV. Pr: 0.5904
antigen_73|G0Z025|Enterotoxin-like|CP002114.3|tpos:122446-122648	noTP	0.785822	0.146787	0.067391	
antigen_10|Q2FVV4|CPBP|CP002114.3|tpos:786417-786515	noTP	0.993677	0.003569	0.002754	
antigen_13|Q2FWC4|Peptidase|CP002114.3|tpos:431027-431311	noTP	0.999832	0.000142	0.000026	
antigen_16|Q2FWP0|Uncharacterized|CP002114.3|tpos:773395-773701	SP	0.027920	0.970634	0.001446	CS pos: 17-18. ANA-EG. Pr: 0.5563
antigen_55|Q2G1X0|Alpha-hemolysin|CP002114.3|tpos:773449-773694	noTP	0.999504	0.000292	0.000205	
antigen_30|Q2FYV4|Homoserine|CP002114.3|tpos:406865-407290	SP	0.432743	0.562586	0.004671	CS pos: 16-17. VGS-GV. Pr: 0.4815
antigen_47|Q2G168|Putative|CP002114.3|tpos:103212-103560	noTP	0.700798	0.295056	0.004145	
antigen_33|Q2FZB1|Staphylococcal/Streptococcal|CP002114.3|tpos:132131-132219	noTP	0.999288	0.000118	0.000594	
antigen_63|Q2G2Q0|DNA|CP002114.3|tpos:416333-417081	noTP	0.999682	0.000129	0.000189	
antigen_44|Q2G0V8|Phosphatidic|CP002114.3|tpos:141770-141993	noTP	0.999463	0.000490	0.000048	
antigen_42|Q2G0B3|ABC|CP002114.3|tpos:223304-223724	noTP	0.999605	0.000092	0.000302	
antigen_7|Q2FVK2|Gamma-hemolysin|CP002114.3|tpos:772603-772906	SP	0.047007	0.936897	0.016096	CS pos: 22-23. ANP-FI. Pr: 0.4634
antigen_9|Q2FVL8|Assimilatory|CP002114.3|tpos:327887-328062	noTP	0.678801	0.000220	0.320979	
antigen_24|Q2FXB0|Leucotoxin|CP002114.3|tpos:772608-772906	SP	0.083791	0.842418	0.073791	CS pos: 17-18. ANP-FI. Pr: 0.4542
antigen_26|Q2FXN2|Amino|CP002114.3|tpos:192420-192768	noTP	0.999967	0.000020	0.000013	
antigen_43|Q2G0N9|Large|CP002114.3|tpos:174959-175124	noTP	0.999941	0.000031	0.000028	
antigen_65|Q2G2Y0|Staphylococcal|CP002114.3|tpos:133080-133308	SP	0.016288	0.973736	0.009975	CS pos: 25-26. TES-QT. Pr: 0.4478
antigen_52|Q2G1N0|Staphyloferrin|CP002114.3|tpos:226243-226475	noTP	0.942580	0.057096	0.000324	
antigen_64|Q2G2W1|Quinolone|CP002114.3|tpos:226234-226411	noTP	0.998050	0.001883	0.000068	
antigen_6|Q2FVI5|Bcr/CflA|CP002114.3|tpos:776406-776808	noTP	0.990897	0.008859	0.000244	
antigen_14|Q2FWD6|Putative|CP002114.3|tpos:45983-46265	noTP	0.999310	0.000206	0.000485	
antigen_19|Q2FWW3|Aminotransferase|CP002114.3|tpos:631087-631514	noTP	0.993563	0.001077	0.005360	
antigen_8|Q2FVK3|Gamma-hemolysin|CP002114.3|tpos:772603-772911	SP	0.047007	0.936897	0.016096	CS pos: 22-23. ANP-FI. Pr: 0.4634
antigen_86|A0A2S1FUJ1|Superantigen-like|CP002114.3|tpos:131960-132239	SP	0.023470	0.964629	0.011902	CS pos: 28-29. ANA-EK. Pr: 0.2659
antigen_87|A0A0H3K7M3|Superantigen-like|CP002114.3|tpos:132111-132218	noTP	0.998871	0.000130	0.000999	
antigen_41|Q2G0A2|Quinolone|CP002114.3|tpos:226237-226624	noTP	0.992636	0.007234	0.000130	
antigen_40|Q2G091|ABC|CP002114.3|tpos:103562-103762	noTP	0.999881	0.000040	0.000079	
antigen_34|Q2FZF0|Iron-regulated|CP002114.3|tpos:338108-338210	noTP	0.999749	0.000029	0.000223	
antigen_5|Q2FVH8|Membrane|CP002114.3|tpos:192455-192835	noTP	0.998505	0.001465	0.000029	
antigen_36|Q2G010|Thermonuclease|CP002114.3|tpos:261680-261907	noTP	0.903440	0.089014	0.007546	
antigen_20|Q2FWW7|ABC|CP002114.3|tpos:805102-805329	noTP	0.994291	0.001443	0.004266	
antigen_29|Q2FYP2|ABC|CP002114.3|tpos:223536-223739	noTP	0.999143	0.000170	0.000687	
