# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250612135939
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_2|Q2FUY2|Clumping|CP000253.1|tpos:97046-97114	noTP	0.557883	0.429714	0.012403	
antigen_20|Q2FWW7|ABC|CP000253.1|tpos:106345-106577	noTP	0.999972	0.000015	0.000013	
antigen_36|Q2G010|Thermonuclease|CP000253.1|tpos:388353-388500	noTP	0.999879	0.000053	0.000068	
antigen_93|E2FYX5|von|CP000253.1|tpos:65376-65672	SP	0.045806	0.952179	0.002014	CS pos: 26-27. ADA-IV. Pr: 0.5758
antigen_73|G0Z025|Enterotoxin-like|CP000253.1|tpos:120385-120460	noTP	0.999535	0.000105	0.000361	
antigen_7|Q2FVK2|Gamma-hemolysin|CP000253.1|tpos:771540-771851	SP	0.000469	0.999431	0.000100	CS pos: 23-24. ANA-EG. Pr: 0.6759
antigen_42|Q2G0B3|ABC|CP000253.1|tpos:43817-43997	noTP	0.997671	0.000892	0.001438	
antigen_40|Q2G091|ABC|CP000253.1|tpos:225985-226200	noTP	0.999793	0.000146	0.000061	
antigen_49|Q2G1F5|Solute-binding|CP000253.1|tpos:56998-57587	SP	0.000727	0.999207	0.000066	CS pos: 19-20. GCG-VP. Pr: 0.3337
antigen_71|Q2FWC7|Type|CP000253.1|tpos:678990-679256	noTP	0.999736	0.000234	0.000030	
antigen_64|Q2G2W1|Quinolone|CP000253.1|tpos:32001-32364	noTP	0.999994	0.000003	0.000004	
antigen_65|Q2G2Y0|Staphylococcal|CP000253.1|tpos:122723-122953	SP	0.024264	0.964609	0.011127	CS pos: 22-23. VFT-AE. Pr: 0.4998
antigen_66|A0A1S6DAJ0|5'-nucleotidase|CP000253.1|tpos:255091-255446	noTP	0.999752	0.000120	0.000128	
antigen_74|A0A0H2XIH9|Fibrinogen-binding|CP000253.1|tpos:65811-65880	noTP	0.741304	0.254833	0.003863	
antigen_52|Q2G1N0|Staphyloferrin|CP000253.1|tpos:206115-206472	noTP	0.997791	0.001787	0.000422	
antigen_83|Q2G1S6|Staphylococcal|CP000253.1|tpos:121415-121648	SP	0.050280	0.638514	0.311206	CS pos: 23-24. ITS-LH. Pr: 0.2889
antigen_84|A0A0H3KAV8|Staphylococcal|CP000253.1|tpos:121095-121300	noTP	0.999891	0.000014	0.000095	
antigen_33|Q2FZB1|Staphylococcal/Streptococcal|CP000253.1|tpos:119939-120117	noTP	0.999836	0.000123	0.000041	
antigen_41|Q2G0A2|Quinolone|CP000253.1|tpos:206115-206500	noTP	0.997791	0.001787	0.000422	
antigen_9|Q2FVL8|Assimilatory|CP000253.1|tpos:236472-236661	noTP	0.999887	0.000049	0.000063	
antigen_44|Q2G0V8|Phosphatidic|CP000253.1|tpos:129467-129690	noTP	0.999504	0.000448	0.000048	
antigen_92|O54462|Superantigen-like|CP000253.1|tpos:120025-120117	noTP	0.998656	0.000361	0.000983	
antigen_31|Q2FZ49|Chromosome|CP000253.1|tpos:355378-356565	noTP	0.999456	0.000233	0.000311	
antigen_29|Q2FYP2|ABC|CP000253.1|tpos:804725-804922	noTP	0.996409	0.000381	0.003210	
antigen_85|A0A2S1FUJ3|Superantigen-like|CP000253.1|tpos:122723-122954	SP	0.024264	0.964609	0.011127	CS pos: 22-23. VFT-AE. Pr: 0.4998
antigen_86|A0A2S1FUJ1|Superantigen-like|CP000253.1|tpos:124289-124513	SP	0.066415	0.869760	0.063825	CS pos: 25-26. TTA-QP. Pr: 0.5331
antigen_10|Q2FVV4|CPBP|CP000253.1|tpos:559565-559670	noTP	0.999883	0.000017	0.000100	
antigen_25|Q2FXJ6|Serine|CP000253.1|tpos:287826-288185	SP	0.192082	0.807664	0.000254	CS pos: 16-17. LNA-IF. Pr: 0.3571
antigen_81|A0A0H3KAV3|Staphylococcal|CP000253.1|tpos:119913-120138	SP	0.071416	0.771290	0.157293	CS pos: 22-23. VIT-SN. Pr: 0.3382
antigen_87|A0A0H3K7M3|Superantigen-like|CP000253.1|tpos:119941-120116	noTP	0.999960	0.000008	0.000033	
antigen_46|Q2G155|Lipase|CP000253.1|tpos:97048-97737	noTP	0.854925	0.144359	0.000716	
antigen_55|Q2G1X0|Alpha-hemolysin|CP000253.1|tpos:771600-771845	noTP	0.999593	0.000237	0.000171	
antigen_13|Q2FWC4|Peptidase|CP000253.1|tpos:19001-19372	noTP	0.999397	0.000213	0.000391	
antigen_82|A0A0H3KEE1|Staphylococcal|CP000253.1|tpos:120993-121300	SP	0.027682	0.936325	0.035993	CS pos: 27-28. TQA-AN. Pr: 0.5048
antigen_16|Q2FWP0|Uncharacterized|CP000253.1|tpos:771546-771852	SP	0.006067	0.993274	0.000659	CS pos: 17-18. ANA-EG. Pr: 0.5724
antigen_24|Q2FXB0|Leucotoxin|CP000253.1|tpos:771570-771851	noTP	0.999215	0.000361	0.000424	
antigen_5|Q2FVH8|Membrane|CP000253.1|tpos:176671-176961	noTP	0.998505	0.001465	0.000029	
antigen_8|Q2FVK3|Gamma-hemolysin|CP000253.1|tpos:771542-771851	SP	0.000542	0.999400	0.000058	CS pos: 21-22. ANA-EG. Pr: 0.6437
antigen_26|Q2FXN2|Amino|CP000253.1|tpos:526591-527043	noTP	0.999967	0.000002	0.000031	
