# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250612135939
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_43|Q2G0N9|Large|BA000018.3|tpos:178842-179007	noTP	0.999941	0.000031	0.000028	
antigen_85|A0A2S1FUJ3|Superantigen-like|BA000018.3|tpos:637407-637596	noTP	0.999849	0.000045	0.000107	
antigen_9|Q2FVL8|Assimilatory|BA000018.3|tpos:332120-332295	noTP	0.678801	0.000220	0.320979	
antigen_19|Q2FWW3|Aminotransferase|BA000018.3|tpos:618899-619326	noTP	0.994143	0.000820	0.005037	
antigen_0|P14738|Fibronectin-binding|BA000018.3|tpos:187320-187846	SP	0.363922	0.628844	0.007233	CS pos: 31-32. AKA-AE. Pr: 0.5541
antigen_2|Q2FUY2|Clumping|BA000018.3|tpos:189488-189749	noTP	0.999973	0.000027	0.000000	
antigen_5|Q2FVH8|Membrane|BA000018.3|tpos:831524-831685	noTP	0.737112	0.262137	0.000751	
antigen_57|Q2G2B2|Surface|BA000018.3|tpos:189871-190037	noTP	0.998074	0.001567	0.000359	
antigen_25|Q2FXJ6|Serine|BA000018.3|tpos:308669-309028	SP	0.192082	0.807664	0.000254	CS pos: 16-17. LNA-IF. Pr: 0.3571
antigen_92|O54462|Superantigen-like|BA000018.3|tpos:637363-637596	SP	0.011021	0.987759	0.001220	CS pos: 22-23. IAT-DF. Pr: 0.3980
antigen_13|Q2FWC4|Peptidase|BA000018.3|tpos:34655-35026	noTP	0.999734	0.000121	0.000145	
antigen_26|Q2FXN2|Amino|BA000018.3|tpos:831487-831936	noTP	0.999321	0.000254	0.000425	
antigen_20|Q2FWW7|ABC|BA000018.3|tpos:406944-407202	noTP	0.997741	0.000300	0.001960	
antigen_37|Q2G015|Clumping|BA000018.3|tpos:189488-189749	noTP	0.999973	0.000027	0.000000	
antigen_16|Q2FWP0|Uncharacterized|BA000018.3|tpos:767969-768275	SP	0.006067	0.993274	0.000659	CS pos: 17-18. ANA-EG. Pr: 0.5724
antigen_10|Q2FVV4|CPBP|BA000018.3|tpos:641647-641747	noTP	0.981780	0.016631	0.001589	
antigen_42|Q2G0B3|ABC|BA000018.3|tpos:226778-227319	noTP	0.997654	0.002114	0.000232	
antigen_81|A0A0H3KAV3|Staphylococcal|BA000018.3|tpos:637485-637575	noTP	0.988170	0.001602	0.010228	
antigen_86|A0A2S1FUJ1|Superantigen-like|BA000018.3|tpos:637520-637595	noTP	0.869137	0.025408	0.105455	
antigen_24|Q2FXB0|Leucotoxin|BA000018.3|tpos:767181-767479	SP	0.089000	0.843233	0.067768	CS pos: 17-18. ANP-FI. Pr: 0.4542
antigen_7|Q2FVK2|Gamma-hemolysin|BA000018.3|tpos:767176-767479	SP	0.048618	0.936095	0.015287	CS pos: 22-23. ANP-FI. Pr: 0.4634
antigen_33|Q2FZB1|Staphylococcal/Streptococcal|BA000018.3|tpos:637365-637575	SP	0.003552	0.996007	0.000441	CS pos: 20-21. IAT-DF. Pr: 0.4128
antigen_29|Q2FYP2|ABC|BA000018.3|tpos:431190-431722	noTP	0.998630	0.001033	0.000337	
antigen_69|Q2UXD0|Clumping|BA000018.3|tpos:190104-190457	noTP	0.985812	0.000685	0.013503	
antigen_70|A0AAE2ZXQ7|Collagen|BA000018.3|tpos:190137-190786	noTP	0.999962	0.000020	0.000019	
antigen_38|Q2G034|DUF4887|BA000018.3|tpos:256836-257044	noTP	0.999969	0.000023	0.000008	
