# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250612135937
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_78|Q6GBS5|Serine-aspartate|BX571857.1|tpos:184474-185838	noTP	0.968934	0.001819	0.029247	
antigen_69|Q2UXD0|Clumping|BX571857.1|tpos:186193-186546	noTP	0.997879	0.000117	0.002004	
antigen_87|A0A0H3K7M3|Superantigen-like|BX571857.1|tpos:134616-134837	SP	0.308475	0.682857	0.008667	CS pos: 21-22. VNA-KG. Pr: 0.7161
antigen_84|A0A0H3KAV8|Staphylococcal|BX571857.1|tpos:133950-134181	SP	0.006188	0.988645	0.005167	CS pos: 25-26. TES-QT. Pr: 0.4677
antigen_74|A0A0H2XIH9|Fibrinogen-binding|BX571857.1|tpos:359956-360120	SP	0.018826	0.887860	0.093314	CS pos: 24-25. TIA-ST. Pr: 0.4353
antigen_20|Q2FWW7|ABC|BX571857.1|tpos:416221-416479	noTP	0.997741	0.000300	0.001960	
antigen_83|Q2G1S6|Staphylococcal|BX571857.1|tpos:134607-134838	SP	0.036737	0.958544	0.004719	CS pos: 19-20. TTS-VM. Pr: 0.1870
antigen_21|Q2FX09|Response|BX571857.1|tpos:417054-417239	noTP	0.999623	0.000279	0.000098	
antigen_72|A0AAX2YX78|Extracellular|BX571857.1|tpos:704357-704508	SP	0.000210	0.999682	0.000108	CS pos: 21-22. VGA-AL. Pr: 0.6038
antigen_92|O54462|Superantigen-like|BX571857.1|tpos:134723-134837	noTP	0.999408	0.000082	0.000510	
antigen_73|G0Z025|Enterotoxin-like|BX571857.1|tpos:134764-134846	noTP	0.999502	0.000024	0.000474	
antigen_65|Q2G2Y0|Staphylococcal|BX571857.1|tpos:134607-134840	SP	0.036737	0.958544	0.004719	CS pos: 19-20. TTS-VM. Pr: 0.1870
antigen_66|A0A1S6DAJ0|5'-nucleotidase|BX571857.1|tpos:9706-10477	SP	0.016283	0.983603	0.000114	CS pos: 27-28. SNA-AE. Pr: 0.8533
antigen_42|Q2G0B3|ABC|BX571857.1|tpos:212253-212737	noTP	0.940777	0.056855	0.002369	
antigen_85|A0A2S1FUJ3|Superantigen-like|BX571857.1|tpos:134607-134840	SP	0.036737	0.958544	0.004719	CS pos: 19-20. TTS-VM. Pr: 0.1870
antigen_86|A0A2S1FUJ1|Superantigen-like|BX571857.1|tpos:133950-134178	SP	0.006188	0.988645	0.005167	CS pos: 25-26. TES-QT. Pr: 0.4677
antigen_55|Q2G1X0|Alpha-hemolysin|BX571857.1|tpos:764972-765265	noTP	0.873763	0.119666	0.006571	
antigen_8|Q2FVK3|Gamma-hemolysin|BX571857.1|tpos:764965-765273	SP	0.048618	0.936095	0.015287	CS pos: 22-23. ANP-FI. Pr: 0.4634
antigen_2|Q2FUY2|Clumping|BX571857.1|tpos:183419-184362	noTP	0.867935	0.123757	0.008308	
antigen_10|Q2FVV4|CPBP|BX571857.1|tpos:780044-780142	noTP	0.993901	0.003180	0.002919	
antigen_80|A0A6M8B1R6|Staphylococcal|BX571857.1|tpos:638941-639104	noTP	0.997810	0.001550	0.000640	
antigen_81|A0A0H3KAV3|Staphylococcal|BX571857.1|tpos:133950-134178	SP	0.006188	0.988645	0.005167	CS pos: 25-26. TES-QT. Pr: 0.4677
antigen_82|A0A0H3KEE1|Staphylococcal|BX571857.1|tpos:133971-134178	noTP	0.999969	0.000005	0.000025	
antigen_71|Q2FWC7|Type|BX571857.1|tpos:676742-677008	noTP	0.999736	0.000234	0.000030	
antigen_57|Q2G2B2|Surface|BX571857.1|tpos:185960-186126	noTP	0.998236	0.001398	0.000366	
antigen_17|Q2FWS0|Phi|BX571857.1|tpos:306577-306658	noTP	0.982035	0.015092	0.002873	
antigen_9|Q2FVL8|Assimilatory|BX571857.1|tpos:341346-341521	noTP	0.678801	0.000220	0.320979	
antigen_33|Q2FZB1|Staphylococcal/Streptococcal|BX571857.1|tpos:134650-134816	noTP	0.998611	0.000012	0.001377	
antigen_40|Q2G091|ABC|BX571857.1|tpos:440370-440871	noTP	0.999731	0.000241	0.000029	
