# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251006194906
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_74|A0A6A9GWB2|Fibrinogen-binding|WP_000791575.1|tpos:1-165	SP	0.011515	0.952276	0.036209	CS pos: 24-25. TIA-ST. Pr: 0.4443
antigen_79|Q2FJ77|Serine-aspartate|WP_000610336.1|tpos:1-1137	noTP	0.998554	0.000819	0.000628	
antigen_46|Q2G155|Lipase|WP_000943842.1|tpos:1-691	noTP	0.760197	0.238755	0.001048	
antigen_0|P14738|Fibronectin-binding|WP_000794580.1|tpos:1-965	noTP	0.797002	0.199363	0.003635	
antigen_6|Q2FVI5|Bcr/CflA|WP_001191919.1|tpos:1-403	noTP	0.990469	0.009278	0.000253	
antigen_7|Q2FVK2|Gamma-hemolysin|WP_000916697.1|tpos:1-315	SP	0.035530	0.940047	0.024423	CS pos: 22-23. ANP-LL. Pr: 0.3439
antigen_12|Q2FWC1|Pyrimidine-nucleoside|WP_001242308.1|tpos:1-433	noTP	0.999924	0.000056	0.000021	
antigen_14|Q2FWD6|Putative|WP_001206107.1|tpos:1-475	noTP	0.999980	0.000011	0.000009	
antigen_16|Q2FWP0|Uncharacterized|WP_000595617.1|tpos:1-339	SP	0.041332	0.932365	0.026303	CS pos: 29-30. SYA-EI. Pr: 0.3358
antigen_93|E2FYX5|von|WP_000824491.1|tpos:61-177	noTP	0.999450	0.000034	0.000516	
antigen_47|Q2G168|Putative|WP_000477920.1|tpos:1-349	noTP	0.720335	0.275959	0.003706	
antigen_48|Q2G1E2|Membrane|WP_001008722.1|tpos:1-459	noTP	0.999848	0.000020	0.000132	
antigen_38|Q2G034|DUF4887|WP_000070826.1|tpos:1-209	noTP	0.999968	0.000023	0.000009	
antigen_39|Q2G080|EamA|WP_001068491.1|tpos:45-288	noTP	0.998921	0.000345	0.000733	
antigen_31|Q2FZ49|Chromosome|WP_000262717.1|tpos:1-1188	noTP	0.999456	0.000233	0.000311	
antigen_24|Q2FXB0|Leucotoxin|WP_000594517.1|tpos:6-304	SP	0.089000	0.843233	0.067768	CS pos: 17-18. ANP-FI. Pr: 0.4542
antigen_25|Q2FXJ6|Serine|WP_001279341.1|tpos:1-424	noTP	0.997199	0.001755	0.001045	
antigen_26|Q2FXN2|Amino|WP_000818534.1|tpos:1-452	noTP	0.999963	0.000003	0.000034	
antigen_86|A0A2S1FUJ1|Superantigen-like|WP_000769147.1|tpos:1-232	SP	0.054163	0.895433	0.050403	CS pos: 25-26. TTA-QP. Pr: 0.5670
antigen_63|Q2G2Q0|DNA|WP_000819069.1|tpos:1-882	noTP	0.999413	0.000283	0.000303	
