# SignalP-5.0	Organism: euk	Timestamp: 20250926175247
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_169|Q5F551|Phosphopantetheine|CP068761.1|tpos:673746-673916	OTHER	0.001802	0.998198	
antigen_126|Q5F553|Probable|CP068761.1|tpos:673337-673424	OTHER	0.001775	0.998225	
antigen_173|B4RL22|Arginine--tRNA|CP068761.1|tpos:304631-305202	OTHER	0.005605	0.994395	
antigen_189|Q50962|Dephospho-CoA|CP068761.1|tpos:531995-532204	OTHER	0.004820	0.995180	
antigen_154|B4RK11|Ubiquinone/menaquinone|CP068761.1|tpos:104353-104597	OTHER	0.000669	0.999331	
antigen_46|Q04876|Opacity|CP068761.1|tpos:493786-494033	OTHER	0.002103	0.997897	
antigen_197|B4RPR2|UDP-N-acetylglucosamine|CP068761.1|tpos:619682-620098	OTHER	0.002074	0.997926	
antigen_2|Q50950|Lacto-N-neotetraose|CP068761.1|tpos:697577-697856	OTHER	0.004408	0.995592	
antigen_192|B4RR10|Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine|CP068761.1|tpos:581506-581763	OTHER	0.002612	0.997388	
antigen_174|Q5F8K2|Lipoprotein-releasing|CP068761.1|tpos:691472-691665	OTHER	0.001015	0.998985	
antigen_182|B4RN50|Serine--tRNA|CP068761.1|tpos:415440-415870	OTHER	0.000496	0.999504	
antigen_167|Q9XB01|Serine|CP068761.1|tpos:276252-276667	OTHER	0.003815	0.996185	
antigen_86|Q5F8I2|UPF0250|CP068761.1|tpos:254540-254630	OTHER	0.001810	0.998190	
antigen_88|O05131|Penicillin-binding|CP068761.1|tpos:34874-35671	OTHER	0.054054	0.945946	
antigen_138|Q5F7K9|Ribonuclease|CP068761.1|tpos:522884-523028	OTHER	0.001195	0.998805	
antigen_114|B4RNT1|Leucine--tRNA|CP068761.1|tpos:23557-24368	OTHER	0.001165	0.998835	
antigen_66|Q51008|Ferric|CP068761.1|tpos:167678-167827	OTHER	0.000912	0.999088	
antigen_85|P49979|Adenylate|CP068761.1|tpos:127736-127950	OTHER	0.022209	0.977791	
antigen_91|Q5F5D9|GTPase|CP068761.1|tpos:21049-21165	OTHER	0.013416	0.986584	
antigen_107|B4RQ36|S-adenosylmethionine|CP068761.1|tpos:38089-38477	OTHER	0.000887	0.999113	
antigen_20|Q04877|Opacity|CP068761.1|tpos:493777-494033	OTHER	0.012319	0.987681	
antigen_55|Q04879|Opacity|CP068761.1|tpos:493786-494033	OTHER	0.002103	0.997897	
antigen_164|Q5F6H4|Adhesin|CP068761.1|tpos:502908-503220	SP(Sec/SPI)	0.983298	0.016702	CS pos: 19-20. TLT-GI. Pr: 0.2302
antigen_41|Q04885|Opacity|CP068761.1|tpos:493786-494033	OTHER	0.002103	0.997897	
antigen_54|P09888|Outer|CP068761.1|tpos:493772-494033	OTHER	0.006845	0.993155	
antigen_165|B4RK03|Nucleotide-binding|CP068761.1|tpos:101949-102232	OTHER	0.018594	0.981406	
antigen_47|Q50986|Bifunctional|CP068761.1|tpos:581508-581655	OTHER	0.002283	0.997717	
antigen_67|Q04882|Opacity|CP068761.1|tpos:493776-494033	OTHER	0.014045	0.985955	
antigen_108|B4RR07|D-amino|CP068761.1|tpos:582401-582819	SP(Sec/SPI)	0.593888	0.406112	CS pos: 15-16. VSS-VW. Pr: 0.2307
antigen_5|Q5FA15|Argininosuccinate|CP068761.1|tpos:323779-323983	OTHER	0.001435	0.998565	
antigen_18|Q5F6I7|Quinolinate|CP068761.1|tpos:618441-618558	OTHER	0.018466	0.981534	
antigen_75|B4RJY6|Large|CP068761.1|tpos:97693-97811	OTHER	0.000769	0.999231	
antigen_106|Q5F849|4-hydroxy-tetrahydrodipicolinate|CP068761.1|tpos:299879-300169	OTHER	0.002046	0.997954	
antigen_140|B4RQL3|Protein|CP068761.1|tpos:650301-650374	OTHER	0.000233	0.999767	
antigen_73|Q5F4X8|ATP-dependent|CP068761.1|tpos:691466-691667	OTHER	0.000778	0.999222	
antigen_112|Q59603|Type|CP068761.1|tpos:642249-642555	OTHER	0.004544	0.995456	
antigen_170|B4RLL1|UPF0250|CP068761.1|tpos:254540-254630	OTHER	0.001810	0.998190	
antigen_22|B4RLE8|Glutamate|CP068761.1|tpos:271320-271613	OTHER	0.001154	0.998846	
antigen_61|Q5F9U4|Threonine--tRNA|CP068761.1|tpos:178536-178693	OTHER	0.001683	0.998317	
antigen_175|B4RKF0|4-diphosphocytidyl-2-C-methyl-D-erythritol|CP068761.1|tpos:141270-141550	OTHER	0.001356	0.998644	
antigen_25|Q5F9U0|Phenylalanine--tRNA|CP068761.1|tpos:97888-98216	OTHER	0.001748	0.998252	
antigen_39|B4RLE6|Gamma-glutamyl|CP068761.1|tpos:271693-272112	OTHER	0.000510	0.999490	
antigen_145|Q5F7C4|Alanine--tRNA|CP068761.1|tpos:386223-387096	OTHER	0.001101	0.998899	
antigen_8|Q5F9U2|Large|CP068761.1|tpos:97625-97689	OTHER	0.000592	0.999408	
antigen_134|B4RJG2|Glycine--tRNA|CP068761.1|tpos:695283-695580	OTHER	0.012843	0.987157	
antigen_3|B4RJ05|Histidinol-phosphate|CP068761.1|tpos:147170-147339	OTHER	0.005353	0.994647	
antigen_117|P21152|Protein|CP068761.1|tpos:239859-240206	OTHER	0.001855	0.998145	
antigen_95|Q04878|Opacity|CP068761.1|tpos:493786-494033	OTHER	0.002103	0.997897	
antigen_21|B4RLV5|Multifunctional|CP068761.1|tpos:134128-134412	OTHER	0.001096	0.998904	
