# SignalP-5.0	Organism: euk	Timestamp: 20251020025835
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_30|Q5F9K6|GTP|XCC06171.1|tpos:46-302	OTHER	0.000644	0.999356	
antigen_31|Q5F6L9|UDP-N-acetylmuramate--L-alanine|XCC05257.1|tpos:1-469	OTHER	0.008663	0.991337	
antigen_47|Q50986|Bifunctional|XCC06882.1|tpos:1-456	OTHER	0.001426	0.998574	
antigen_48|Q5F7G0|Glutamine--tRNA|XCC06826.1|tpos:1-562	OTHER	0.000681	0.999319	
antigen_105|Q5F7H5|Anthranilate|XCC05007.1|tpos:1-342	OTHER	0.000790	0.999210	
antigen_0|Q5F4W9|7-methyl-GTP|XCC06891.1|tpos:1-196	OTHER	0.004106	0.995894	
antigen_74|P72079|Cell|XCC05253.1|tpos:1-392	OTHER	0.001976	0.998024	
antigen_44|B4RJN3|Imidazole|XCC06017.1|tpos:1-255	OTHER	0.000467	0.999533	
antigen_45|Q5F746|Phosphoglucosamine|XCC06833.1|tpos:1-444	OTHER	0.001907	0.998093	
antigen_46|Q04876|Opacity|XCC05277.1|tpos:1-233	OTHER	0.002971	0.997029	
antigen_159|B4RMM2|tRNA-cytidine(32)|XCC06304.1|tpos:1-319	OTHER	0.000565	0.999435	
antigen_160|Q5F775|Guanylate|XCC05092.1|tpos:1-205	OTHER	0.002175	0.997825	
antigen_26|B4RR25|Ribosomal|XCC05508.1|tpos:1-207	OTHER	0.001418	0.998582	
antigen_27|Q5F5U1|Small|XCC05545.1|tpos:1-130	OTHER	0.000395	0.999605	
antigen_28|B4RP71|Bifunctional|XCC05206.1|tpos:1-526	OTHER	0.005442	0.994558	
antigen_54|P09888|Outer|XCC05277.1|tpos:1-233	OTHER	0.002971	0.997029	
antigen_55|Q04879|Opacity|XCC06617.1|tpos:34-271	OTHER	0.002777	0.997223	
antigen_56|B4RL58|Large|XCC06604.1|tpos:1-41	OTHER	0.002824	0.997176	
antigen_195|B4RNL5|D-aminoacyl-tRNA|XCC05388.1|tpos:1-163	OTHER	0.003649	0.996351	
antigen_127|Q5F5F3|Small|XCC05676.1|tpos:1-242	OTHER	0.000737	0.999263	
antigen_119|Q5F882|Toxin|XCC06798.1|tpos:1-139	OTHER	0.000969	0.999031	
antigen_120|O07813|Small|XCC06333.1|tpos:1-122	OTHER	0.001532	0.998468	
antigen_77|B4RQY6|Small|XCC05550.1|tpos:1-87	OTHER	0.000513	0.999487	
antigen_109|Q5F629|NADH-quinone|XCC05462.1|tpos:1-481	SP(Sec/SPI)	0.829749	0.170251	CS pos: 31-32. LWA-SD. Pr: 0.7524
antigen_110|B4RQY7|Large|XCC05549.1|tpos:1-122	OTHER	0.001050	0.998950	
antigen_111|B4RJH7|GMP|XCC05834.1|tpos:1-521	OTHER	0.000789	0.999211	
antigen_78|B4RQ67|Beta-hexosaminidase|XCC05954.1|tpos:1-361	OTHER	0.000679	0.999321	
antigen_79|Q5FAH8|Oligoribonuclease|XCC05876.1|tpos:12-187	OTHER	0.000491	0.999509	
