feature,PC1_loading,PC2_loading,angle_rad,distance_from_origin
FEL_mean_beta,-0.026880201,-0.03265781,4.023729,0.04229749
FUBAR_mean_alpha,0.027262092,-0.13524953,4.911293,0.13796976
FUBAR_mean_beta,0.06086863,-0.15678132,5.082716,0.16818255
ProtLearn_length,0.12574683,-0.00065479334,6.2779784,0.12574853
allergenicity_blast_score,0.029912304,0.14874342,1.3723435,0.1517213
allergenicity_hybrid_score,0.092692606,0.14125335,0.99006414,0.16895097
bcell_avg_peptide_length,0.09847276,0.085071184,0.712512,0.13013066
bcell_num_peptides,0.22461648,0.04638369,0.2036395,0.22935565
cluster_percent_identity/num_strain,-0.03949129,0.026313147,2.553842,0.047454648
deeplocpro_prob_cell_wall_surface,0.11899995,-0.00018209219,6.2816553,0.11900009
deeplocpro_prob_cytoplasmic,-0.16067496,-0.22991307,4.1024346,0.28049326
deeplocpro_prob_cytoplasmic_membrane,0.034965836,0.042250875,0.8794651,0.054842923
deeplocpro_prob_extracellular,0.07281323,0.06336477,0.71612597,0.09652388
deeplocpro_prob_outer_membrane,0.09171226,0.18980688,1.1206889,0.21080273
deeplocpro_prob_periplasmic,0.07877068,0.17587085,1.1496987,0.19270542
deeptmhmm_proportion_outside,0.19510183,0.2481602,0.904531,0.31567106
discotope_max_calibrated_score,0.10861173,0.09487897,0.71801424,0.14421695
discotope_mean_calibrated_score,0.04263869,0.14978969,1.2934747,0.1557402
discotope_median_discotope_score,-0.106454074,0.223029,2.016128,0.24713236
discotope_min_discotope_score,-0.11907581,0.22076127,2.065455,0.25082782
discotope_num_epitope_peptides,0.15574944,0.013850011,0.08869171,0.15636404
mhci_num_peptides,0.3053948,-0.2079717,5.6853304,0.3694837
mhci_num_strong_binders,0.3026475,-0.20815018,5.6807184,0.3673173
mhci_num_weak_binders,0.30499452,-0.20677428,5.6874046,0.36847967
mhcii_num_peptides,0.31781518,-0.18795773,5.7491093,0.36923516
mhcii_num_strong_binders,0.30753803,-0.17032737,5.7773976,0.3515552
mhcii_num_weak_binders,0.31619415,-0.19023839,5.7415533,0.36901134
signalp_prob_other,-0.21054395,-0.29646963,4.09487,0.3636248
signalp_prob_signalp,0.21149898,0.2965036,0.95119333,0.36420625
targetp_prob_SP,0.20657979,0.30152962,0.97013617,0.36550695
targetp_prob_noTP,-0.20017649,-0.29999983,4.123979,0.36065292
