feature,subfeature,ks_statistic,ks_pvalue,t_statistic,t_pvalue,auroc
FEL,mean_alpha,0.07810888016605355,0.033649280736988335,-0.6159039519094623,0.5380694236316397,0.5337347664358084
FEL,mean_beta,0.17135370640580366,6.489655423926519e-09,-1.525925740086415,0.1272734029859532,0.5811658685957377
FEL,mean_lrt,0.12357837193530488,7.593677738104484e-05,-2.3814505127110475,0.01741847100466478,0.4485706652417847
FUBAR,mean_alpha,0.16536182493629303,2.3876658614028116e-08,4.982572177056561,7.285664551324102e-07,0.5597934768147534
FUBAR,mean_beta,0.1547020355530994,2.305937383827911e-07,4.402327234793114,1.188478222791381e-05,0.5989284946731755
FUBAR,mean_prob_neg,0.0691105584722606,0.08062522652574246,2.5938201936469327,0.009612350755879927,0.5269626354732738
FUBAR,mean_prob_pos,0.04378741825550336,0.5337228402443925,-0.0744730190698884,0.9406482793306385,0.49367330856692554
ProtLearn,Amino acid composition,0.005166138831676006,1.0,-0.24378280025451718,0.8074268979064501,0.49765427177227056
ProtLearn,Average flexibility indices,0.0,1.0,,,0.5
ProtLearn,Average volume of buried residue,0.09417978871835758,9.304513920716701e-05,-4.212573068433192,2.6628811602723666e-05,0.4513989472829417
ProtLearn,Composition,0.0,1.0,,,0.5
ProtLearn,Hydropathy index,0.0073660664850619005,0.9999999999999991,-1.4064859913248025,0.15976992497140236,0.49587107538074243
ProtLearn,Hydrophobicity,0.009006415225271115,0.9999999998743184,-2.336861296793969,0.01962832674883718,0.49549679238736444
ProtLearn,Hydrophobicity index,0.015681497722558117,0.9987749614402176,1.2294246455033557,0.21908505882766985,0.5078407488612791
ProtLearn,Polarity,0.015370702574210646,0.9991132706426562,0.05574226148486572,0.9555542595800812,0.49969068131316485
ProtLearn,Relative mutability,0.08555799171705092,0.0005292264052350103,4.119518747380678,3.990374709123757e-05,0.5514624351279723
ProtLearn,Volume,0.09473050886246023,8.279684234170065e-05,-4.562975528353517,5.4223877256781255e-06,0.44684184882510575
ProtLearn,length,0.1845525214271477,4.5521860430204323e-17,5.718154805639433,1.2414655890440712e-08,0.6179803482972708
ProtLearn,pK (-COOH),0.004469987228607918,1.0,2.6508398937271576,0.008110166205660626,0.502234993614304
SLAC,mean_dN/dS,0.05897312840201978,0.19439120020751985,-0.9053357852331705,0.3654945418977137,0.4923868591281806
SLAC,mean_n,0.08118085721669148,0.024674274283904868,-0.7411134881451298,0.45879023343244274,0.49042614720106326
SLAC,mean_s,0.06644475345483185,0.10208865639731858,0.7107016492968334,0.47742283107218997,0.47736772372830605
allergenicity,blast_score,0.23513016159433875,6.095773146772611e-206,30.063851407224618,2.6365625984264344e-191,0.617828132423821
allergenicity,hybrid_score,0.24166183660518936,1.1283276899642327e-217,34.148812172707444,1.4781968068520828e-243,0.6424060663426379
allergenicity,merci_score,0.061766042138273414,1.868813504752099e-14,9.478928500475718,3.071231339575167e-21,0.5308830210691367
bcell,avg_peptide_length,0.21153207396086374,6.515780087730624e-120,15.007910954913594,2.2924818787320073e-50,0.6322987718102806
bcell,num_peptides,0.2466753670389348,2.343481238887952e-163,28.50073951443921,1.2809413344793393e-168,0.655922040558107
cluster,num_clusters,0.0460622142894772,0.06405420664672115,5.815943905694191,7.327303786134462e-09,0.5230923355006892
cluster,percent_identity/num_strain,0.3203591907607818,1.0336327723675573e-77,-7.9611796652152185,2.24450875691742e-15,0.6104667120113875
deeplocpro,prob_cell_wall_surface,0.2605741936516516,2.0733082416699527e-251,14.323359649728516,7.944628505159771e-46,0.6577032112855422
deeplocpro,prob_cytoplasmic,0.4354434215653744,0.0,-64.98511758308636,0.0,0.24249251334807936
deeplocpro,prob_cytoplasmic_membrane,0.2669525584254858,4.693558961825059e-264,20.125856008608803,1.6453420870878997e-88,0.6435832593055901
deeplocpro,prob_extracellular,0.2565690003207356,1.231738387336299e-243,31.41552346771377,1.0927571799818478e-203,0.6520912042318218
deeplocpro,prob_outer_membrane,0.24468393077774991,2.552660527144598e-221,29.373876562379515,2.8816388544431556e-181,0.6608446450084984
deeplocpro,prob_periplasmic,0.1836655757963036,3.7894094779403414e-124,14.485389312344623,4.57978371657056e-47,0.5965160302127588
deeptmhmm,proportion_outside,0.4268390915663853,0.0,54.57461879358346,0.0,0.7257519995016687
discotope,max_calibrated_score,0.17484360106493704,7.389092501868851e-15,9.146261972778937,1.9930734834732078e-19,0.6120613825712814
discotope,max_discotope_score,0.10660874519299245,8.668682769032258e-06,-4.5622116749220405,5.451879681068806e-06,0.4409139144575692
discotope,max_rsa,0.10844937714329539,5.642516343407838e-06,4.066948068721371,5.000872438170369e-05,0.5584103263208804
discotope,mean_calibrated_score,0.16094573422589376,1.194229684201891e-12,7.8570061407110385,7.826590622687785e-15,0.5984745919228186
discotope,mean_discotope_score,0.14979238109846285,5.1900186475457174e-11,-7.378167502617829,2.512163849681025e-13,0.40644080317915954
discotope,mean_rsa,0.06800477687815674,0.012949023122857194,4.4137363095593445,1.0923035198628273e-05,0.5432885018414145
discotope,median_calibrated_score,0.1117800444819388,2.5461343663836373e-06,6.096505994441181,1.4059323232825959e-09,0.5725594018572226
discotope,median_discotope_score,0.15706725975918398,4.573471648745005e-12,-7.500424153442257,1.0252371172590815e-13,0.40446517590086883
discotope,median_rsa,0.08047834518422754,0.0017382618074117942,4.350684800777313,1.453374040790105e-05,0.5437251823806446
discotope,min_calibrated_score,0.12359076616304931,1.2463380839496984e-07,-2.9254525597929724,0.0034960648985634256,0.42992490346855816
discotope,min_discotope_score,0.15933518126937868,2.0941116962802048e-12,-7.866131727779518,6.446945229709561e-15,0.3978543177375252
discotope,min_rsa,0.0872218509307243,0.0005100931036383825,-1.3839763039723818,0.16657837245606866,0.45304901621665616
