label,feature,subfeature,value
positive,cluster_conservation,percent_identity/num_strain,0.007905138339920948
positive,cluster_conservation,bit_score_normalized,1.978494623655914
positive,cluster_conservation,e_value_average,-293.5088827364258
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,2.0714285714285716
positive,cluster_conservation,e_value_average,-351.8032649899084
positive,cluster_conservation,percent_identity/num_strain,0.00782608695652174
positive,cluster_conservation,bit_score_normalized,2.1019417475728153
positive,cluster_conservation,e_value_average,-175.33270923510858
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,2.1052631578947367
positive,cluster_conservation,e_value_average,-116.13110326993808
positive,cluster_conservation,percent_identity/num_strain,0.010308300395256917
positive,cluster_conservation,bit_score_normalized,0.9001022583979644
positive,cluster_conservation,e_value_average,-149.67599927465034
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,2.1341463414634148
positive,cluster_conservation,e_value_average,-144.53282101593507
positive,cluster_conservation,percent_identity/num_strain,0.007770750988142293
positive,cluster_conservation,bit_score_normalized,1.942090395480226
positive,cluster_conservation,e_value_average,-566.4443219104808
positive,cluster_conservation,percent_identity/num_strain,0.014351778656126484
positive,cluster_conservation,bit_score_normalized,1.4286488302775866
positive,cluster_conservation,e_value_average,-335.5389268641779
positive,cluster_conservation,percent_identity/num_strain,0.009557312252964427
positive,cluster_conservation,bit_score_normalized,1.4828697126997372
positive,cluster_conservation,e_value_average,-332.6656273163657
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,2.0952380952380953
positive,cluster_conservation,e_value_average,-93.91925098451897
positive,cluster_conservation,percent_identity/num_strain,0.005304347826086957
positive,cluster_conservation,bit_score_normalized,1.2933298156310138
positive,cluster_conservation,e_value_average,-168.76084481580872
positive,cluster_conservation,percent_identity/num_strain,0.011278795863776102
positive,cluster_conservation,bit_score_normalized,1.8745791245791246
positive,cluster_conservation,e_value_average,0.989
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,1.8884462151394423
positive,cluster_conservation,e_value_average,-374.24568537400506
positive,cluster_conservation,percent_identity/num_strain,0.007889328063241106
positive,cluster_conservation,bit_score_normalized,1.8925233644859814
positive,cluster_conservation,e_value_average,-489.5703128496143
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,1.9356223175965666
positive,cluster_conservation,e_value_average,-346.0082184442734
positive,cluster_conservation,percent_identity/num_strain,0.011857707509881422
positive,cluster_conservation,bit_score_normalized,1.9329608938547487
positive,cluster_conservation,e_value_average,-550.1789452267103
positive,cluster_conservation,percent_identity/num_strain,0.011857707509881422
positive,cluster_conservation,bit_score_normalized,1.8795180722891567
positive,cluster_conservation,e_value_average,-247.0456450555796
positive,cluster_conservation,percent_identity/num_strain,0.005138339920948616
positive,cluster_conservation,bit_score_normalized,1.189361076391442
positive,cluster_conservation,e_value_average,-172.85926779253566
positive,cluster_conservation,percent_identity/num_strain,0.011865581153646285
positive,cluster_conservation,bit_score_normalized,2.00597609561753
positive,cluster_conservation,e_value_average,0.996
positive,cluster_conservation,percent_identity/num_strain,0.005630890848282152
positive,cluster_conservation,bit_score_normalized,-92.44757328411072
positive,cluster_conservation,e_value_average,0.296
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,1.083969465648855
positive,cluster_conservation,e_value_average,-206.32722638092483
positive,cluster_conservation,percent_identity/num_strain,0.003952569169960474
positive,cluster_conservation,bit_score_normalized,1.9130434782608696
positive,cluster_conservation,e_value_average,-93.98925411238947
positive,cluster_conservation,percent_identity/num_strain,0.007885375494071147
positive,cluster_conservation,bit_score_normalized,1.9799107142857144
