label,feature,subfeature,value
human,mhci,score,0.98764
human,mhci,percentile,0.01
human,mhci,peptide_length,9
human,mhci,score,0.984496
human,mhci,percentile,0.01
human,mhci,peptide_length,9
human,mhci,score,0.972115
human,mhci,percentile,0.02
human,mhci,peptide_length,9
human,mhci,score,0.933648
human,mhci,percentile,0.02
human,mhci,peptide_length,10
human,mhci,score,0.922316
human,mhci,percentile,0.03
human,mhci,peptide_length,9
human,mhci,score,0.91927
human,mhci,percentile,0.03
human,mhci,peptide_length,9
human,mhci,score,0.906588
human,mhci,percentile,0.03
human,mhci,peptide_length,9
human,mhci,score,0.850218
human,mhci,percentile,0.06
human,mhci,peptide_length,9
human,mhci,score,0.800298
human,mhci,percentile,0.06
human,mhci,peptide_length,10
human,mhci,score,0.783457
human,mhci,percentile,0.07
human,mhci,peptide_length,9
human,mhci,score,0.809536
human,mhci,percentile,0.08
human,mhci,peptide_length,9
human,mhci,score,0.755711
human,mhci,percentile,0.08
human,mhci,peptide_length,10
human,mhci,score,0.780675
human,mhci,percentile,0.09
human,mhci,peptide_length,9
human,mhci,score,0.774129
human,mhci,percentile,0.09
human,mhci,peptide_length,9
human,mhci,score,0.700703
human,mhci,percentile,0.1
human,mhci,peptide_length,11
human,mhci,score,0.732311
human,mhci,percentile,0.11
human,mhci,peptide_length,10
human,mhci,score,0.708206
human,mhci,percentile,0.12
human,mhci,peptide_length,9
human,mhci,score,0.724063
human,mhci,percentile,0.12
human,mhci,peptide_length,10
human,mhci,score,0.682708
human,mhci,percentile,0.14
human,mhci,peptide_length,9
human,mhci,score,0.680242
human,mhci,percentile,0.14
human,mhci,peptide_length,9
human,mhci,score,0.600171
human,mhci,percentile,0.14
human,mhci,peptide_length,9
human,mhci,score,0.565226
human,mhci,percentile,0.16
human,mhci,peptide_length,9
human,mhci,score,0.496779
human,mhci,percentile,0.19
human,mhci,peptide_length,11
human,mhci,score,0.572284
human,mhci,percentile,0.21
human,mhci,peptide_length,8
human,mhci,score,0.577212
human,mhci,percentile,0.21
human,mhci,peptide_length,11
human,mhci,score,0.454321
human,mhci,percentile,0.22
human,mhci,peptide_length,10
human,mhci,score,0.560877
human,mhci,percentile,0.23
human,mhci,peptide_length,10
human,mhci,score,0.548431
human,mhci,percentile,0.23
human,mhci,peptide_length,11
human,mhci,score,0.449666
human,mhci,percentile,0.23
human,mhci,peptide_length,11
human,mhci,score,0.427133
human,mhci,percentile,0.25
human,mhci,peptide_length,11
human,mhci,score,0.407996
human,mhci,percentile,0.26
human,mhci,peptide_length,8
human,mhci,score,0.482125
human,mhci,percentile,0.27
human,mhci,peptide_length,11
human,mhci,score,0.422748
human,mhci,percentile,0.34
human,mhci,peptide_length,10
human,mhci,score,0.402363
human,mhci,percentile,0.36
human,mhci,peptide_length,9
human,mhci,score,0.374789
human,mhci,percentile,0.4
human,mhci,peptide_length,10
human,mhci,score,0.269266
human,mhci,percentile,0.42
human,mhci,peptide_length,9
human,mhci,score,0.263289
human,mhci,percentile,0.43
human,mhci,peptide_length,11
human,mhci,score,0.253823
human,mhci,percentile,0.44
human,mhci,peptide_length,10
human,mhci,score,0.250376
human,mhci,percentile,0.45
human,mhci,peptide_length,10
human,mhci,score,0.339973
human,mhci,percentile,0.47
human,mhci,peptide_length,8
human,mhci,score,0.98764
human,mhci,percentile,0.01
human,mhci,peptide_length,9
human,mhci,score,0.984496
human,mhci,percentile,0.01
human,mhci,peptide_length,9
human,mhci,score,0.972115
human,mhci,percentile,0.02
human,mhci,peptide_length,9
human,mhci,score,0.933648
human,mhci,percentile,0.02
human,mhci,peptide_length,10
human,mhci,score,0.922316
human,mhci,percentile,0.03
human,mhci,peptide_length,9
human,mhci,score,0.91927
human,mhci,percentile,0.03
human,mhci,peptide_length,9
human,mhci,score,0.906588
human,mhci,percentile,0.03
human,mhci,peptide_length,9
human,mhci,score,0.850218
human,mhci,percentile,0.06
human,mhci,peptide_length,9
human,mhci,score,0.800298
human,mhci,percentile,0.06
human,mhci,peptide_length,10
human,mhci,score,0.783457
human,mhci,percentile,0.07
human,mhci,peptide_length,9
human,mhci,score,0.809536
human,mhci,percentile,0.08
human,mhci,peptide_length,9
human,mhci,score,0.755711
human,mhci,percentile,0.08
human,mhci,peptide_length,10
human,mhci,score,0.780675
human,mhci,percentile,0.09
human,mhci,peptide_length,9
human,mhci,score,0.774129
human,mhci,percentile,0.09
human,mhci,peptide_length,9
human,mhci,score,0.700703
human,mhci,percentile,0.1
human,mhci,peptide_length,11
human,mhci,score,0.732311
human,mhci,percentile,0.11
human,mhci,peptide_length,10
human,mhci,score,0.708206
human,mhci,percentile,0.12
human,mhci,peptide_length,9
human,mhci,score,0.724063
human,mhci,percentile,0.12
human,mhci,peptide_length,10
human,mhci,score,0.682708
human,mhci,percentile,0.14
human,mhci,peptide_length,9
human,mhci,score,0.680242
human,mhci,percentile,0.14
human,mhci,peptide_length,9
human,mhci,score,0.600171
human,mhci,percentile,0.14
human,mhci,peptide_length,9
human,mhci,score,0.565226
human,mhci,percentile,0.16
human,mhci,peptide_length,9
human,mhci,score,0.496779
human,mhci,percentile,0.19
human,mhci,peptide_length,11
human,mhci,score,0.572284
human,mhci,percentile,0.21
human,mhci,peptide_length,8
human,mhci,score,0.577212
human,mhci,percentile,0.21
human,mhci,peptide_length,11
human,mhci,score,0.454321
human,mhci,percentile,0.22
human,mhci,peptide_length,10
human,mhci,score,0.560877
human,mhci,percentile,0.23
human,mhci,peptide_length,10
human,mhci,score,0.548431
human,mhci,percentile,0.23
human,mhci,peptide_length,11
human,mhci,score,0.449666
human,mhci,percentile,0.23
human,mhci,peptide_length,11
human,mhci,score,0.427133
human,mhci,percentile,0.25
human,mhci,peptide_length,11
human,mhci,score,0.407996
human,mhci,percentile,0.26
human,mhci,peptide_length,8
human,mhci,score,0.482125
human,mhci,percentile,0.27
human,mhci,peptide_length,11
human,mhci,score,0.422748
human,mhci,percentile,0.34
human,mhci,peptide_length,10
human,mhci,score,0.402363
human,mhci,percentile,0.36
human,mhci,peptide_length,9
human,mhci,score,0.374789
human,mhci,percentile,0.4
human,mhci,peptide_length,10
human,mhci,score,0.269266
human,mhci,percentile,0.42
human,mhci,peptide_length,9
human,mhci,score,0.263289
human,mhci,percentile,0.43
human,mhci,peptide_length,11
human,mhci,score,0.253823
human,mhci,percentile,0.44
human,mhci,peptide_length,10
human,mhci,score,0.250376
human,mhci,percentile,0.45
human,mhci,peptide_length,10
human,mhci,score,0.339973
human,mhci,percentile,0.47
human,mhci,peptide_length,8
human,mhci,score,0.679751
human,mhci,percentile,0.1
human,mhci,peptide_length,10
human,mhci,score,0.609354
human,mhci,percentile,0.19
human,mhci,peptide_length,9
human,mhci,score,0.981592
human,mhci,percentile,0.01
human,mhci,peptide_length,9
human,mhci,score,0.873649
human,mhci,percentile,0.05
human,mhci,peptide_length,11
human,mhci,score,0.757396
human,mhci,percentile,0.1
human,mhci,peptide_length,10
human,mhci,score,0.664251
human,mhci,percentile,0.15
human,mhci,peptide_length,9
human,mhci,score,0.475081
human,mhci,percentile,0.21
human,mhci,peptide_length,9
human,mhci,score,0.522963
human,mhci,percentile,0.25
human,mhci,peptide_length,9
human,mhci,score,0.496668
human,mhci,percentile,0.26
human,mhci,peptide_length,9
human,mhci,score,0.363836
human,mhci,percentile,0.29
human,mhci,peptide_length,9
human,mhci,score,0.376816
human,mhci,percentile,0.29
human,mhci,peptide_length,9
human,mhci,score,0.302514
human,mhci,percentile,0.37
human,mhci,peptide_length,10
human,mhci,score,0.353814
human,mhci,percentile,0.44
human,mhci,peptide_length,11
human,mhci,score,0.251666
human,mhci,percentile,0.45
human,mhci,peptide_length,11
human,mhci,score,0.23751
human,mhci,percentile,0.48
human,mhci,peptide_length,11
human,mhci,score,0.656047
human,mhci,percentile,0.16
human,mhci,peptide_length,9
human,mhci,score,0.531979
human,mhci,percentile,0.24
human,mhci,peptide_length,9
human,mhci,score,0.521865
human,mhci,percentile,0.25
human,mhci,peptide_length,9
human,mhci,score,0.354041
human,mhci,percentile,0.44
human,mhci,peptide_length,10
human,mhci,score,0.905867
human,mhci,percentile,0.03
human,mhci,peptide_length,9
human,mhci,score,0.623748
human,mhci,percentile,0.18
human,mhci,peptide_length,9
human,mhci,score,0.537861
human,mhci,percentile,0.18
human,mhci,peptide_length,10
human,mhci,score,0.460532
human,mhci,percentile,0.29
human,mhci,peptide_length,10
human,mhci,score,0.711638
human,mhci,percentile,0.09
human,mhci,peptide_length,11
human,mhci,score,0.628367
human,mhci,percentile,0.18
human,mhci,peptide_length,10
human,mhci,score,0.48127
human,mhci,percentile,0.2
human,mhci,peptide_length,10
human,mhci,score,0.557517
human,mhci,percentile,0.23
human,mhci,peptide_length,9
human,mhci,score,0.353273
human,mhci,percentile,0.31
human,mhci,peptide_length,9
human,mhci,score,0.281808
human,mhci,percentile,0.4
human,mhci,peptide_length,10
human,mhci,score,0.347685
human,mhci,percentile,0.45
human,mhci,peptide_length,10
human,mhci,score,0.984104
human,mhci,percentile,0.01
human,mhci,peptide_length,9
human,mhci,score,0.949778
human,mhci,percentile,0.02
human,mhci,peptide_length,9
human,mhci,score,0.8254
human,mhci,percentile,0.06
human,mhci,peptide_length,10
human,mhci,score,0.790248
human,mhci,percentile,0.09
human,mhci,peptide_length,9
human,mhci,score,0.727609
human,mhci,percentile,0.09
human,mhci,peptide_length,9
human,mhci,score,0.762054
human,mhci,percentile,0.1
human,mhci,peptide_length,10
human,mhci,score,0.679244
human,mhci,percentile,0.1
human,mhci,peptide_length,10
human,mhci,score,0.509904
human,mhci,percentile,0.19
human,mhci,peptide_length,9
human,mhci,score,0.500559
human,mhci,percentile,0.26
human,mhci,peptide_length,9
human,mhci,score,0.486007
human,mhci,percentile,0.27
human,mhci,peptide_length,11
human,mhci,score,0.42521
human,mhci,percentile,0.33
human,mhci,peptide_length,10
