label,feature,subfeature,value
human,deeptmhmm,proportion_outside,0.18584070796460178
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.23943661971830985
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,1.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,1.0
human,deeptmhmm,proportion_outside,0.052770448548812667
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.3
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.052770448548812667
human,deeptmhmm,proportion_outside,0.2955665024630542
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,1.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.3
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.052770448548812667
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,1.0
human,deeptmhmm,proportion_outside,0.2955665024630542
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.18584070796460178
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.0
human,deeptmhmm,proportion_outside,0.2955665024630542
