label,feature,subfeature,value
positive,signalp,prob_signalp,0.000424
positive,signalp,prob_other,0.999576
positive,signalp,prob_signalp,0.001171
positive,signalp,prob_other,0.998829
positive,signalp,prob_signalp,0.00239
positive,signalp,prob_other,0.99761
positive,signalp,prob_signalp,0.001303
positive,signalp,prob_other,0.998697
positive,signalp,prob_signalp,0.484768
positive,signalp,prob_other,0.515232
positive,signalp,prob_signalp,0.000937
positive,signalp,prob_other,0.999063
positive,signalp,prob_signalp,0.405966
positive,signalp,prob_other,0.594034
positive,signalp,prob_signalp,0.003282
positive,signalp,prob_other,0.996718
positive,signalp,prob_signalp,0.531572
positive,signalp,prob_other,0.468428
positive,signalp,prob_signalp,0.960039
positive,signalp,prob_other,0.039961
positive,signalp,prob_signalp,0.000553
positive,signalp,prob_other,0.999447
positive,signalp,prob_signalp,0.05512
positive,signalp,prob_other,0.94488
positive,signalp,prob_signalp,0.000359
positive,signalp,prob_other,0.999641
positive,signalp,prob_signalp,0.000937
positive,signalp,prob_other,0.999063
positive,signalp,prob_signalp,0.86565
positive,signalp,prob_other,0.13435
positive,signalp,prob_signalp,0.041303
positive,signalp,prob_other,0.958697
positive,signalp,prob_signalp,0.005142
positive,signalp,prob_other,0.994858
positive,signalp,prob_signalp,0.001259
positive,signalp,prob_other,0.998741
positive,signalp,prob_signalp,0.000913
positive,signalp,prob_other,0.999087
positive,signalp,prob_signalp,0.315239
positive,signalp,prob_other,0.684761
positive,signalp,prob_signalp,0.804704
positive,signalp,prob_other,0.195296
positive,signalp,prob_signalp,0.984225
positive,signalp,prob_other,0.015775
positive,signalp,prob_signalp,0.001276
positive,signalp,prob_other,0.998724
positive,signalp,prob_signalp,0.001297
positive,signalp,prob_other,0.998703
positive,signalp,prob_signalp,0.000656
positive,signalp,prob_other,0.999344
positive,signalp,prob_signalp,0.001087
positive,signalp,prob_other,0.998913
positive,signalp,prob_signalp,0.000738
positive,signalp,prob_other,0.999262
positive,signalp,prob_signalp,0.048857
positive,signalp,prob_other,0.951143
positive,signalp,prob_signalp,0.804704
positive,signalp,prob_other,0.195296
positive,signalp,prob_signalp,0.007766
positive,signalp,prob_other,0.992234
positive,signalp,prob_signalp,0.000747
positive,signalp,prob_other,0.999253
positive,signalp,prob_signalp,0.983615
positive,signalp,prob_other,0.016385
positive,signalp,prob_signalp,0.022195
positive,signalp,prob_other,0.977805
positive,signalp,prob_signalp,0.003805
positive,signalp,prob_other,0.996195
positive,signalp,prob_signalp,0.003573
