label,feature,subfeature,value
human,ifnepitope2,ml_score,0.52
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.52
human,ifnepitope2,ml_score,0.59
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.59
human,ifnepitope2,ml_score,0.57
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.57
human,ifnepitope2,ml_score,0.56
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.56
human,ifnepitope2,ml_score,0.44
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.44
human,ifnepitope2,ml_score,0.53
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.53
human,ifnepitope2,ml_score,0.65
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.65
human,ifnepitope2,ml_score,0.76
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.76
human,ifnepitope2,ml_score,0.75
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.75
human,ifnepitope2,ml_score,0.7
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.7
human,ifnepitope2,ml_score,0.66
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.66
human,ifnepitope2,ml_score,0.65
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.65
human,ifnepitope2,ml_score,0.7
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.7
human,ifnepitope2,ml_score,0.76
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.76
human,ifnepitope2,ml_score,0.78
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.78
human,ifnepitope2,ml_score,0.72
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.72
human,ifnepitope2,ml_score,0.61
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.61
human,ifnepitope2,ml_score,0.55
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.55
human,ifnepitope2,ml_score,0.57
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.57
human,ifnepitope2,ml_score,0.49
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.49
human,ifnepitope2,ml_score,0.51
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.51
human,ifnepitope2,ml_score,0.39
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.39
human,ifnepitope2,ml_score,0.31
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.31
human,ifnepitope2,ml_score,0.2
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.2
human,ifnepitope2,ml_score,0.18
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.18
human,ifnepitope2,ml_score,0.28
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.28
human,ifnepitope2,ml_score,0.51
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.51
human,ifnepitope2,ml_score,0.58
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.58
human,ifnepitope2,ml_score,0.57
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.57
human,ifnepitope2,ml_score,0.7
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.7
human,ifnepitope2,ml_score,0.76
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.76
human,ifnepitope2,ml_score,0.76
human,ifnepitope2,blast_score,0.0
human,ifnepitope2,total_score,0.76
