label,feature,subfeature,value
human,ProtLearn,length,588
human,ProtLearn,aaindex1_ARGP820101,0
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,146
human,ProtLearn,aaindex1_DAYM780101,5
human,ProtLearn,aaindex1_DAYM780201,74
human,ProtLearn,aaindex1_GRAR740101,0
human,ProtLearn,aaindex1_GRAR740102,8
human,ProtLearn,aaindex1_GRAR740103,80
human,ProtLearn,aaindex1_JOND750101,1
human,ProtLearn,aaindex1_JOND750102,2
human,ProtLearn,aaindex1_KYTJ820101,0
human,ProtLearn,length,858
human,ProtLearn,aaindex1_ARGP820101,0
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,149
human,ProtLearn,aaindex1_DAYM780101,5
human,ProtLearn,aaindex1_DAYM780201,76
human,ProtLearn,aaindex1_GRAR740101,0
human,ProtLearn,aaindex1_GRAR740102,8
human,ProtLearn,aaindex1_GRAR740103,83
human,ProtLearn,aaindex1_JOND750101,1
human,ProtLearn,aaindex1_JOND750102,2
human,ProtLearn,aaindex1_KYTJ820101,0
human,ProtLearn,length,466
human,ProtLearn,aaindex1_ARGP820101,1
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,145
human,ProtLearn,aaindex1_DAYM780101,5
human,ProtLearn,aaindex1_DAYM780201,73
human,ProtLearn,aaindex1_GRAR740101,0
human,ProtLearn,aaindex1_GRAR740102,7
human,ProtLearn,aaindex1_GRAR740103,80
human,ProtLearn,aaindex1_JOND750101,1
human,ProtLearn,aaindex1_JOND750102,2
human,ProtLearn,aaindex1_KYTJ820101,0
human,ProtLearn,length,66
human,ProtLearn,aaindex1_ARGP820101,0
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,154
human,ProtLearn,aaindex1_DAYM780101,5
human,ProtLearn,aaindex1_DAYM780201,71
human,ProtLearn,aaindex1_GRAR740101,0
human,ProtLearn,aaindex1_GRAR740102,8
human,ProtLearn,aaindex1_GRAR740103,88
human,ProtLearn,aaindex1_JOND750101,1
human,ProtLearn,aaindex1_JOND750102,2
human,ProtLearn,aaindex1_KYTJ820101,-1
human,ProtLearn,length,62
human,ProtLearn,aaindex1_ARGP820101,0
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,153
human,ProtLearn,aaindex1_DAYM780101,5
human,ProtLearn,aaindex1_DAYM780201,72
human,ProtLearn,aaindex1_GRAR740101,0
human,ProtLearn,aaindex1_GRAR740102,9
human,ProtLearn,aaindex1_GRAR740103,87
human,ProtLearn,aaindex1_JOND750101,1
human,ProtLearn,aaindex1_JOND750102,2
human,ProtLearn,aaindex1_KYTJ820101,-1
human,ProtLearn,length,455
human,ProtLearn,aaindex1_ARGP820101,1
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,144
human,ProtLearn,aaindex1_DAYM780101,5
human,ProtLearn,aaindex1_DAYM780201,73
human,ProtLearn,aaindex1_GRAR740101,0
human,ProtLearn,aaindex1_GRAR740102,7
human,ProtLearn,aaindex1_GRAR740103,79
human,ProtLearn,aaindex1_JOND750101,1
human,ProtLearn,aaindex1_JOND750102,2
human,ProtLearn,aaindex1_KYTJ820101,0
human,ProtLearn,length,369
human,ProtLearn,aaindex1_ARGP820101,0
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,154
human,ProtLearn,aaindex1_DAYM780101,5
human,ProtLearn,aaindex1_DAYM780201,70
human,ProtLearn,aaindex1_GRAR740101,0
human,ProtLearn,aaindex1_GRAR740102,8
human,ProtLearn,aaindex1_GRAR740103,88
human,ProtLearn,aaindex1_JOND750101,1
human,ProtLearn,aaindex1_JOND750102,2
human,ProtLearn,aaindex1_KYTJ820101,0
human,ProtLearn,length,373
human,ProtLearn,aaindex1_ARGP820101,0
human,ProtLearn,aaindex1_BHAR880101,0
human,ProtLearn,aaindex1_CHOC750101,149
human,ProtLearn,aaindex1_DAYM780101,5
