label,feature,subfeature,value
human,mhcii,score,0.084758
human,mhcii,percentile,0.63
human,mhcii,peptide_length,11
human,mhcii,score,0.083753
human,mhcii,percentile,0.64
human,mhcii,peptide_length,11
human,mhcii,score,0.026867
human,mhcii,percentile,1.6
human,mhcii,peptide_length,11
human,mhcii,score,0.339447
human,mhcii,percentile,0.16
human,mhcii,peptide_length,11
human,mhcii,score,0.327447
human,mhcii,percentile,0.17
human,mhcii,peptide_length,11
human,mhcii,score,0.048765
human,mhcii,percentile,0.97
human,mhcii,peptide_length,11
human,mhcii,score,0.037418
human,mhcii,percentile,1.3
human,mhcii,peptide_length,11
human,mhcii,score,0.108284
human,mhcii,percentile,0.52
human,mhcii,peptide_length,11
human,mhcii,score,0.119486
human,mhcii,percentile,0.48
human,mhcii,peptide_length,11
human,mhcii,score,0.037309
human,mhcii,percentile,1.3
human,mhcii,peptide_length,11
human,mhcii,score,0.029004
human,mhcii,percentile,1.5
human,mhcii,peptide_length,11
human,mhcii,score,0.230547
human,mhcii,percentile,1.4
human,mhcii,peptide_length,12
human,mhcii,score,0.458542
human,mhcii,percentile,0.66
human,mhcii,peptide_length,12
human,mhcii,score,0.183077
human,mhcii,percentile,1.6
human,mhcii,peptide_length,12
human,mhcii,score,0.540131
human,mhcii,percentile,0.48
human,mhcii,peptide_length,12
human,mhcii,score,0.786533
human,mhcii,percentile,0.15
human,mhcii,peptide_length,12
human,mhcii,score,0.561358
human,mhcii,percentile,0.44
human,mhcii,peptide_length,12
human,mhcii,score,0.194716
human,mhcii,percentile,1.6
human,mhcii,peptide_length,12
human,mhcii,score,0.276007
human,mhcii,percentile,1.2
human,mhcii,peptide_length,12
human,mhcii,score,0.226092
human,mhcii,percentile,1.4
human,mhcii,peptide_length,12
human,mhcii,score,0.29551
human,mhcii,percentile,1.1
human,mhcii,peptide_length,12
human,mhcii,score,0.445815
human,mhcii,percentile,0.66
human,mhcii,peptide_length,12
human,mhcii,score,0.298131
human,mhcii,percentile,1.1
human,mhcii,peptide_length,12
human,mhcii,score,0.324663
human,mhcii,percentile,0.94
human,mhcii,peptide_length,12
human,mhcii,score,0.679994
human,mhcii,percentile,0.84
human,mhcii,peptide_length,13
human,mhcii,score,0.635603
human,mhcii,percentile,0.97
human,mhcii,peptide_length,13
human,mhcii,score,0.644705
human,mhcii,percentile,0.95
human,mhcii,peptide_length,13
human,mhcii,score,0.891292
human,mhcii,percentile,0.26
human,mhcii,peptide_length,13
human,mhcii,score,0.905144
human,mhcii,percentile,0.19
human,mhcii,peptide_length,13
human,mhcii,score,0.724049
human,mhcii,percentile,0.75
human,mhcii,peptide_length,13
human,mhcii,score,0.552867
human,mhcii,percentile,1.3
human,mhcii,peptide_length,13
human,mhcii,score,0.649621
human,mhcii,percentile,0.93
human,mhcii,peptide_length,13
human,mhcii,score,0.473412
human,mhcii,percentile,1.6
human,mhcii,peptide_length,13
human,mhcii,score,0.649693
human,mhcii,percentile,0.93
human,mhcii,peptide_length,13
human,mhcii,score,0.64137
human,mhcii,percentile,0.95
human,mhcii,peptide_length,13
human,mhcii,score,0.534785
human,mhcii,percentile,1.4
human,mhcii,peptide_length,13
human,mhcii,score,0.569667
human,mhcii,percentile,1.2
human,mhcii,peptide_length,13
human,mhcii,score,0.661937
human,mhcii,percentile,1.2
human,mhcii,peptide_length,14
human,mhcii,score,0.728557
human,mhcii,percentile,0.92
human,mhcii,peptide_length,14
human,mhcii,score,0.634735
human,mhcii,percentile,1.4
human,mhcii,peptide_length,14
human,mhcii,score,0.561048
human,mhcii,percentile,1.7
human,mhcii,peptide_length,14
human,mhcii,score,0.880477
human,mhcii,percentile,0.36
human,mhcii,peptide_length,14
human,mhcii,score,0.928896
human,mhcii,percentile,0.13
human,mhcii,peptide_length,14
human,mhcii,score,0.917835
human,mhcii,percentile,0.17
human,mhcii,peptide_length,14
human,mhcii,score,0.61833
