label,feature,subfeature,value
positive,FUBAR,mean_alpha,3.277041031617388
positive,FUBAR,mean_beta,7.2516540734885835
positive,FUBAR,mean_prob_pos,0.25438354254778495
positive,FUBAR,mean_prob_neg,0.6977731400380762
positive,FUBAR,mean_alpha,1.5659898434324995
positive,FUBAR,mean_beta,2.8697833451694867
positive,FUBAR,mean_prob_pos,0.24165894822879966
positive,FUBAR,mean_prob_neg,0.7066247638740014
positive,FUBAR,mean_alpha,0
positive,FUBAR,mean_beta,0
positive,FUBAR,mean_prob_pos,0
positive,FUBAR,mean_prob_neg,0
positive,FUBAR,mean_alpha,3.671517324673459
positive,FUBAR,mean_beta,7.984256605177829
positive,FUBAR,mean_prob_pos,0.24933455481706335
positive,FUBAR,mean_prob_neg,0.6838929222976636
positive,FUBAR,mean_alpha,2.058790021052273
positive,FUBAR,mean_beta,5.779348942560305
positive,FUBAR,mean_prob_pos,0.2833897759420791
positive,FUBAR,mean_prob_neg,0.6633740292070643
positive,FUBAR,mean_alpha,2.481290534226614
positive,FUBAR,mean_beta,10.497995469652327
positive,FUBAR,mean_prob_pos,0.2735818911238166
positive,FUBAR,mean_prob_neg,0.679733414262457
positive,FUBAR,mean_alpha,3.384099961892086
positive,FUBAR,mean_beta,8.205093389057003
positive,FUBAR,mean_prob_pos,0.3843277506297471
positive,FUBAR,mean_prob_neg,0.5664243015327136
positive,FUBAR,mean_alpha,3.705982673063707
positive,FUBAR,mean_beta,9.179943799400752
positive,FUBAR,mean_prob_pos,0.25207255536724577
positive,FUBAR,mean_prob_neg,0.6954377527099596
positive,FUBAR,mean_alpha,4.3434786138924
positive,FUBAR,mean_beta,13.024382844887224
positive,FUBAR,mean_prob_pos,0.19941016168895484
positive,FUBAR,mean_prob_neg,0.7537291208407084
positive,FUBAR,mean_alpha,2.5505822576067287
positive,FUBAR,mean_beta,8.922164552699636
positive,FUBAR,mean_prob_pos,0.24802843207791223
positive,FUBAR,mean_prob_neg,0.7026901756900891
positive,FUBAR,mean_alpha,2.700522837917386
positive,FUBAR,mean_beta,6.604905950633973
positive,FUBAR,mean_prob_pos,0.23931857583585162
positive,FUBAR,mean_prob_neg,0.7115074271677807
positive,FUBAR,mean_alpha,2.596709082338747
