label,feature,subfeature,value
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.08
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0714285714285714
positive,SLAC,dN/dS,0.018025545048985916
positive,SLAC,mean_n,0.05985915492957746
positive,SLAC,mean_s,1.25
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.2307692307692308
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.1111111111111112
positive,SLAC,dN/dS,0.0731430802736712
positive,SLAC,mean_n,0.1875
positive,SLAC,mean_s,1.0125
positive,SLAC,dN/dS,0.10746245611588531
positive,SLAC,mean_n,0.2833333333333333
positive,SLAC,mean_s,1.0166666666666666
positive,SLAC,dN/dS,0.04201662444897799
positive,SLAC,mean_n,0.1388888888888889
positive,SLAC,mean_s,1.2685185185185186
positive,SLAC,dN/dS,0.16169782198080573
positive,SLAC,mean_n,0.5793650793650794
positive,SLAC,mean_s,1.1984126984126984
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.2
positive,SLAC,dN/dS,0.059794025428101666
positive,SLAC,mean_n,0.1891891891891892
positive,SLAC,mean_s,1.337837837837838
positive,SLAC,dN/dS,0.18915327669868373
positive,SLAC,mean_n,0.46153846153846156
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.008313231266742872
positive,SLAC,mean_n,0.019736842105263157
positive,SLAC,mean_s,1.006578947368421
positive,SLAC,dN/dS,0.07286951784574243
positive,SLAC,mean_n,0.22727272727272727
positive,SLAC,mean_s,1.0454545454545454
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.29121471786546616
positive,SLAC,mean_n,0.7220101781170483
positive,SLAC,mean_s,0.888676844783715
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0714285714285714
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0769230769230769
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0
positive,SLAC,mean_n,0
positive,SLAC,mean_s,0
positive,SLAC,dN/dS,0.4524061037464583
positive,SLAC,mean_n,1.5149572649572651
positive,SLAC,mean_s,0.8952991452991454
positive,SLAC,dN/dS,0.15745843851899424
positive,SLAC,mean_n,0.43548387096774194
positive,SLAC,mean_s,1.1451612903225807
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.09494458321065155
positive,SLAC,mean_n,0.28378378378378377
positive,SLAC,mean_s,1.1756756756756757
positive,SLAC,dN/dS,0.2461980963727959
positive,SLAC,mean_n,1.0142045454545454
positive,SLAC,mean_s,1.2471590909090908
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0476190476190477
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.014019870339502038
positive,SLAC,mean_n,0.04285714285714286
positive,SLAC,mean_s,1.042857142857143
positive,SLAC,dN/dS,0.4736122822787422
positive,SLAC,mean_n,1.2578988941548184
positive,SLAC,mean_s,1.0406793048973142
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0754716981132075
positive,SLAC,dN/dS,0
positive,SLAC,mean_n,0
positive,SLAC,mean_s,0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0689655172413792
positive,SLAC,dN/dS,0.02027488077410824
positive,SLAC,mean_n,0.05405405405405406
positive,SLAC,mean_s,1.1891891891891893
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.09735456516053644
positive,SLAC,mean_n,0.35897435897435903
positive,SLAC,mean_s,1.2234432234432233
positive,SLAC,dN/dS,0.9293844009796012
positive,SLAC,mean_n,1.8469945355191246
positive,SLAC,mean_s,0.6653005464480871
positive,SLAC,dN/dS,0.015948980390565734
positive,SLAC,mean_n,0.041666666666666664
positive,SLAC,mean_s,1.0833333333333333
positive,SLAC,dN/dS,0.010332869335052178
positive,SLAC,mean_n,0.021739130434782608
positive,SLAC,mean_s,1.0217391304347827
positive,SLAC,dN/dS,0.07390006396298529
positive,SLAC,mean_n,0.20588235294117646
positive,SLAC,mean_s,0.9705882352941176
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0810810810810811
positive,SLAC,dN/dS,0.2140561082079492
positive,SLAC,mean_n,0.6465629053177692
positive,SLAC,mean_s,1.0071335927367056
positive,SLAC,dN/dS,0.2848141431621937
positive,SLAC,mean_n,0.8361581920903955
positive,SLAC,mean_s,1.0451977401129944
positive,SLAC,dN/dS,0.015001166516922232
positive,SLAC,mean_n,0.024096385542168676
positive,SLAC,mean_s,1.2048192771084338
positive,SLAC,dN/dS,0
positive,SLAC,mean_n,0
positive,SLAC,mean_s,0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0857142857142856
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.022628817996690705
positive,SLAC,mean_n,0.06481481481481483
positive,SLAC,mean_s,1.0740740740740742
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.11331292793712353
positive,SLAC,mean_n,0.4
positive,SLAC,mean_s,1.2666666666666666
positive,SLAC,dN/dS,0.11969780916346102
positive,SLAC,mean_n,0.4083333333333334
positive,SLAC,mean_s,1.1916666666666669
positive,SLAC,dN/dS,0.08386442700081458
positive,SLAC,mean_n,0.171875
positive,SLAC,mean_s,1.046875
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0
positive,SLAC,mean_n,0
positive,SLAC,mean_s,0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0344827586206897
positive,SLAC,dN/dS,0.41366176723424
positive,SLAC,mean_n,1.5573951434878586
positive,SLAC,mean_s,1.0916114790286975
positive,SLAC,dN/dS,0.12057321651115797
positive,SLAC,mean_n,0.29605263157894735
positive,SLAC,mean_s,1.0460526315789473
positive,SLAC,dN/dS,0.018718714194820376
positive,SLAC,mean_n,0.04726368159203981
positive,SLAC,mean_s,1.116915422885572
positive,SLAC,dN/dS,0.04201662444897799
positive,SLAC,mean_n,0.1388888888888889
positive,SLAC,mean_s,1.2685185185185186
positive,SLAC,dN/dS,0.027730921458834427
positive,SLAC,mean_n,0.06382978723404255
positive,SLAC,mean_s,1.0851063829787233
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0555555555555556
positive,SLAC,dN/dS,0.02732958142596608
positive,SLAC,mean_n,0.07894736842105263
positive,SLAC,mean_s,1.1526315789473685
positive,SLAC,dN/dS,0.5238007067716791
positive,SLAC,mean_n,2.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.0
positive,SLAC,mean_n,0.0
positive,SLAC,mean_s,1.0
positive,SLAC,dN/dS,0.20642239808662338
positive,SLAC,mean_n,0.9315960912052117
positive,SLAC,mean_s,1.3517915309446253
positive,SLAC,dN/dS,0.12501486242630744
positive,SLAC,mean_n,0.42982456140350883
positive,SLAC,mean_s,1.2017543859649125
