label,feature,subfeature,value
human,deeplocpro,prob_extracellular,0.0004
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0004
human,deeplocpro,prob_extracellular,0.0002
human,deeplocpro,prob_cytoplasmic,0.9692
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.9692
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.9688
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.9688
human,deeplocpro,prob_extracellular,0.9311
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0005
human,deeplocpro,prob_max,0.9311
human,deeplocpro,prob_extracellular,0.0014
human,deeplocpro,prob_cytoplasmic,0.9959
human,deeplocpro,prob_periplasmic,0.0002
human,deeplocpro,prob_max,0.9959
human,deeplocpro,prob_extracellular,0.0018
human,deeplocpro,prob_cytoplasmic,0.9588
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.9588
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.988
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.988
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0001
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0001
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0001
human,deeplocpro,prob_extracellular,0.0014
human,deeplocpro,prob_cytoplasmic,0.9959
human,deeplocpro,prob_periplasmic,0.0002
human,deeplocpro,prob_max,0.9959
human,deeplocpro,prob_extracellular,0.0003
human,deeplocpro,prob_cytoplasmic,0.9104
human,deeplocpro,prob_periplasmic,0.0049
human,deeplocpro,prob_max,0.9104
human,deeplocpro,prob_extracellular,0.0135
human,deeplocpro,prob_cytoplasmic,0.7972
human,deeplocpro,prob_periplasmic,0.0002
human,deeplocpro,prob_max,0.7972
human,deeplocpro,prob_extracellular,0.0005
human,deeplocpro,prob_cytoplasmic,0.9802
human,deeplocpro,prob_periplasmic,0.0028
human,deeplocpro,prob_max,0.9802
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.7619
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.7619
human,deeplocpro,prob_extracellular,0.5477
human,deeplocpro,prob_cytoplasmic,0.0716
human,deeplocpro,prob_periplasmic,0.0234
human,deeplocpro,prob_max,0.5477
human,deeplocpro,prob_extracellular,0.0161
human,deeplocpro,prob_cytoplasmic,0.7619
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.7619
human,deeplocpro,prob_extracellular,0.0
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0
human,deeplocpro,prob_extracellular,0.0002
human,deeplocpro,prob_cytoplasmic,0.9421
human,deeplocpro,prob_periplasmic,0.0022
human,deeplocpro,prob_max,0.9421
human,deeplocpro,prob_extracellular,0.0
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.7619
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.7619
human,deeplocpro,prob_extracellular,0.3355
human,deeplocpro,prob_cytoplasmic,0.6456
human,deeplocpro,prob_periplasmic,0.0051
human,deeplocpro,prob_max,0.6456
human,deeplocpro,prob_extracellular,0.5477
human,deeplocpro,prob_cytoplasmic,0.0716
human,deeplocpro,prob_periplasmic,0.0234
human,deeplocpro,prob_max,0.5477
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.0614
human,deeplocpro,prob_periplasmic,0.0002
human,deeplocpro,prob_max,0.0614
human,deeplocpro,prob_extracellular,0.4441
human,deeplocpro,prob_cytoplasmic,0.0494
human,deeplocpro,prob_periplasmic,0.0355
human,deeplocpro,prob_max,0.4441
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0001
human,deeplocpro,prob_extracellular,0.2393
human,deeplocpro,prob_cytoplasmic,0.7484
human,deeplocpro,prob_periplasmic,0.001
human,deeplocpro,prob_max,0.7484
human,deeplocpro,prob_extracellular,0.0005
human,deeplocpro,prob_cytoplasmic,0.9812
human,deeplocpro,prob_periplasmic,0.0026
human,deeplocpro,prob_max,0.9812
human,deeplocpro,prob_extracellular,0.0004
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0004
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.7619
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.7619
human,deeplocpro,prob_extracellular,0.0003
human,deeplocpro,prob_cytoplasmic,0.9104
human,deeplocpro,prob_periplasmic,0.0049
human,deeplocpro,prob_max,0.9104
human,deeplocpro,prob_extracellular,0.0
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0
human,deeplocpro,prob_extracellular,0.0005
human,deeplocpro,prob_cytoplasmic,0.1034
human,deeplocpro,prob_periplasmic,0.0009
human,deeplocpro,prob_max,0.1034
human,deeplocpro,prob_extracellular,0.0
human,deeplocpro,prob_cytoplasmic,0.9989
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.9989
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0001
human,deeplocpro,prob_extracellular,0.8162
human,deeplocpro,prob_cytoplasmic,0.0095
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.8162
human,deeplocpro,prob_extracellular,0.0002
human,deeplocpro,prob_cytoplasmic,0.4207
human,deeplocpro,prob_periplasmic,0.0005
human,deeplocpro,prob_max,0.4207
human,deeplocpro,prob_extracellular,0.5477
human,deeplocpro,prob_cytoplasmic,0.0716
human,deeplocpro,prob_periplasmic,0.0234
human,deeplocpro,prob_max,0.5477
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.0
human,deeplocpro,prob_periplasmic,0.0
human,deeplocpro,prob_max,0.0001
human,deeplocpro,prob_extracellular,0.332
human,deeplocpro,prob_cytoplasmic,0.6503
human,deeplocpro,prob_periplasmic,0.0046
human,deeplocpro,prob_max,0.6503
human,deeplocpro,prob_extracellular,0.0001
human,deeplocpro,prob_cytoplasmic,0.7619
human,deeplocpro,prob_periplasmic,0.0001
human,deeplocpro,prob_max,0.7619
