# SignalP-5.0	Organism: euk	Timestamp: 20250928201622
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_151|B6J2A7|Glycine--tRNA|CP177352.1|tpos:172907-173225	OTHER	0.040369	0.959631	
antigen_39|B6J836|Thiosulfate|CP177352.1|tpos:398467-398573	OTHER	0.001652	0.998348	
antigen_40|B6J7Z1|D-alanine--D-alanine|CP177352.1|tpos:514424-514641	OTHER	0.000388	0.999612	
antigen_54|Q83AF4|ATP|CP177352.1|tpos:184415-184556	OTHER	0.001996	0.998004	
antigen_58|Q83A83|Cystathionine|CP177352.1|tpos:206564-206950	OTHER	0.001442	0.998558	
antigen_68|Q83CV6|Protoheme|CP177352.1|tpos:518783-519087	OTHER	0.022660	0.977340	
antigen_157|A9KGS5|Deoxyuridine|CP177352.1|tpos:310617-310768	OTHER	0.001794	0.998206	
antigen_177|B6J8A0|UvrABC|CP177352.1|tpos:373548-374219	OTHER	0.000649	0.999351	
antigen_56|Q83F55|Chaperone|CP177352.1|tpos:201979-202061	OTHER	0.000268	0.999732	
antigen_76|B6IZL5|Octanoyltransferase|CP177352.1|tpos:605050-605291	OTHER	0.001792	0.998208	
antigen_83|B6J2S1|L-threonine|CP177352.1|tpos:259492-259833	OTHER	0.001982	0.998018	
antigen_35|B6IZJ1|Chaperone|CP177352.1|tpos:558197-558499	OTHER	0.000807	0.999193	
antigen_74|B6IZI4|NAD|CP177352.1|tpos:616365-616663	OTHER	0.000789	0.999211	
antigen_75|B6J2Q1|UDP-N-acetylenolpyruvoylglucosamine|CP177352.1|tpos:265761-266076	OTHER	0.000585	0.999415	
antigen_90|Q83BB6|RNA|CP177352.1|tpos:172218-172449	OTHER	0.003974	0.996026	
antigen_8|Q45968|Transposase|CP177352.1|tpos:114515-114878	OTHER	0.000732	0.999268	
antigen_21|P45680|Universal|CP177352.1|tpos:194373-194514	OTHER	0.002979	0.997021	
antigen_163|Q83AY0|Stringent|CP177352.1|tpos:464032-464245	OTHER	0.176737	0.823263	
antigen_28|Q83D09|UPF0422|CP177352.1|tpos:501147-501611	SP(Sec/SPI)	0.929988	0.070012	CS pos: 23-24. TLA-ST. Pr: 0.4762
antigen_32|B6J503|Probable|CP177352.1|tpos:72749-72992	OTHER	0.000858	0.999142	
antigen_114|B6J9K3|Large|CP177352.1|tpos:338007-338096	OTHER	0.000925	0.999075	
antigen_141|B6J375|4-hydroxybenzoate|CP177352.1|tpos:242437-242723	OTHER	0.056539	0.943461	
antigen_128|A9NBB4|UPF0391|CP177352.1|tpos:178650-178707	OTHER	0.012278	0.987722	
antigen_132|A9KF44|Aspartate--tRNA(Asp/Asn)|CP177352.1|tpos:72154-72743	OTHER	0.001031	0.998969	
antigen_193|A9KH12|Acylphosphatase|CP177352.1|tpos:196753-196847	OTHER	0.000742	0.999258	
antigen_14|B6IZ08|UDP-2,3-diacylglucosamine|CP177352.1|tpos:48971-49213	OTHER	0.001250	0.998750	
antigen_65|Q83E10|Cytidylate|CP177352.1|tpos:377428-377664	OTHER	0.000636	0.999364	
antigen_91|A9KH31|ATP-dependent|CP177352.1|tpos:201969-202415	OTHER	0.000595	0.999405	
antigen_173|Q83AC1|Universal|CP177352.1|tpos:194372-194515	OTHER	0.002915	0.997085	
antigen_178|B6J6M4|Putative|CP177352.1|tpos:225913-226053	OTHER	0.003536	0.996464	
antigen_195|B6J256|Large|CP177352.1|tpos:299059-299195	OTHER	0.000629	0.999371	
antigen_120|B6J8K9|UDP-3-O-acylglucosamine|CP177352.1|tpos:467283-467394	OTHER	0.001706	0.998294	
antigen_146|A9KFQ0|Translation|CP177352.1|tpos:581296-581378	OTHER	0.000368	0.999632	
antigen_102|Q83D84|ATP-dependent|CP177352.1|tpos:477568-478156	OTHER	0.014349	0.985651	
antigen_20|Q83F34|Cell|CP177352.1|tpos:260601-260715	OTHER	0.002102	0.997898	
antigen_27|A9KD10|Large|CP177352.1|tpos:301096-301135	OTHER	0.002469	0.997531	
antigen_124|B6J646|Bis(5'-nucleosyl)-tetraphosphatase,|CP177352.1|tpos:363814-363977	OTHER	0.001108	0.998892	
antigen_26|A9KBT2|Putative|CP177352.1|tpos:174706-174793	OTHER	0.070084	0.929916	
antigen_33|Q83DD0|Valine--tRNA|CP177352.1|tpos:341788-342602	OTHER	0.000350	0.999650	
antigen_64|B6J6K1|3-dehydroquinate|CP177352.1|tpos:220768-221000	OTHER	0.001506	0.998494	
antigen_145|A9KD17|Small|CP177352.1|tpos:299858-299987	OTHER	0.000660	0.999340	
antigen_93|B6J8S3|Chromosomal|CP177352.1|tpos:226406-226856	OTHER	0.000642	0.999358	
antigen_129|B6J2U5|Phosphoheptose|CP177352.1|tpos:124195-124393	OTHER	0.000494	0.999506	
antigen_1|A9NBB7|Non-homologous|CP177352.1|tpos:178975-179248	OTHER	0.013606	0.986394	
