# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251103164936
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_49|P71354|Trk|XNR27073.1|tpos:1-458	noTP	0.644672	0.355058	0.000270	
antigen_38|P44976|4-hydroxy-3-methylbut-2-enyl|XNR26710.1|tpos:1-314	noTP	0.984078	0.003559	0.012363	
antigen_19|P44318|Exodeoxyribonuclease|XNR25881.1|tpos:1-267	noTP	0.977319	0.002120	0.020561	
antigen_63|P45996|Outer|XNR25954.1|tpos:1-358	SP	0.000134	0.999823	0.000043	CS pos: 21-22. AQA-AP. Pr: 0.7984
antigen_67|P46027|Outer|XNR27438.1|tpos:1-367	SP	0.000771	0.998828	0.000401	CS pos: 20-21. ANA-AV. Pr: 0.7776
antigen_16|P44136|Putative|XNR26474.1|tpos:1-322	noTP	0.997863	0.002038	0.000098	
antigen_33|P44766|Peptidase|XNR27090.1|tpos:1-210	noTP	0.976795	0.000726	0.022479	
antigen_0|O05087|Uncharacterized|XNR26007.1|tpos:1-397	noTP	0.986545	0.009816	0.003639	
antigen_4|P43739|DNA-directed|XNR26988.1|tpos:1-1410	noTP	0.999413	0.000086	0.000500	
antigen_3|P43738|DNA-directed|XNR26989.1|tpos:1-1343	noTP	0.999849	0.000043	0.000108	
antigen_65|A0A2S9RQN3|Lipooligosaccharide|XNR26636.1|tpos:1-346	noTP	0.980658	0.017658	0.001684	
antigen_66|A0A2S9RP42||XNR26723.1|tpos:6-982	SP	0.005009	0.994807	0.000184	CS pos: 20-21. TEA-AL. Pr: 0.9611
antigen_18|P44252|Lipoprotein-releasing|XNR26381.1|tpos:1-393	noTP	0.959790	0.012216	0.027994	
antigen_56|Q57243|Uncharacterized|XNR26376.1|tpos:5-220	noTP	0.999922	0.000019	0.000059	
antigen_58|Q57362|Uncharacterized|XNR26544.1|tpos:1-1107	SP	0.015538	0.983471	0.000991	CS pos: 26-27. ALG-AN. Pr: 0.3984
antigen_32|P44741|Tellurite|XNR26987.1|tpos:1-314	noTP	0.998535	0.001090	0.000374	
antigen_64|A0AB37B1K1||XNR25954.1|tpos:236-357	noTP	0.967949	0.017567	0.014484	
antigen_2|P43008|Biopolymer|XNR27318.1|tpos:1-150	noTP	0.981441	0.010321	0.008238	
antigen_35|P44821|HTH-type|XNR26934.1|tpos:1-292	noTP	0.999623	0.000139	0.000238	
antigen_37|P44969|Immunoglobulin|XNR26723.1|tpos:1-1799	SP	0.047500	0.948018	0.004482	CS pos: 25-26. TEA-AL. Pr: 0.9189
antigen_28|P44606|tRNA-dihydrouridine(16)|XNR27332.1|tpos:1-310	noTP	0.994076	0.003623	0.002300	
antigen_69|A0A0D6FQ88||XNR26943.1|tpos:1-274	SP	0.007986	0.989209	0.002804	CS pos: 23-24. CGS-HQ. Pr: 0.5468
antigen_57|Q57288|Ion-translocating|XNR26048.1|tpos:1-358	noTP	0.996139	0.003124	0.000737	
antigen_55|Q57180|Uncharacterized|XNR26682.1|tpos:1-614	noTP	0.999869	0.000015	0.000115	
antigen_60|Q8KHG5||XNR27313.1|tpos:70-579	noTP	0.994817	0.003135	0.002049	
antigen_61|Q8GM74||XNR26003.1|tpos:1-980	noTP	0.646606	0.265606	0.087787	
antigen_39|P44987|Biotin|XNR26705.1|tpos:1-333	noTP	0.999223	0.000109	0.000668	
antigen_42|P45043|Xylose|XNR26635.1|tpos:1-387	noTP	0.998897	0.001029	0.000074	
antigen_43|P45053|Oligopeptide|XNR26620.1|tpos:1-311	noTP	0.999998	0.000000	0.000001	
antigen_8|P43839|Outer|XNR27438.1|tpos:1-367	SP	0.000771	0.998828	0.000401	CS pos: 20-21. ANA-AV. Pr: 0.7776
antigen_9|P43840|Outer|XNR25954.1|tpos:1-358	SP	0.000134	0.999823	0.000043	CS pos: 21-22. AQA-AP. Pr: 0.7984
antigen_10|P43847|Phosphoribosylformylglycinamidine|XNR26929.1|tpos:1-1297	noTP	0.985167	0.001015	0.013818	
antigen_29|P44608|UPF0761|XNR27338.1|tpos:1-269	noTP	0.998113	0.000717	0.001169	
antigen_50|P71392|Protein|XNR27570.1|tpos:50-316	noTP	0.998007	0.000901	0.001092	
antigen_72|Q48219|Outer|XNR27438.1|tpos:1-367	SP	0.000771	0.998828	0.000401	CS pos: 20-21. ANA-AV. Pr: 0.7776
antigen_30|P44620|Prepilin|XNR27358.1|tpos:1-230	noTP	0.999189	0.000693	0.000118	
antigen_11|P43867|ATP-dependent|XNR26965.1|tpos:1-193	noTP	0.999854	0.000129	0.000017	
antigen_12|P43929|Uncharacterized|XNR25882.1|tpos:1-258	noTP	0.999289	0.000193	0.000518	
antigen_54|Q48214|Uncharacterized|XNR26451.1|tpos:1-291	noTP	0.998978	0.000368	0.000654	
antigen_34|P44769|Carbamate|XNR27085.1|tpos:1-310	noTP	0.702721	0.089304	0.207975	
antigen_41|P45042|Lipooligosaccharide|XNR26636.1|tpos:1-346	noTP	0.980658	0.017658	0.001684	
antigen_44|P45090|Arginine|XNR25978.1|tpos:1-221	noTP	0.994871	0.004794	0.000335	
antigen_6|P43767|DNA|XNR27588.1|tpos:1-359	noTP	0.997097	0.000223	0.002681	
antigen_70|P46024|Outer|XNR26791.1|tpos:1-795	SP	0.001737	0.997458	0.000805	CS pos: 19-20. VFA-AP. Pr: 0.9469
antigen_48|P46448|Formate|XNR25914.1|tpos:1-1028	noTP	0.609754	0.280167	0.110079	
antigen_31|P44680|ATP-dependent|XNR27409.1|tpos:1-640	noTP	0.999765	0.000138	0.000097	
antigen_45|P45103|Uncharacterized|XNR26524.1|tpos:1-207	noTP	0.999838	0.000055	0.000108	
antigen_36|P44836|Probable|XNR27064.1|tpos:1-62	SP	0.000043	0.999955	0.000003	CS pos: 24-25. AYA-AQ. Pr: 0.6601
antigen_71|A0A2S9RZ43|Molybdopterin-synthase|XNR26176.1|tpos:1-243	noTP	0.979989	0.019972	0.000039	
antigen_1|P10324|Peptidoglycan-associated|XNR27415.1|tpos:1-153	SP	0.003175	0.994837	0.001989	CS pos: 20-21. AAC-SS. Pr: 0.2676
antigen_20|P44324|Aspartate|XNR27008.1|tpos:1-472	noTP	0.999887	0.000072	0.000041	
antigen_22|P44407|ATP-dependent|XNR27526.1|tpos:1-587	noTP	0.999840	0.000110	0.000051	
antigen_14|P44003|Uncharacterized|XNR27192.1|tpos:1-125	noTP	0.971386	0.000104	0.028510	
antigen_15|P44016|Putative|XNR27121.1|tpos:29-660	noTP	0.975186	0.006515	0.018300	
antigen_46|P45125|UvrABC|XNR26476.1|tpos:1-679	noTP	0.999893	0.000054	0.000053	
antigen_53|Q06282|Glycerophosphodiester|XNR26939.1|tpos:1-364	SP	0.001031	0.993061	0.005908	CS pos: 17-18. VLA-GC. Pr: 0.6180
antigen_51|P71398|Lsg|XNR26452.1|tpos:1-257	noTP	0.999332	0.000058	0.000610	
antigen_75|M4PH69||XNR27415.1|tpos:17-149	noTP	0.999906	0.000091	0.000003	
antigen_40|P45018|ATP-dependent|XNR26671.1|tpos:1-1303	noTP	0.998899	0.000021	0.001080	
antigen_23|P44408|Recombination|XNR27525.1|tpos:1-788	noTP	0.971897	0.026728	0.001374	
antigen_5|P43757|Transketolase|XNR26704.1|tpos:1-665	noTP	0.965280	0.001881	0.032838	
antigen_21|P44402|Ribosomal|XNR26735.1|tpos:1-295	noTP	0.999642	0.000034	0.000324	
antigen_24|P44447|Putative|XNR25985.1|tpos:1-261	noTP	0.914816	0.001523	0.083661	
antigen_59|Q57427|Putative|XNR26547.1|tpos:1-260	noTP	0.985881	0.001333	0.012787	
antigen_47|P45200|Probable|XNR26316.1|tpos:1-251	noTP	0.550197	0.433297	0.016507	
antigen_25|P44504|Homoserine|XNR26568.1|tpos:1-314	noTP	0.972268	0.010007	0.017725	
