# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251103192110
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_65|A5UBB0|UPF0250|VTP73679.1|tpos:1-92	noTP	0.999802	0.000110	0.000088	
antigen_67|A5UBU4|NADPH-dependent|VTP75760.1|tpos:1-279	noTP	0.999494	0.000070	0.000436	
antigen_21|P44978|Uncharacterized|VTP77051.1|tpos:1-252	noTP	0.973177	0.002211	0.024612	
antigen_22|P44923|Uncharacterized|VTP69729.1|tpos:1-187	noTP	0.999312	0.000508	0.000180	
antigen_25|P44566|Penicillin-insensitive|VTP77740.1|tpos:1-286	SP	0.006510	0.991946	0.001544	CS pos: 22-23. VAA-SP. Pr: 0.8633
antigen_32|P46450|Long-chain-fatty-acid--CoA|VTP72954.1|tpos:1-562	noTP	0.999968	0.000009	0.000023	
antigen_37|P71399|Lsg|VTP77179.1|tpos:1-401	noTP	0.999577	0.000109	0.000314	
antigen_40|P45038|Thiol:disulfide|VTP78357.1|tpos:1-181	SP	0.040895	0.958723	0.000382	CS pos: 18-19. TIA-FL. Pr: 0.5198
antigen_45|A5UCW3|UDP-3-O-acyl-N-acetylglucosamine|VTP73922.1|tpos:1-305	noTP	0.669953	0.001869	0.328178	
antigen_69|P44875|Acetate|VTP69925.1|tpos:1-217	noTP	0.991269	0.002132	0.006599	
antigen_162|P71351|Endoribonuclease|VTP69974.1|tpos:1-92	noTP	0.993988	0.004054	0.001958	
antigen_164|A5UFT9|dCTP|VTP73185.1|tpos:1-195	noTP	0.999903	0.000061	0.000036	
antigen_166|A4N8V8|Putative|VTP73120.1|tpos:1-293	SP	0.003196	0.995677	0.001127	CS pos: 22-23. ANA-KF. Pr: 0.9282
antigen_180|A5UAZ2|Large|VTP78073.1|tpos:1-56	noTP	0.999831	0.000049	0.000120	
antigen_181|P44301|Uncharacterized|VTP74354.1|tpos:1-109	noTP	0.976419	0.001877	0.021704	
antigen_182|A5UDJ8|Nucleoside|VTP72052.1|tpos:1-140	noTP	0.999259	0.000309	0.000432	
antigen_187|P43769|Tol-Pal|VTP72990.1|tpos:1-139	SP	0.448051	0.535251	0.016698	CS pos: 37-38. IIS-QS. Pr: 0.5553
antigen_188|A5UEN9|Valine--tRNA|VTP76291.1|tpos:1-954	noTP	0.999941	0.000030	0.000029	
antigen_100|P44615|Serine|VTP72588.1|tpos:1-412	noTP	0.999876	0.000031	0.000094	
antigen_78|P44416|Opacity-associated|VTP71835.1|tpos:1-134	SP	0.002414	0.996635	0.000951	CS pos: 20-21. TQN-TN. Pr: 0.3267
antigen_80|Q57223|Probable|VTP76603.1|tpos:1-161	SP	0.011899	0.987791	0.000309	CS pos: 21-22. CSS-FQ. Pr: 0.4558
antigen_83|Q57017|UPF0053|VTP77698.1|tpos:1-420	noTP	0.879556	0.119949	0.000496	
antigen_86|A5UDT9|Large|VTP69891.1|tpos:1-63	noTP	0.995427	0.000967	0.003605	
antigen_87|Q4QM83|UPF0149|VTP69797.1|tpos:1-182	noTP	0.998203	0.000724	0.001072	
antigen_120|P44800|Probable|VTP70588.1|tpos:1-309	noTP	0.983809	0.000623	0.015568	
antigen_127|A5UGC4|Recombination-associated|VTP72701.1|tpos:1-302	noTP	0.993512	0.000163	0.006325	
antigen_131|P44714|PTS|VTP69961.1|tpos:1-556	noTP	0.977675	0.003493	0.018832	
antigen_136|A5UDN8|Elongation|VTP69749.1|tpos:1-323	noTP	0.999657	0.000078	0.000265	
antigen_189|P44843|Trk|VTP71100.1|tpos:1-487	noTP	0.986379	0.010611	0.003010	
antigen_130|P44611|Putative|VTP72556.1|tpos:1-246	noTP	0.963111	0.031738	0.005151	
antigen_135|P44350|Large|VTP70618.1|tpos:1-163	noTP	0.999754	0.000048	0.000199	
antigen_137|P44882|UPF0149|VTP69797.1|tpos:1-182	noTP	0.998203	0.000724	0.001072	
antigen_198|P45026|Uncharacterized|VTP78433.1|tpos:1-85	noTP	0.999697	0.000193	0.000110	
antigen_199|P45105|HTH-type|VTP77626.1|tpos:1-323	noTP	0.985307	0.000218	0.014475	
antigen_112|P44460|Citrate|VTP73711.1|tpos:1-291	noTP	0.952205	0.023046	0.024749	
