# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251104155608
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_2|A5UE38|Thiosulfate|WP_005658417.1|tpos:1-105	noTP	0.996987	0.001238	0.001775	
antigen_33|P44193|Uncharacterized|WP_015702396.1|tpos:111-193	noTP	0.999117	0.000672	0.000211	
antigen_77|P44248|Uncharacterized|WP_015702364.1|tpos:1-184	noTP	0.998080	0.000573	0.001347	
antigen_79|P44658|Putative|WP_015701591.1|tpos:1-314	SP	0.030002	0.968786	0.001212	CS pos: 22-23. SFA-KE. Pr: 0.9230
antigen_0|P43761|Anthranilate|WP_015702256.1|tpos:1-518	noTP	0.971730	0.025812	0.002459	
antigen_35|P45252|UPF0162|WP_065245275.1|tpos:1-267	noTP	0.998573	0.000496	0.000931	
antigen_42|P45052|Oligopeptide|WP_005647625.1|tpos:1-323	noTP	0.998994	0.000412	0.000595	
antigen_61|P44337|Regulatory|WP_005649540.1|tpos:1-150	noTP	0.998827	0.000310	0.000863	
antigen_84|P44514|Succinyl-diaminopimelate|WP_077643844.1|tpos:1-377	noTP	0.997867	0.000734	0.001400	
antigen_52|A5UAL5|Glutamate--tRNA|WP_015701545.1|tpos:1-480	noTP	0.998255	0.000098	0.001647	
antigen_60|P44914|dTDP-glucose|WP_005651396.1|tpos:1-334	noTP	0.987414	0.008196	0.004391	
antigen_86|A5UDT9|Large|WP_005625888.1|tpos:1-63	noTP	0.995427	0.000967	0.003605	
antigen_95|P45324|Transcriptional|WP_015702481.1|tpos:1-255	noTP	0.994716	0.001896	0.003388	
antigen_48|P44133|Uncharacterized|WP_015702139.1|tpos:1-266	noTP	0.999810	0.000171	0.000019	
antigen_51|P31770|Competence|WP_077643691.1|tpos:1-173	noTP	0.847699	0.131512	0.020789	
antigen_54|A5UID3|Ribonuclease|WP_077643659.1|tpos:1-119	noTP	0.875073	0.000387	0.124540	
antigen_56|P71390|Mu-like|WP_032823678.1|tpos:1-38	noTP	0.667221	0.255559	0.077220	
antigen_74|P44654|Periplasmic|WP_005649106.1|tpos:1-147	SP	0.001030	0.998926	0.000044	CS pos: 23-24. LMA-SD. Pr: 0.6980
antigen_76|Q57486|Uncharacterized|WP_005688232.1|tpos:1-461	noTP	0.999921	0.000061	0.000018	
antigen_81|P44826|Glycerol|WP_005689987.1|tpos:1-264	noTP	0.995097	0.004853	0.000050	
antigen_178|A5UFV3|N-acetylneuraminate|WP_105875977.1|tpos:1-375	SP	0.001827	0.997544	0.000630	CS pos: 22-23. ANA-QT. Pr: 0.7574
antigen_186|A5UEI7|Cytidine|WP_015702229.1|tpos:1-292	noTP	0.999640	0.000140	0.000220	
antigen_191|P43758|RNA|WP_011271805.1|tpos:1-145	noTP	0.999561	0.000277	0.000162	
antigen_127|A5UGC4|Recombination-associated|WP_015701565.1|tpos:1-302	noTP	0.993066	0.000146	0.006788	
antigen_134|A5UBA3|Putative|WP_050848840.1|tpos:1-551	noTP	0.997864	0.002024	0.000112	
antigen_147|P44078|Uncharacterized|WP_015701949.1|tpos:1-139	noTP	0.999077	0.000560	0.000363	
antigen_151|A5U9U8|Small|WP_005627620.1|tpos:1-125	noTP	0.999749	0.000088	0.000163	
antigen_65|A5UBB0|UPF0250|WP_005649857.1|tpos:1-92	noTP	0.999618	0.000219	0.000163	
antigen_67|A5UBU4|NADPH-dependent|WP_111742171.1|tpos:1-279	noTP	0.999529	0.000054	0.000417	
antigen_31|P44372|Small|WP_005625894.1|tpos:1-235	noTP	0.987713	0.001036	0.011251	
