source_organism,host_organisms,antigen_name,gene_name,Uniprot_ID,source
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus BALB/c']",['Other Chlamydia trachomatis protein'],,,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Large ribosomal subunit protein bL31B (UniProt:O84025)'],,O84025,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Macro domain-containing protein (UniProt:O84061)'],,O84061,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Low Calcium Response E (UniProt:O84091)'],,O84091,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Membrane associated protein (UniProt:O84103)'],,O84103,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus C57BL/6']",['Uncharacterized protein (UniProt:O84145)'],,O84145,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Integral membrane protein (UniProt:O84149)'],,O84149,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Candidate inclusion membrane protein (UniProt:O84226)'],,O84226,IEDB
['Chlamydia trachomatis Sweden2 (Chlamydia trachomatis str. Sweden2)'],['Homo sapiens (human)'],['Membrane associated protein (UniProt:O84229)'],,O84229,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Recombination protein RecR (UniProt:O84243)'],,O84243,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Probable ATP-dependent Clp protease ATP-binding subunit (UniProt:O84288)'],,O84288,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['ComEC/Rec2-related protein domain-containing protein (UniProt:O84343)'],,O84343,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['GTPase HflX (UniProt:O84383)'],,O84383,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Probable ABC transporter arginine-binding protein ArtJ (UniProt:O84385)'],,O84385,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Probable outer membrane protein PmpC (UniProt:O84419)'],,O84419,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)', 'Chlamydia trachomatis Serovar L2']","['Homo sapiens (human)', 'Mus musculus C57BL/6', 'Mus musculus C57BL/6 X BALB/cByJ', 'Mus musculus Clone 19 TCR Tg']","['Sulfur-rich protein, serovar D (UniProt:O84449)']",,O84449,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis Serovar D']","['Homo sapiens (human)', 'Mus musculus BALB/c', 'Oryctolagus cuniculus New Zealand White']",['Translocated actin-recruiting phosphoprotein (UniProt:O84462)'],,O84462,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis A2497 (Chlamydia trachomatis str. A2497)', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Bos taurus (bovine)', 'Homo sapiens (human)', 'Mus musculus A/J', 'Mus musculus BALB/c', 'Mus musculus (mouse)']",['Uncharacterized protein (UniProt:O84534)'],,O84534,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Aspartate--tRNA(Asp/Asn) ligase (UniProt:O84546)'],,O84546,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Gen. Secretion Protein D (UniProt:O84576)'],,O84576,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Protein CT_579 (UniProt:O84583)'],,O84583,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Enolase (UniProt:O84591)'],,O84591,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['PPM-type phosphatase domain-containing protein (UniProt:O84593)'],,O84593,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['Invasin repeat family phosphatase (UniProt:O84606)'],,O84606,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Thio-specific Antioxidant (TSA) Peroxidase (UniProt:O84608)'],,O84608,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis Serovar L2']","['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['4-aminobenzoate synthase (UniProt:O84616)'],,O84616,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis A2497 (Chlamydia trachomatis str. A2497)', 'Chlamydia trachomatis B/TZ1A828/OT (Chlamydia trachomatis str. B/TZ1A828/OT)', 'Chlamydia trachomatis D-EC (Chlamydia trachomatis str. D-EC)', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Bos taurus (bovine)', 'Homo sapiens (human)', 'Mus musculus A/J', 'Mus musculus BALB/c']",['Uncharacterized protein (UniProt:O84623)'],,O84623,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Homo sapiens (human)', 'Mus musculus C57BL/6']",['CHLPN 76kDa Homolog (UniProt:O84627)'],,O84627,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis Serovar L2']","['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['Na(+)-translocating NADH-quinone reductase subunit A (UniProt:O84639)'],,O84639,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],"['Exodeoxyribonuclease V, Gamma (UniProt:O84646)']",,O84646,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['Predicted Efflux Protein (UniProt:O84647)'],,O84647,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Type III secretion system effector protein (UniProt:O84700)'],,O84700,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Uncharacterized protein (UniProt:O84701)'],,O84701,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis Serovar L2']",['Homo sapiens (human)'],['DNA primase (UniProt:O84799)'],,O84799,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Uncharacterized protein (UniProt:O84801)'],,O84801,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis D-EC (Chlamydia trachomatis str. D-EC)', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Homo sapiens (human)', 'Mus musculus A/J', 'Mus musculus BALB/c', 'Mus musculus (mouse)']",['Probable outer membrane protein PmpD (UniProt:O84818)'],,O84818,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['IncA family protein (UniProt:O84819)'],,O84819,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['ATP-dependent zinc metalloprotease FtsH (UniProt:O84848)'],,O84848,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['Uncharacterized protein (UniProt:O84854)'],,O84854,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus HLA-B*27:05 Tg']",['Integral membrane protein (UniProt:O84858)'],,O84858,IEDB
['Chlamydia trachomatis Serovar L2'],"['Homo sapiens (human)', 'Mus musculus HLA-DR4 Tg']",['Protein CT_858 (UniProt:O84866)'],,O84866,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Uncharacterized protein CT_875 (UniProt:O84883)'],,O84883,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Homo sapiens (human)', 'Mus musculus C3H/He', 'Mus musculus C57BL/6', 'Oryctolagus cuniculus New Zealand White']",['Chaperonin GroEL (UniProt:P0C0Z7)'],,P0C0Z7,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Bos taurus (bovine)', 'Homo sapiens (human)', 'Mus musculus BALB/c']",['Large cysteine-rich periplasmic protein OmcB (UniProt:P0CC04)'],,P0CC04,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Large ribosomal subunit protein uL16 (UniProt:P0CD83)'],,P0CD83,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Histone H1-like protein Hc1 (UniProt:P0CE15)'],,P0CE15,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Inclusion membrane protein A (UniProt:P0CI27)'],,P0CI27,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Homo sapiens (human)', 'Mus musculus A/J', 'Mus musculus BALB/c']",['Inclusion membrane protein E (UniProt:P0DJI4)'],,P0DJI4,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis D/UW-3/CX (Chlamydia trachomatis str. D/UW-3/CX)']","['Bos taurus (bovine)', 'Homo sapiens (human)', 'Mus musculus A/J', 'Mus musculus BALB/c', 'Mus musculus (mouse)']",['Inclusion membrane protein G (UniProt:P0DPS6)'],,P0DPS6,IEDB
"['Chlamydia trachomatis', 'Chlamydia trachomatis Serovar L2']","['Homo sapiens (human)', 'Mus musculus BALB/c']",['Chaperone protein DnaK (UniProt:P17821)'],,P17821,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['RNA polymerase sigma factor SigA (UniProt:P18333)'],,P18333,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Probable periplasmic serine endoprotease DegP-like (UniProt:P18584)'],,P18584,IEDB
['Chlamydia trachomatis'],['Homo sapiens (human)'],['Peptidyl-prolyl cis-trans isomerase Mip (UniProt:P26623)'],,P26623,IEDB
['Chlamydia trachomatis'],"['Homo sapiens (human)', 'Mus musculus Swiss Webster', 'Oryctolagus cuniculus (rabbit)']",['Outer membrane protein B (UniProt:P38006)'],,P38006,IEDB
