# SignalP-5.0	Organism: euk	Timestamp: 20251013222313
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
WP_000002071.1	OTHER	0.000592	0.999408	
WP_000002683.1	OTHER	0.002230	0.997770	
WP_000002973.1	OTHER	0.000844	0.999156	
WP_000003566.1	OTHER	0.000305	0.999695	
WP_000003759.1	OTHER	0.000258	0.999742	
WP_000003870.1	OTHER	0.000453	0.999547	
WP_000004085.1	OTHER	0.000464	0.999536	
WP_000004335.1	OTHER	0.011568	0.988432	
WP_000004981.1	OTHER	0.000588	0.999412	
WP_000005212.1	OTHER	0.000283	0.999717	
WP_000005886.1	OTHER	0.000329	0.999671	
WP_000006110.1	OTHER	0.000340	0.999660	
WP_000006551.1	OTHER	0.000246	0.999754	
WP_000007678.1	OTHER	0.000336	0.999664	
WP_000007967.1	OTHER	0.000767	0.999233	
WP_000008673.1	OTHER	0.001156	0.998844	
WP_000009069.1	OTHER	0.002312	0.997688	
WP_000009238.1	OTHER	0.000704	0.999296	
WP_000011542.1	OTHER	0.001450	0.998550	
WP_000011687.1	OTHER	0.001707	0.998293	
WP_000011688.1	OTHER	0.000322	0.999678	
WP_000011826.1	OTHER	0.332943	0.667057	
WP_000017736.1	OTHER	0.000784	0.999216	
WP_000018608.1	OTHER	0.000653	0.999347	
WP_000019127.1	OTHER	0.021663	0.978337	
WP_000019691.1	OTHER	0.000293	0.999707	
WP_000019734.1	OTHER	0.001009	0.998991	
WP_000020304.1	OTHER	0.000820	0.999180	
WP_000020347.1	OTHER	0.040024	0.959976	
WP_000020814.1	OTHER	0.000943	0.999057	
WP_000020853.1	OTHER	0.006726	0.993274	
WP_000021445.1	OTHER	0.000673	0.999327	
WP_000021865.1	OTHER	0.007897	0.992103	
WP_000022323.1	OTHER	0.001602	0.998398	
WP_000023319.1	OTHER	0.002282	0.997718	
WP_000024139.1	OTHER	0.001668	0.998332	
WP_000024827.1	OTHER	0.000502	0.999498	
WP_000025274.1	OTHER	0.000335	0.999665	
WP_000025835.1	OTHER	0.002730	0.997270	
WP_000026189.1	OTHER	0.377695	0.622305	
WP_000026308.1	OTHER	0.000340	0.999660	
WP_000027919.1	OTHER	0.000247	0.999753	
WP_000028663.1	OTHER	0.000718	0.999282	
WP_000028669.1	OTHER	0.000718	0.999282	
WP_000029196.1	OTHER	0.079154	0.920846	
WP_000029430.1	OTHER	0.456813	0.543187	
WP_000029536.1	OTHER	0.000425	0.999575	
WP_000030072.1	OTHER	0.000374	0.999626	
WP_000030811.1	OTHER	0.000772	0.999228	
WP_000031108.1	OTHER	0.000561	0.999439	
WP_000031262.1	OTHER	0.000912	0.999088	
WP_000031401.1	OTHER	0.000499	0.999501	
WP_000031490.1	OTHER	0.000751	0.999249	
WP_000031892.1	OTHER	0.000229	0.999771	
WP_000032657.1	OTHER	0.000223	0.999777	
WP_000032740.1	OTHER	0.000773	0.999227	
WP_000032836.1	SP(Sec/SPI)	0.656308	0.343692	CS pos: 22-23. CSN-IE. Pr: 0.2037
WP_000032848.1	OTHER	0.001248	0.998752	
WP_000033477.1	OTHER	0.000864	0.999136	
WP_000034497.1	OTHER	0.008473	0.991527	
WP_000034716.1	OTHER	0.001467	0.998533	
WP_000034728.1	OTHER	0.000368	0.999632	
WP_000034846.1	SP(Sec/SPI)	0.982060	0.017940	CS pos: 27-28. VNC-SE. Pr: 0.8668
WP_000034961.1	SP(Sec/SPI)	0.985984	0.014016	CS pos: 21-22. TAC-GP. Pr: 0.3084
WP_000035058.1	OTHER	0.000706	0.999294	
WP_000035320.1	OTHER	0.000392	0.999608	
WP_000035746.1	OTHER	0.000728	0.999272	
WP_000036002.1	OTHER	0.000542	0.999458	
WP_000036076.1	OTHER	0.000350	0.999650	
WP_000036086.1	OTHER	0.033796	0.966204	
WP_000036330.1	OTHER	0.211452	0.788548	
WP_000036633.1	OTHER	0.000283	0.999717	
WP_000037075.1	OTHER	0.000202	0.999798	
WP_000037322.1	OTHER	0.000397	0.999603	
WP_000038240.1	OTHER	0.276579	0.723421	
WP_000038527.1	OTHER	0.371937	0.628063	
WP_000038968.1	OTHER	0.160728	0.839272	
WP_000040051.1	OTHER	0.002259	0.997741	
