# SignalP-5.0	Organism: euk	Timestamp: 20251009144009
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_125|Q8DPR6|ATP-dependent|XZV84918.1|tpos:1-1216	OTHER	0.000690	0.999310	
antigen_186|Q8DQZ7|DNA|XZV86061.1|tpos:1-353	OTHER	0.002676	0.997324	
antigen_187|Q97PT5|ATP|XZV85067.1|tpos:1-292	OTHER	0.000326	0.999674	
antigen_188|Q97R94|Gamma-glutamyl|XZV86531.1|tpos:1-420	OTHER	0.000306	0.999694	
antigen_7|B5E216|Regulatory|XZV85399.1|tpos:1-258	OTHER	0.000519	0.999481	
antigen_0|B8ZN62|Anthranilate|XZV85331.1|tpos:1-334	OTHER	0.000583	0.999417	
antigen_75|P22976|Probable|XZV85508.1|tpos:1-658	OTHER	0.002309	0.997691	
antigen_177|Q97QF9|Putative|XZV85001.1|tpos:1-119	OTHER	0.002667	0.997333	
antigen_178|B1IBP0|Nucleoid-associated|XZV84895.1|tpos:1-99	OTHER	0.000804	0.999196	
antigen_179|C1CP95|Large|XZV85872.1|tpos:1-137	OTHER	0.002307	0.997693	
antigen_77|B8ZJJ5|Adenylosuccinate|XZV86598.1|tpos:1-428	OTHER	0.002843	0.997157	
antigen_80|P63733|Carbamoyl|XZV85019.1|tpos:1-359	OTHER	0.002046	0.997954	
antigen_46|Q04JN6|Pyridoxal|XZV86351.1|tpos:1-193	OTHER	0.219208	0.780792	
antigen_47|Q97QW0|UPF0758|XZV84883.1|tpos:1-226	OTHER	0.000639	0.999361	
antigen_48|C1CIB5|Large|XZV85883.1|tpos:1-60	OTHER	0.000676	0.999324	
antigen_49|C1CIA3|Small|XZV85871.1|tpos:1-217	OTHER	0.000763	0.999237	
antigen_89|B2IPT6|Galactose-6-phosphate|XZV84950.1|tpos:1-171	OTHER	0.004595	0.995405	
antigen_93|B2ISI0|Leucine--tRNA|XZV85907.1|tpos:1-833	OTHER	0.001334	0.998666	
antigen_4|C1CUF5|Ribosomal|XZV85701.1|tpos:1-159	OTHER	0.000324	0.999676	
antigen_136|C1CIA0|Large|XZV85868.1|tpos:1-277	OTHER	0.000568	0.999432	
antigen_84|B8ZL30|Small|XZV85946.1|tpos:1-130	OTHER	0.001270	0.998730	
antigen_85|Q04KB7|Elongation|XZV84954.1|tpos:1-607	OTHER	0.000302	0.999698	
antigen_55|B1ICA2|UPF0122|XZV85031.1|tpos:1-110	OTHER	0.000452	0.999548	
antigen_56|B1I8Q1|Protein|XZV85428.1|tpos:1-388	OTHER	0.000846	0.999154	
antigen_57|Q04KB1|Exodeoxyribonuclease|XZV84960.1|tpos:1-70	OTHER	0.000178	0.999822	
antigen_137|B2IS65|Small|XZV85889.1|tpos:1-121	OTHER	0.001050	0.998950	
antigen_138|C1CCB4|UPF0371|XZV85974.1|tpos:1-494	OTHER	0.000653	0.999347	
antigen_159|C1CN42|N-acetyldiaminopimelate|XZV85565.1|tpos:1-376	OTHER	0.000747	0.999253	
antigen_111|B5E677|ATP|XZV85072.1|tpos:1-66	OTHER	0.438157	0.561843	
antigen_112|C1CEF3|Galactose-6-phosphate|XZV84950.1|tpos:1-171	OTHER	0.004595	0.995405	
antigen_72|B5E699|Probable|XZV85089.1|tpos:1-311	OTHER	0.001126	0.998874	
antigen_73|Q04J98|D-alanine--D-alanine|XZV85206.1|tpos:1-347	OTHER	0.009035	0.990965	
antigen_154|C1C631|Thymidylate|XZV86224.1|tpos:1-279	OTHER	0.000329	0.999671	
antigen_155|C1CRW1|Gamma-glutamyl|XZV86531.1|tpos:1-420	OTHER	0.000306	0.999694	
antigen_189|Q8DR26|Endonuclease|XZV86018.1|tpos:1-778	OTHER	0.000214	0.999786	
antigen_101|C1CR07|Large|XZV85042.1|tpos:15-94	OTHER	0.000739	0.999261	
antigen_102|C1CTZ5|Glycerol-3-phosphate|XZV85561.1|tpos:1-338	OTHER	0.020925	0.979075	
antigen_103|B5E2W4|Acetate|XZV85521.1|tpos:1-396	OTHER	0.001352	0.998648	
antigen_50|Q8DPS6|1,4-alpha-glucan|XZV84910.1|tpos:1-642	OTHER	0.000602	0.999398	
antigen_12|C1CQY3|UPF0342|XZV86432.1|tpos:1-112	OTHER	0.000413	0.999587	
antigen_197|B5E3R6|D-alanyl|XZV85648.1|tpos:1-79	OTHER	0.000211	0.999789	
antigen_198|C1C9H7|Co-chaperonin|XZV85404.1|tpos:1-94	OTHER	0.001921	0.998079	
antigen_199|B2INH7|L-fucose|XZV85632.1|tpos:1-588	OTHER	0.002758	0.997242	
antigen_120|C1CSV9|Alanine|XZV85230.1|tpos:1-367	OTHER	0.002023	0.997977	
antigen_121|B2IS93|tRNA(Met)|XZV85267.1|tpos:1-365	OTHER	0.001459	0.998541	
antigen_139|C1CSS4|Isoleucine--tRNA|XZV85196.1|tpos:1-930	OTHER	0.001943	0.998057	
antigen_67|B8ZKQ6|Large|XZV85892.1|tpos:1-128	OTHER	0.000351	0.999649	
antigen_68|B8ZKF8|Large|XZV85866.1|tpos:1-207	OTHER	0.000561	0.999439	
antigen_69|C1CEN2|Bifunctional|XZV85021.1|tpos:1-173	OTHER	0.000390	0.999610	
antigen_70|P65887|Adenylosuccinate|XZV86598.1|tpos:1-428	OTHER	0.002843	0.997157	
antigen_52|Q8CWR9|Small|XZV86479.1|tpos:1-400	OTHER	0.000399	0.999601	
antigen_53|C1CGA0|Segregation|XZV85377.1|tpos:1-242	OTHER	0.000430	0.999570	
