accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000011826.1,0.0024,0.1841,0.0031,0.8104,0.0,0.0,0.332943,0.667057,0.447837,0.54715,0.005013
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.656308,0.343692,0.589233,0.410397,0.000369
WP_000034846.1,0.0015,0.9964,0.0,0.0021,0.0,0.0,0.98206,0.01794,0.003795,0.996079,0.000126
WP_000034961.1,0.0034,0.0237,0.0,0.9729,0.0,0.0,0.985984,0.014016,0.013275,0.9866,0.000125
WP_000041897.1,0.0002,0.9993,0.0,0.0005,0.0,0.0,0.862267,0.137733,0.073357,0.915442,0.011202
WP_000110600.1,0.0004,0.0041,0.0158,0.9797,0.0,0.0,0.602578,0.397422,0.377154,0.620097,0.002749
WP_000111117.1,0.0,0.0047,0.0009,0.9944,0.0,0.0,0.606395,0.393605,0.002222,0.997778,1e-06
WP_000120296.1,0.592,0.1927,0.0002,0.215,0.0,0.0,0.853768,0.146232,0.060069,0.938882,0.001049
WP_000162810.1,0.0012,0.0155,0.0,0.9832,0.0,0.0,0.996124,0.003876,0.004365,0.995456,0.000179
WP_000185319.1,0.0089,0.986,0.0018,0.0034,0.0,0.0,0.798258,0.201742,0.091697,0.890188,0.018116
WP_000197018.1,0.047,0.0936,0.0003,0.8591,0.0,0.0,0.984158,0.015842,0.000203,0.99977,2.7e-05
WP_000205307.1,0.0,0.0103,0.0,0.9897,0.0,0.0,0.075086,0.924914,0.122198,0.862556,0.015246
WP_000216725.1,0.002,0.3665,0.0009,0.6306,0.0,0.0,0.29663,0.70337,0.38854,0.610888,0.000571
WP_000222267.1,0.0069,0.9931,0.0,0.0001,0.0,0.0,0.68447,0.31553,0.454919,0.531487,0.013594
WP_000230292.1,0.0,0.0665,0.0003,0.9332,0.0,0.0,0.757026,0.242974,0.012596,0.987069,0.000335
WP_000239610.1,0.0017,0.9976,0.0,0.0007,0.0,0.0,0.76104,0.23896,0.043837,0.954277,0.001886
WP_000246909.1,0.0,0.0049,0.0,0.9951,0.0,0.0,0.066403,0.933597,0.243109,0.753541,0.00335
WP_000267034.1,0.0001,0.5348,0.0005,0.4646,0.0,0.0,0.061929,0.938071,0.282483,0.657076,0.06044
WP_000278088.1,0.0012,0.9972,0.0001,0.0015,0.0,0.0,0.995811,0.004189,0.000735,0.99925,1.5e-05
WP_000365312.1,0.0,0.0004,0.0,0.9996,0.0,0.0,0.50379,0.49621,0.9618,0.03787,0.00033
WP_000428172.1,0.07,0.0472,0.0299,0.8529,0.0,0.0,0.305556,0.694444,0.435751,0.543349,0.0209
WP_000455861.1,0.0001,0.9994,0.0,0.0005,0.0,0.0,0.948565,0.051435,0.005652,0.994255,9.3e-05
WP_000466748.1,0.0,0.0294,0.0002,0.9704,0.0,0.0,0.483227,0.516773,0.056469,0.89812,0.045411
WP_000467123.1,0.0,0.0,0.0,1.0,0.0,0.0,0.842024,0.157976,0.956535,0.042457,0.001008
WP_000472256.1,0.0001,0.0224,0.0006,0.9769,0.0,0.0,0.029623,0.970377,0.451962,0.54502,0.003019
WP_000473596.1,0.0003,0.9994,0.0,0.0003,0.0,0.0,0.944259,0.055741,0.016791,0.947661,0.035548
WP_000476346.1,0.0418,0.751,0.0018,0.2054,0.0,0.0,0.968452,0.031548,0.002932,0.995563,0.001505
WP_000476865.1,0.0174,0.8317,0.0039,0.147,0.0,0.0,0.973714,0.026286,0.002735,0.996639,0.000626
WP_000482652.1,0.0,0.0859,0.0007,0.9135,0.0,0.0,0.051355,0.948645,0.1189,0.380859,0.50024
WP_000499650.1,0.0029,0.9729,0.0001,0.0242,0.0,0.0,0.49774,0.50226,0.376909,0.608963,0.014128
WP_000517183.1,0.0162,0.2461,0.0002,0.7376,0.0,0.0,0.975591,0.024409,0.003441,0.996532,2.7e-05
WP_000540323.1,0.0006,0.6755,0.0003,0.3237,0.0,0.0,0.792772,0.207228,0.179918,0.810211,0.00987
WP_000540879.1,0.0083,0.2217,0.0001,0.7698,0.0,0.0,0.959501,0.040499,0.015051,0.984815,0.000134
WP_000542365.1,0.003,0.1596,0.0002,0.8372,0.0,0.0,0.958244,0.041756,0.002512,0.997418,7e-05
WP_000549222.1,0.0051,0.1005,0.0002,0.8941,0.0,0.0,0.983232,0.016768,0.014335,0.985598,6.7e-05
WP_000556760.1,0.0,0.0037,0.0,0.9963,0.0,0.0,0.1388,0.8612,0.49072,0.508869,0.000411
WP_000581871.1,0.002,0.2212,0.0001,0.7768,0.0,0.0,0.506937,0.493063,0.399716,0.595362,0.004922
WP_000581894.1,0.0001,0.1206,0.0,0.8793,0.0,0.0,0.122076,0.877924,0.441593,0.554845,0.003562
WP_000582326.1,0.0,0.0006,0.0001,0.9993,0.0,0.0,0.881381,0.118619,0.27545,0.723701,0.000849
WP_000592307.1,0.0,0.0,0.0,1.0,0.0,0.0,0.37601,0.62399,0.247429,0.742542,0.010029
