accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
YP_498631.1,0.7627,0.1321,0.0005,0.1047,0.0,0.0,0.978745,0.021255,0.016685,0.983177,0.000138
YP_498634.1,0.0,0.028,0.0027,0.9692,0.0,0.0,0.049875,0.950125,0.334746,0.665091,0.000163
YP_498656.1,0.0,1.0,0.0,0.0,0.0,0.0,0.971647,0.028353,0.001103,0.998845,5.1e-05
YP_498657.1,0.0037,0.2349,0.0006,0.7608,0.0,0.0,0.887789,0.112211,0.0163,0.983186,0.000514
YP_498658.1,0.002,0.2435,0.0004,0.7542,0.0,0.0,0.858095,0.141905,0.026198,0.972666,0.001136
YP_498659.1,0.0031,0.22,0.0006,0.7764,0.0,0.0,0.8743,0.1257,0.019684,0.979354,0.000963
YP_498660.1,0.0064,0.1799,0.0009,0.8128,0.0,0.0,0.92247,0.07753,0.017605,0.980845,0.00155
YP_498670.1,0.9084,0.0524,0.0001,0.039,0.0,0.0,0.494866,0.505134,0.426637,0.557534,0.015829
YP_498674.1,0.0023,0.0039,0.0,0.9938,0.0,0.0,0.989597,0.010403,0.004572,0.995134,0.000294
YP_498695.1,0.0216,0.9768,0.0001,0.0015,0.0,0.0,0.919945,0.080055,0.012373,0.986584,0.001043
YP_498705.1,0.0004,0.0524,0.0001,0.9472,0.0,0.0,0.991114,0.008886,0.002443,0.997489,6.8e-05
YP_498706.1,0.0504,0.9471,0.0001,0.0025,0.0,0.0,0.873072,0.126928,0.019383,0.975618,0.005
YP_498737.1,0.004,0.3054,0.004,0.6866,0.0,0.0,0.908139,0.091861,0.034167,0.963712,0.002121
YP_498754.1,0.0,0.0006,0.0002,0.9991,0.0,0.0,0.783611,0.216389,0.562876,0.431294,0.00583
YP_498767.1,0.0259,0.283,0.0005,0.6907,0.0,0.0,0.993071,0.006929,0.000975,0.998938,8.7e-05
YP_498769.1,0.0001,0.063,0.0001,0.9368,0.0,0.0,0.780841,0.219159,0.121824,0.877049,0.001126
YP_498773.1,0.0034,0.0237,0.0,0.9729,0.0,0.0,0.985984,0.014016,0.013275,0.9866,0.000125
YP_498783.1,0.005,0.1506,0.0026,0.8419,0.0,0.0,0.991564,0.008436,0.002391,0.9976,9e-06
YP_498789.1,0.2965,0.702,0.0002,0.0013,0.0,0.0,0.917453,0.082547,0.045806,0.952179,0.002014
YP_498790.1,0.0001,0.2232,0.0207,0.756,0.0,0.0,0.118791,0.881209,0.223271,0.248706,0.528023
YP_498800.1,0.0002,0.03,0.0007,0.969,0.0,0.0,0.330915,0.669085,0.099453,0.891634,0.008913
YP_498843.1,0.0011,0.9989,0.0,0.0001,0.0,0.0,0.992216,0.007784,0.002205,0.997779,1.6e-05
