accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000011827.1,0.0027,0.1951,0.0035,0.7987,0.0,0.0,0.332943,0.667057,0.447837,0.54715,0.005013
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.656308,0.343692,0.589233,0.410397,0.000369
WP_000034978.1,0.0026,0.0211,0.0001,0.9762,0.0,0.0,0.975296,0.024704,0.018962,0.98081,0.000228
WP_000037500.1,0.003,0.5065,0.0001,0.4904,0.0,0.0,0.212909,0.787091,0.478908,0.5161,0.004993
WP_000038220.1,0.0008,0.3067,0.0002,0.6923,0.0,0.0,0.222389,0.777611,0.458688,0.540551,0.000761
WP_000079140.1,0.0,0.0162,0.0003,0.9834,0.0,0.0,0.863929,0.136071,0.002863,0.996994,0.000143
WP_000110603.1,0.0004,0.0041,0.0143,0.9811,0.0,0.0,0.602578,0.397422,0.377853,0.619415,0.002732
WP_000111116.1,0.0,0.0036,0.0004,0.9959,0.0,0.0,0.617342,0.382658,0.002603,0.997396,1e-06
WP_000120330.1,0.5511,0.2027,0.0002,0.2461,0.0,0.0,0.720289,0.279711,0.13089,0.86499,0.00412
WP_000162804.1,0.0011,0.0154,0.0,0.9835,0.0,0.0,0.996284,0.003716,0.004195,0.99563,0.000175
WP_000182553.1,0.0034,0.9966,0.0,0.0,0.0,0.0,0.609856,0.390144,0.514184,0.479013,0.006803
WP_000185311.1,0.0079,0.9873,0.0021,0.0027,0.0,0.0,0.797283,0.202717,0.099306,0.878697,0.021997
WP_000197096.1,0.0547,0.1165,0.0003,0.8284,0.0,0.0,0.9853,0.0147,0.00042,0.999556,2.4e-05
WP_000205307.1,0.0,0.0103,0.0,0.9897,0.0,0.0,0.075086,0.924914,0.122198,0.862556,0.015246
WP_000216727.1,0.002,0.3725,0.001,0.6245,0.0,0.0,0.29663,0.70337,0.388684,0.610683,0.000633
WP_000222271.1,0.0074,0.9926,0.0,0.0001,0.0,0.0,0.68639,0.31361,0.494146,0.495117,0.010737
WP_000239619.1,0.0022,0.9971,0.0,0.0008,0.0,0.0,0.386611,0.613389,0.22506,0.772468,0.002472
WP_000246909.1,0.0,0.0049,0.0,0.9951,0.0,0.0,0.066403,0.933597,0.243109,0.753541,0.00335
WP_000265043.1,0.0022,0.4145,0.0078,0.5755,0.0,0.0,0.947585,0.052415,0.001284,0.998692,2.4e-05
WP_000265258.1,0.0015,0.279,0.0013,0.7182,0.0,0.0,0.465546,0.534454,0.028542,0.971229,0.000229
WP_000267034.1,0.0001,0.5348,0.0005,0.4646,0.0,0.0,0.061929,0.938071,0.282483,0.657076,0.06044
WP_000277154.1,0.0337,0.9365,0.0,0.0298,0.0,0.0,0.958644,0.041356,0.007506,0.992238,0.000256
WP_000339142.1,0.0007,0.068,0.0018,0.9296,0.0,0.0,0.754172,0.245828,0.037778,0.961428,0.000795
WP_000365308.1,0.0,0.0005,0.0,0.9995,0.0,0.0,0.512282,0.487718,0.958424,0.041266,0.00031
WP_000428172.1,0.07,0.0472,0.0299,0.8529,0.0,0.0,0.305556,0.694444,0.435751,0.543349,0.0209
WP_000455735.1,0.0077,0.4171,0.0001,0.5751,0.0,0.0,0.844857,0.155143,0.117726,0.881998,0.000276
WP_000466746.1,0.0,0.0295,0.0003,0.9702,0.0,0.0,0.490733,0.509267,0.059731,0.895612,0.044657
WP_000467123.1,0.0,0.0,0.0,1.0,0.0,0.0,0.842024,0.157976,0.956535,0.042457,0.001008
WP_000472257.1,0.0001,0.0156,0.0003,0.984,0.0,0.0,0.029623,0.970377,0.472085,0.524793,0.003122
WP_000476878.1,0.0088,0.8372,0.0039,0.1502,0.0,0.0,0.984206,0.015794,0.001773,0.99791,0.000317
WP_000482647.1,0.0,0.0923,0.0012,0.9065,0.0,0.0,0.027077,0.972923,0.162157,0.364401,0.473442
WP_000499651.1,0.0029,0.9756,0.0001,0.0214,0.0,0.0,0.470049,0.529951,0.395346,0.589859,0.014795
WP_000540898.1,0.0036,0.2181,0.0003,0.7781,0.0,0.0,0.951194,0.048806,0.002746,0.997009,0.000245
WP_000540914.1,0.0008,0.4879,0.0001,0.5112,0.0,0.0,0.892292,0.107708,0.012238,0.987263,0.000499
WP_000549234.1,0.004,0.1092,0.0002,0.8867,0.0,0.0,0.982981,0.017019,0.014473,0.985475,5.2e-05
WP_000556757.1,0.0,0.0041,0.0,0.9959,0.0,0.0,0.1424,0.8576,0.484787,0.514838,0.000375
WP_000582326.1,0.0,0.0006,0.0001,0.9993,0.0,0.0,0.881381,0.118619,0.27545,0.723701,0.000849
WP_000592290.1,0.0,0.0,0.0,1.0,0.0,0.0,0.366878,0.633122,0.255764,0.734039,0.010197
WP_000594517.1,0.0004,0.9994,0.0,0.0002,0.0,0.0,0.804704,0.195296,0.048618,0.936095,0.015287
WP_000595237.1,0.0,0.0471,0.0056,0.9473,0.0,0.0,0.267887,0.732113,0.213343,0.786176,0.000481
WP_000595265.1,0.0,0.051,0.0129,0.9361,0.0,0.0,0.353027,0.646973,0.116164,0.883607,0.000229
WP_000595617.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.711699,0.288301,0.041332,0.932365,0.026303
