# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250821202408
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_22|Q8P1C8|Probable|NZ_AP023390.1|tpos:94047-94176	noTP	0.971147	0.003044	0.025809	
antigen_23|Q5XCA4|Spermidine/putrescine|NZ_AP023390.1|tpos:182021-182245	noTP	0.998194	0.001046	0.000761	
antigen_41|A2REG0|Ribonuclease|NZ_AP023390.1|tpos:446982-447177	noTP	0.999621	0.000307	0.000072	
antigen_191|P0DD86|DNA|NZ_AP023390.1|tpos:10426-10676	noTP	0.999726	0.000233	0.000041	
antigen_117|Q1JE69|Holliday|NZ_AP023390.1|tpos:16793-17124	noTP	0.999937	0.000035	0.000028	
antigen_83|P0DA37|ATP-dependent|NZ_AP023390.1|tpos:4105-4201	noTP	0.982231	0.008592	0.009177	
antigen_112|Q5XDX3|Small|NZ_AP023390.1|tpos:72558-72847	noTP	0.995384	0.002834	0.001782	
antigen_113|Q1JIB1|Protein|NZ_AP023390.1|tpos:111640-111801	noTP	0.994750	0.000951	0.004298	
antigen_151|P0DA05|ATP|NZ_AP023390.1|tpos:45447-45771	noTP	0.979063	0.002030	0.018907	
antigen_189|Q48VX9|DNA|NZ_AP023390.1|tpos:10426-10676	noTP	0.999726	0.000233	0.000041	
antigen_86|P0DG67|Thymidylate|NZ_AP023390.1|tpos:221174-221452	noTP	0.999869	0.000034	0.000097	
antigen_184|Q5XCC0|UvrABC|NZ_AP023390.1|tpos:253060-253657	noTP	0.999756	0.000062	0.000181	
antigen_170|B5XL39|Adenine|NZ_AP023390.1|tpos:234044-234215	noTP	0.999677	0.000198	0.000125	
antigen_176|P0C0H6|Inosine-5'-monophosphate|NZ_AP023390.1|tpos:270408-270628	noTP	0.998225	0.001572	0.000203	
antigen_174|P0DF23|Ribonuclease|NZ_AP023390.1|tpos:60190-60403	noTP	0.996461	0.003147	0.000392	
antigen_133|Q1JDK8|Small|NZ_AP023390.1|tpos:75236-75360	noTP	0.993092	0.000024	0.006884	
antigen_134|Q5XEC0|Large|NZ_AP023390.1|tpos:22351-22528	noTP	0.998026	0.000316	0.001658	
antigen_135|A2RG55|Protein|NZ_AP023390.1|tpos:111640-111801	noTP	0.994750	0.000951	0.004298	
antigen_149|P66021|Peptide|NZ_AP023390.1|tpos:93871-94026	noTP	0.731668	0.091829	0.176503	
antigen_56|Q99YG1|Translation|NZ_AP023390.1|tpos:93879-93999	noTP	0.972144	0.003024	0.024831	
antigen_145|P0DG78|Putative|NZ_AP023390.1|tpos:165976-166300	noTP	0.996801	0.001672	0.001527	
antigen_146|P0DE27|Large|NZ_AP023390.1|tpos:21773-21873	noTP	0.997783	0.000053	0.002164	
antigen_173|Q48UD0|UDP-N-acetylglucosamine|NZ_AP023390.1|tpos:187513-187935	noTP	0.999676	0.000303	0.000021	
antigen_127|P0DG83|Nucleoid-associated|NZ_AP023390.1|tpos:452512-452610	noTP	0.976596	0.000124	0.023280	
antigen_129|A2RG72|ATP-dependent|NZ_AP023390.1|tpos:105351-105546	noTP	0.997261	0.002674	0.000064	
antigen_29|Q1JJ89|DNA|NZ_AP023390.1|tpos:10426-10676	noTP	0.999726	0.000233	0.000041	
antigen_53|Q99ZU3|UvrABC|NZ_AP023390.1|tpos:253060-253657	noTP	0.999756	0.000062	0.000181	
antigen_196|Q1JN21|GTPase|NZ_AP023390.1|tpos:93881-94038	noTP	0.986835	0.005339	0.007826	
antigen_143|Q5XEK9|DNA|NZ_AP023390.1|tpos:10426-10676	noTP	0.999726	0.000233	0.000041	
antigen_121|Q8P1F2|Ferredoxin--NADP|NZ_AP023390.1|tpos:212183-212512	noTP	0.991069	0.008150	0.000780	
antigen_172|A2RF47|Ferredoxin--NADP|NZ_AP023390.1|tpos:212183-212512	noTP	0.991069	0.008150	0.000780	
antigen_131|A2RCI0|Small|NZ_AP023390.1|tpos:75236-75372	noTP	0.995649	0.000016	0.004335	
antigen_2|Q1J6Q6|Spermidine/putrescine|NZ_AP023390.1|tpos:182021-182245	noTP	0.998194	0.001046	0.000761	
antigen_194|Q8P1D1|Thymidylate|NZ_AP023390.1|tpos:221174-221452	noTP	0.999869	0.000034	0.000097	
antigen_75|P0DE67|Small|NZ_AP023390.1|tpos:75236-75372	noTP	0.995649	0.000016	0.004335	
antigen_46|Q48V07|Protein|NZ_AP023390.1|tpos:111640-111801	noTP	0.994750	0.000951	0.004298	
antigen_16|Q48RU8|Translation|NZ_AP023390.1|tpos:93879-93999	noTP	0.972144	0.003024	0.024831	
antigen_44|Q1J776|Ferredoxin--NADP|NZ_AP023390.1|tpos:212183-212512	noTP	0.991069	0.008150	0.000780	
antigen_107|P0DC93|2-dehydropantoate|NZ_AP023390.1|tpos:212923-213229	noTP	0.986970	0.009410	0.003620	
antigen_96|Q5XCB7|tRNA|NZ_AP023390.1|tpos:94053-94221	noTP	0.925925	0.011808	0.062267	
antigen_1|Q8P109|Ribonuclease|NZ_AP023390.1|tpos:446982-447177	noTP	0.999621	0.000307	0.000072	
antigen_39|Q5XDM4|ATP-dependent|NZ_AP023390.1|tpos:105351-105546	noTP	0.997261	0.002674	0.000064	
antigen_13|B5XKP9|ATP|NZ_AP023390.1|tpos:45917-46225	noTP	0.999094	0.000702	0.000204	
antigen_177|Q5XCK7|Orotate|NZ_AP023390.1|tpos:225974-226182	noTP	0.997942	0.000800	0.001257	
antigen_193|P64065|GTPase|NZ_AP023390.1|tpos:93876-94311	noTP	0.951921	0.000972	0.047107	
antigen_93|Q1JLY8|Elongation|NZ_AP023390.1|tpos:93928-94039	noTP	0.999745	0.000232	0.000024	
antigen_178|P0DB81|Isopentenyl-diphosphate|NZ_AP023390.1|tpos:219966-220294	noTP	0.999973	0.000016	0.000011	
antigen_61|P0C0I6|Exotoxin|NZ_AP023390.1|tpos:490896-491015	noTP	0.995549	0.000873	0.003578	
antigen_70|P63548|Adenine|NZ_AP023390.1|tpos:234044-234215	noTP	0.999677	0.000198	0.000125	
antigen_35|Q1J6M7|GMP|NZ_AP023390.1|tpos:270320-270646	noTP	0.999604	0.000094	0.000302	
antigen_50|Q48TU0|Elongation|NZ_AP023390.1|tpos:93928-94039	noTP	0.999745	0.000232	0.000024	
antigen_157|Q5XD18|Putative|NZ_AP023390.1|tpos:165976-166300	noTP	0.996801	0.001672	0.001527	
antigen_10|Q48S05|Holliday|NZ_AP023390.1|tpos:396684-396885	noTP	0.994099	0.000194	0.005707	
antigen_65|A2RD01|Translation|NZ_AP023390.1|tpos:93879-93999	noTP	0.972144	0.003024	0.024831	
antigen_197|Q99ZV8|Elongation|NZ_AP023390.1|tpos:93928-94039	noTP	0.999745	0.000232	0.000024	
antigen_153|P0DB58|dITP/XTP|NZ_AP023390.1|tpos:98639-98966	noTP	0.999968	0.000014	0.000018	
antigen_171|Q1JHF5|Ferredoxin--NADP|NZ_AP023390.1|tpos:212183-212512	noTP	0.991069	0.008150	0.000780	
antigen_183|A2RCY1|Serine--tRNA|NZ_AP023390.1|tpos:133964-134200	noTP	0.999654	0.000159	0.000187	
antigen_20|Q1JDW9|V-type|NZ_AP023390.1|tpos:45846-46316	noTP	0.999489	0.000334	0.000177	
antigen_165|Q8P0G7|UDP-N-acetylglucosamine|NZ_AP023390.1|tpos:187515-187930	noTP	0.996934	0.002814	0.000253	
antigen_114|B5XJ51|Large|NZ_AP023390.1|tpos:22351-22528	noTP	0.998026	0.000316	0.001658	
