# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251012052116
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_132|Q5XEC0|Large|WP_002986629.1|tpos:1-178	noTP	0.998026	0.000316	0.001658	
antigen_133|A2RG55|Protein|WP_002990870.1|tpos:1-162	noTP	0.994750	0.000951	0.004298	
antigen_182|Q1J708|tRNA|WP_031488337.1|tpos:1-299	noTP	0.995950	0.001657	0.002393	
antigen_183|P0DG17|Uncharacterized|WP_002991789.1|tpos:1-451	noTP	0.997357	0.000391	0.002251	
antigen_191|Q8P1D1|Thymidylate|WP_011017679.1|tpos:1-279	noTP	0.999869	0.000034	0.000097	
antigen_192|P0DE64|Small|WP_001118387.1|tpos:1-127	noTP	0.998089	0.000013	0.001898	
antigen_193|Q1JN21|GTPase|WP_002985743.1|tpos:1-298	mTP	0.395713	0.002054	0.602233	CS pos: 32-33. AIM-SD. Pr: 0.1800
antigen_6|P0DA16|Glycerol|WP_053039064.1|tpos:1-508	noTP	0.999856	0.000041	0.000103	
antigen_85|P0DB23|Glycerol-3-phosphate|WP_002986123.1|tpos:1-338	noTP	0.996353	0.003039	0.000608	
antigen_86|Q5X9I0|Protein|WP_002992179.1|tpos:1-378	noTP	0.999973	0.000014	0.000013	
antigen_55|Q5XA61|Small|WP_031488703.1|tpos:1-96	noTP	0.999819	0.000115	0.000066	
antigen_57|P0DC65|NH(3)-dependent|WP_031488497.1|tpos:1-274	noTP	0.999454	0.000198	0.000348	
antigen_58|Q5XA26|tRNA|WP_002988178.1|tpos:1-342	noTP	0.999940	0.000048	0.000012	
antigen_60|Q48QT6|DNA|WP_002993100.1|tpos:1-851	noTP	0.999979	0.000018	0.000003	
antigen_189|B5XK72|Endoribonuclease|WP_002985748.1|tpos:1-165	noTP	0.999952	0.000030	0.000018	
antigen_40|Q48VU3|Small|WP_000529929.1|tpos:1-217	noTP	0.999888	0.000067	0.000045	
antigen_154|Q5XD18|Putative|WP_020905024.1|tpos:1-325	noTP	0.996801	0.001672	0.001527	
antigen_155|Q5X9K2|Formimidoylglutamase|WP_031488632.1|tpos:1-328	noTP	0.999946	0.000026	0.000028	
antigen_41|A2REG0|Ribonuclease|WP_031488275.1|tpos:1-263	noTP	0.999770	0.000057	0.000173	
antigen_42|Q9A1F2|Probable|WP_031488555.1|tpos:1-210	noTP	0.999926	0.000033	0.000041	
antigen_104|Q9A206|Peptidyl-tRNA|WP_002981924.1|tpos:1-189	noTP	0.999767	0.000127	0.000107	
antigen_179|P0CZ88|Glutamate|WP_002985906.1|tpos:1-264	noTP	0.999405	0.000472	0.000124	
antigen_180|A2RCY1|Serine--tRNA|WP_002983351.1|tpos:1-425	noTP	0.999519	0.000033	0.000448	
antigen_88|Q48SL4|Cell|WP_011018004.1|tpos:1-218	noTP	0.999973	0.000001	0.000026	
antigen_89|Q5XCS5|Large|WP_002985110.1|tpos:4-97	noTP	0.919163	0.000295	0.080542	
antigen_113|P60452|Large|WP_002987739.1|tpos:1-208	noTP	0.998594	0.000113	0.001293	
antigen_114|P0DC28|Protein-ADP-ribose|WP_009880444.1|tpos:1-270	noTP	0.986341	0.011551	0.002108	
antigen_140|Q1J6G8|UPF0122|WP_002989745.1|tpos:1-110	noTP	0.999346	0.000450	0.000204	
antigen_141|Q5XEK9|DNA|WP_002986719.1|tpos:1-251	noTP	0.999726	0.000233	0.000041	
