# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251012052106
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_69|P63548|Adenine|SQG54378.1|tpos:1-172	noTP	0.999677	0.000198	0.000125	
antigen_51|P67255|UPF0122|SQG54590.1|tpos:1-113	noTP	0.999485	0.000336	0.000178	
antigen_52|Q1JJ57|Large|SQG53015.1|tpos:1-114	noTP	0.992747	0.000150	0.007103	
antigen_53|Q99ZU3|UvrABC|SQG54488.1|tpos:1-598	noTP	0.999756	0.000062	0.000181	
antigen_94|Q5XCB7|tRNA|SQG54491.1|tpos:1-458	noTP	0.999681	0.000166	0.000153	
antigen_14|P0DB44|Cell|SQG54898.1|tpos:1-108	noTP	0.999860	0.000104	0.000035	
antigen_15|Q1J8Y8|Small|SQG53056.1|tpos:1-127	noTP	0.998089	0.000013	0.001898	
antigen_16|Q48RU8|Translation|SQG54956.1|tpos:1-953	noTP	0.999994	0.000000	0.000005	
antigen_9|P0DF45|Ribosomal|SQG53899.1|tpos:1-237	noTP	0.999962	0.000030	0.000009	
antigen_11|P0DG21|tRNA|SQG54311.1|tpos:1-239	noTP	0.995993	0.003888	0.000118	
antigen_189|B5XK72|Endoribonuclease|SQG54071.1|tpos:1-165	noTP	0.999952	0.000030	0.000018	
antigen_190|P64065|GTPase|SQG53921.1|tpos:1-436	noTP	0.951921	0.000972	0.047107	
antigen_124|Q1JK54|Xaa-Pro|SQG55119.1|tpos:1-760	noTP	0.999529	0.000225	0.000246	
antigen_148|Q1J7G2|ATP|SQG54235.1|tpos:1-178	noTP	0.999980	0.000013	0.000007	
antigen_4|Q1J492|Holliday|SQG55324.1|tpos:1-198	noTP	0.999745	0.000041	0.000214	
antigen_183|P0DG17|Uncharacterized|SQG54866.1|tpos:1-451	noTP	0.998147	0.000401	0.001451	
antigen_111|Q1JIB1|Protein|SQG54036.1|tpos:1-162	noTP	0.994750	0.000951	0.004298	
antigen_112|B5XJ51|Large|SQG53036.1|tpos:1-178	noTP	0.998026	0.000316	0.001658	
antigen_151|P0DB58|dITP/XTP|SQG53952.1|tpos:1-328	noTP	0.999967	0.000015	0.000018	
antigen_45|Q8NZZ1|UPF0398|SQG54899.1|tpos:1-171	noTP	0.999506	0.000221	0.000273	
antigen_46|Q48V07|Protein|SQG54036.1|tpos:1-162	noTP	0.994750	0.000951	0.004298	
antigen_65|Q1JFK8|Ribosomal|SQG54914.1|tpos:22-337	noTP	0.999895	0.000069	0.000036	
antigen_66|B5XMF0|Shikimate|SQG54851.1|tpos:1-292	noTP	0.706864	0.236152	0.056983	
antigen_67|Q8NZG7|tRNA|SQG55132.1|tpos:1-342	noTP	0.999940	0.000048	0.000012	
antigen_175|P0DB81|Isopentenyl-diphosphate|SQG54335.1|tpos:1-329	noTP	0.999963	0.000031	0.000007	
antigen_194|Q99ZV8|Elongation|SQG54476.1|tpos:1-610	noTP	0.999812	0.000011	0.000178	
antigen_119|Q8P1F2|Ferredoxin--NADP|SQG54312.1|tpos:1-330	noTP	0.991595	0.007582	0.000822	
antigen_122|Q8P0H4|Uncharacterized|SQG54707.1|tpos:1-451	noTP	0.999789	0.000058	0.000152	
antigen_184|P0DE91|Small|SQG53017.1|tpos:1-217	noTP	0.999888	0.000067	0.000045	
antigen_178|P65245|Ribose-phosphate|SQG52920.1|tpos:1-320	noTP	0.999168	0.000132	0.000701	
antigen_149|P0DA05|ATP|SQG54238.1|tpos:1-468	noTP	0.999648	0.000250	0.000102	
antigen_150|Q99Y58|Xaa-Pro|SQG55119.1|tpos:1-760	noTP	0.999529	0.000225	0.000246	
antigen_113|P60452|Large|SQG53002.1|tpos:1-208	noTP	0.998594	0.000113	0.001293	
antigen_114|P0DC28|Protein-ADP-ribose|SQG54604.1|tpos:1-270	noTP	0.986341	0.011551	0.002108	
antigen_116|Q8P0Y8|Tyrosine|SQG54587.1|tpos:1-356	noTP	0.999922	0.000011	0.000068	
antigen_185|Q5XAY0|Arginine|SQG54827.1|tpos:1-157	noTP	0.998327	0.000183	0.001490	
antigen_186|Q48VX9|DNA|SQG52925.1|tpos:1-251	noTP	0.999726	0.000233	0.000041	
antigen_187|Q48VY9|Bifunctional|SQG52960.1|tpos:1-515	noTP	0.999823	0.000035	0.000142	
antigen_80|A2RFZ5|Pyrrolidone-carboxylate|SQG54094.1|tpos:1-215	noTP	0.999076	0.000863	0.000061	
antigen_0|P69882|Adenylate|SQG53048.1|tpos:1-212	noTP	0.993900	0.005225	0.000875	
antigen_152|A2RGJ5|D-aminoacyl-tRNA|SQG55214.1|tpos:1-147	noTP	0.989731	0.005817	0.004451	
antigen_153|Q48RY7|Gamma-glutamyl|SQG54917.1|tpos:1-416	noTP	0.805683	0.000784	0.193533	
antigen_156|Q5XDS5|Serine/threonine|SQG53888.1|tpos:1-404	noTP	0.999848	0.000033	0.000119	
antigen_176|P0DG49|Methionine--tRNA|SQG54034.1|tpos:1-665	noTP	0.994088	0.001443	0.004469	
antigen_125|P0DG83|Nucleoid-associated|SQG55122.1|tpos:1-99	noTP	0.994027	0.000099	0.005874	
antigen_126|P0DB00|Beta-ketoacyl-[acyl-carrier-protein]|SQG55042.1|tpos:1-324	noTP	0.997135	0.000812	0.002054	
antigen_127|A2RG72|ATP-dependent|SQG53998.1|tpos:1-196	noTP	0.997261	0.002674	0.000064	
antigen_170|Q48UD0|UDP-N-acetylglucosamine|SQG54241.1|tpos:1-423	noTP	0.999694	0.000282	0.000024	
antigen_171|P0DF23|Ribonuclease|SQG54375.1|tpos:1-309	noTP	0.999050	0.000340	0.000610	
antigen_42|Q9A1F2|Probable|SQG53863.1|tpos:1-210	noTP	0.999929	0.000031	0.000040	
antigen_43|A2RD32|Probable|SQG54923.1|tpos:1-214	noTP	0.993722	0.005644	0.000634	
antigen_44|Q1J776|Ferredoxin--NADP|SQG54312.1|tpos:1-330	noTP	0.991595	0.007582	0.000822	
antigen_82|Q48SZ3|D-alanine--D-alanyl|SQG54679.1|tpos:1-512	noTP	0.999715	0.000267	0.000018	
antigen_117|Q99Y13|Galactose-6-phosphate|SQG55174.1|tpos:1-171	noTP	0.999897	0.000086	0.000017	
