accession,label,feature,subfeature,value
Q83A52,positive,mhci,score,0.3348724721189591
Q83A52,positive,mhci,percentile,0.9208451053283767
Q83A52,positive,mhci,num_peptides,807
Q83A52,positive,mhci,num_strong_binders,250
Q83A52,positive,mhci,num_weak_binders,557
Q83EX8,positive,mhci,score,0.3124807625
Q83EX8,positive,mhci,percentile,0.9808194444444445
Q83EX8,positive,mhci,num_peptides,720
Q83EX8,positive,mhci,num_strong_binders,208
Q83EX8,positive,mhci,num_weak_binders,512
Q83CG9,positive,mhci,score,0.3342297755952381
Q83CG9,positive,mhci,percentile,0.9012690476190476
Q83CG9,positive,mhci,num_peptides,1680
Q83CG9,positive,mhci,num_strong_binders,539
Q83CG9,positive,mhci,num_weak_binders,1141
Q83B22,positive,mhci,score,0.3552299928825623
Q83B22,positive,mhci,percentile,0.8935302491103203
Q83B22,positive,mhci,num_peptides,281
Q83B22,positive,mhci,num_strong_binders,91
Q83B22,positive,mhci,num_weak_binders,190
Q83DG0,positive,mhci,score,0.3360555416666667
Q83DG0,positive,mhci,percentile,0.8895833333333333
Q83DG0,positive,mhci,num_peptides,480
Q83DG0,positive,mhci,num_strong_binders,154
Q83DG0,positive,mhci,num_weak_binders,326
Q83EF6,positive,mhci,score,0.35626689389920424
Q83EF6,positive,mhci,percentile,0.8511962864721485
Q83EF6,positive,mhci,num_peptides,377
Q83EF6,positive,mhci,num_strong_binders,136
Q83EF6,positive,mhci,num_weak_binders,241
Q83A45,positive,mhci,score,0.3163656175548589
Q83A45,positive,mhci,percentile,0.9344639498432602
Q83A45,positive,mhci,num_peptides,319
Q83A45,positive,mhci,num_strong_binders,84
Q83A45,positive,mhci,num_weak_binders,235
Q83DA1,positive,mhci,score,0.32373442073170733
Q83DA1,positive,mhci,percentile,0.9245512195121951
Q83DA1,positive,mhci,num_peptides,820
Q83DA1,positive,mhci,num_strong_binders,257
Q83DA1,positive,mhci,num_weak_binders,563
Q83CP4,positive,mhci,score,0.3410832996254682
Q83CP4,positive,mhci,percentile,0.8895093632958802
Q83CP4,positive,mhci,num_peptides,267
Q83CP4,positive,mhci,num_strong_binders,85
Q83CP4,positive,mhci,num_weak_binders,182
A0A0M4PLT0,positive,mhci,score,0.34728026315789473
A0A0M4PLT0,positive,mhci,percentile,0.8996973684210526
A0A0M4PLT0,positive,mhci,num_peptides,152
A0A0M4PLT0,positive,mhci,num_strong_binders,48
A0A0M4PLT0,positive,mhci,num_weak_binders,104
Q83DH8,positive,mhci,score,0.3377330528691167
Q83DH8,positive,mhci,percentile,0.9056254029658285
Q83DH8,positive,mhci,num_peptides,1551
Q83DH8,positive,mhci,num_strong_binders,502
Q83DH8,positive,mhci,num_weak_binders,1049
Q83DG3,positive,mhci,score,0.3598306210526316
Q83DG3,positive,mhci,percentile,0.8849263157894737
Q83DG3,positive,mhci,num_peptides,190
Q83DG3,positive,mhci,num_strong_binders,64
Q83DG3,positive,mhci,num_weak_binders,126
Q83DH7,positive,mhci,score,0.3322627361419069
Q83DH7,positive,mhci,percentile,0.9294412416851441
Q83DH7,positive,mhci,num_peptides,451
