# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251029095651
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_362|A0A641A5V3||WP_000824491.1|tpos:1-185	SP	0.017277	0.980283	0.002440	CS pos: 26-27. AKA-LV. Pr: 0.3705
antigen_400|A0A2Y9TLI2|triacylglycerol|WP_000842033.1|tpos:1-680	SP	0.139222	0.858362	0.002416	CS pos: 32-33. GQA-QA. Pr: 0.6514
antigen_475|A0A389UE07||WP_000794663.1|tpos:1-241	SP	0.014583	0.972222	0.013194	CS pos: 23-24. ATS-QS. Pr: 0.6948
antigen_478|A0AAE8PCR4|Bifunctional|WP_001074519.1|tpos:1-1257	SP	0.243812	0.752412	0.003777	CS pos: 29-30. VQA-AE. Pr: 0.4274
antigen_598|A0A0D6GBK0||WP_000782834.1|tpos:1-233	SP	0.007165	0.988661	0.004174	CS pos: 22-23. VNT-VT. Pr: 0.6458
antigen_585|A0A1S6DSG8||WP_000977788.1|tpos:1-256	SP	0.024223	0.973776	0.002001	CS pos: 23-24. ITA-GC. Pr: 0.2236
antigen_587|A0A266CN08||WP_000977788.1|tpos:2-256	SP	0.017334	0.981786	0.000880	CS pos: 22-23. ITA-GC. Pr: 0.2482
antigen_663|A0A0D6GUP8||WP_001228158.1|tpos:1-322	SP	0.021409	0.974454	0.004137	CS pos: 18-19. AYA-HI. Pr: 0.9263
antigen_665|H6UH57||WP_029651361.1|tpos:5-476	SP	0.031397	0.957346	0.011257	CS pos: 28-29. AIA-QS. Pr: 0.6689
antigen_666|A0A2C9TMN6||WP_000714027.1|tpos:1-140	SP	0.396318	0.603666	0.000016	CS pos: 23-24. IYA-AI. Pr: 0.3526
antigen_247|A0AAJ4YW98||WP_000749385.1|tpos:1-279	SP	0.002328	0.997174	0.000498	CS pos: 24-25. AHA-QQ. Pr: 0.8603
antigen_517|Q6GHV3|High-affinity|WP_001220201.1|tpos:1-292	SP	0.003476	0.992244	0.004280	CS pos: 22-23. CQS-SS. Pr: 0.5638
antigen_544|A0A3A3ALI8||WP_000835979.1|tpos:15-259	noTP	0.951881	0.048053	0.000066	
