accession,label,feature,subfeature,value
A5UBB0,random,mhci,score,0.3552630592592593
A5UBB0,random,mhci,percentile,0.8623185185185185
A5UBB0,random,mhci,num_peptides,135
A5UBB0,random,mhci,num_strong_binders,48
A5UBB0,random,mhci,num_weak_binders,87
Q4QLV1,random,mhci,score,0.3223878333333333
Q4QLV1,random,mhci,percentile,0.8994545454545455
Q4QLV1,random,mhci,num_peptides,66
Q4QLV1,random,mhci,num_strong_binders,18
Q4QLV1,random,mhci,num_weak_binders,48
A5UCR5,random,mhci,score,0.3030128826405868
A5UCR5,random,mhci,percentile,0.9829242053789731
A5UCR5,random,mhci,num_peptides,409
A5UCR5,random,mhci,num_strong_binders,107
A5UCR5,random,mhci,num_weak_binders,302
Q48211,random,mhci,score,0.3092564231625835
Q48211,random,mhci,percentile,0.9158507795100223
Q48211,random,mhci,num_peptides,449
Q48211,random,mhci,num_strong_binders,135
Q48211,random,mhci,num_weak_binders,314
A5UDJ5,random,mhci,score,0.3006824520547945
A5UDJ5,random,mhci,percentile,1.0133698630136987
A5UDJ5,random,mhci,num_peptides,73
A5UDJ5,random,mhci,num_strong_binders,20
A5UDJ5,random,mhci,num_weak_binders,53
P44460,random,mhci,score,0.3271284428571429
P44460,random,mhci,percentile,0.9336542857142858
P44460,random,mhci,num_peptides,350
P44460,random,mhci,num_strong_binders,94
P44460,random,mhci,num_weak_binders,256
P44661,random,mhci,score,0.32681740563991324
P44661,random,mhci,percentile,0.9129826464208243
P44661,random,mhci,num_peptides,461
P44661,random,mhci,num_strong_binders,129
P44661,random,mhci,num_weak_binders,332
P44119,random,mhci,score,0.3516290550847458
P44119,random,mhci,percentile,0.8917415254237288
P44119,random,mhci,num_peptides,236
P44119,random,mhci,num_strong_binders,79
P44119,random,mhci,num_weak_binders,157
P44189,random,mhci,score,0.3643578037383178
P44189,random,mhci,percentile,0.8254112149532711
P44189,random,mhci,num_peptides,107
P44189,random,mhci,num_strong_binders,37
P44189,random,mhci,num_weak_binders,70
P44882,random,mhci,score,0.33262466009852215
P44882,random,mhci,percentile,0.8970689655172414
P44882,random,mhci,num_peptides,203
P44882,random,mhci,num_strong_binders,62
P44882,random,mhci,num_weak_binders,141
Q57223,random,mhci,score,0.33377858490566037
Q57223,random,mhci,percentile,0.9056179245283019
Q57223,random,mhci,num_peptides,212
Q57223,random,mhci,num_strong_binders,61
Q57223,random,mhci,num_weak_binders,151
A5UH41,random,mhci,score,0.3283066876712329
A5UH41,random,mhci,percentile,0.9515123287671233
A5UH41,random,mhci,num_peptides,365
A5UH41,random,mhci,num_strong_binders,112
A5UH41,random,mhci,num_weak_binders,253
P44500,random,mhci,score,0.32244833529411765
P44500,random,mhci,percentile,0.9083823529411764
P44500,random,mhci,num_peptides,340
P44500,random,mhci,num_strong_binders,107
P44500,random,mhci,num_weak_binders,233
P44615,random,mhci,score,0.3160503110465116
P44615,random,mhci,percentile,0.9473299418604652
P44615,random,mhci,num_peptides,688
P44615,random,mhci,num_strong_binders,198
P44615,random,mhci,num_weak_binders,490
P45199,random,mhci,score,0.35184774912891986
P45199,random,mhci,percentile,0.8605993031358885
P45199,random,mhci,num_peptides,287
P45199,random,mhci,num_strong_binders,96
P45199,random,mhci,num_weak_binders,191
P45106,random,mhci,score,0.34344925
P45106,random,mhci,percentile,0.9117528089887641
P45106,random,mhci,num_peptides,356
P45106,random,mhci,num_strong_binders,120
P45106,random,mhci,num_weak_binders,236
A5UCP4,random,mhci,score,0.32383484274193547
A5UCP4,random,mhci,percentile,0.9559435483870968
A5UCP4,random,mhci,num_peptides,248
A5UCP4,random,mhci,num_strong_binders,68
A5UCP4,random,mhci,num_weak_binders,180
A5UGC4,random,mhci,score,0.3081717973421927
A5UGC4,random,mhci,percentile,0.9775481727574751
A5UGC4,random,mhci,num_peptides,301
A5UGC4,random,mhci,num_strong_binders,81
A5UGC4,random,mhci,num_weak_binders,220
A5UDN8,random,mhci,score,0.32530389002557547
A5UDN8,random,mhci,percentile,0.9199795396419437
A5UDN8,random,mhci,num_peptides,391
A5UDN8,random,mhci,num_strong_binders,118
A5UDN8,random,mhci,num_weak_binders,273
P44103,random,mhci,score,0.3352390157303371
P44103,random,mhci,percentile,0.901191011235955
P44103,random,mhci,num_peptides,445
P44103,random,mhci,num_strong_binders,151
P44103,random,mhci,num_weak_binders,294
P43701,random,mhci,score,0.32340739143426295
P43701,random,mhci,percentile,0.9197280876494024
P43701,random,mhci,num_peptides,1004
P43701,random,mhci,num_strong_binders,292
P43701,random,mhci,num_weak_binders,712
O86228,random,mhci,score,0.35487375
O86228,random,mhci,percentile,0.8529558823529412
O86228,random,mhci,num_peptides,136
O86228,random,mhci,num_strong_binders,48
O86228,random,mhci,num_weak_binders,88
P44659,random,mhci,score,0.3333500034364261
P44659,random,mhci,percentile,0.924553264604811
P44659,random,mhci,num_peptides,291
P44659,random,mhci,num_strong_binders,91
P44659,random,mhci,num_weak_binders,200
A5UA77,random,mhci,score,0.3226339022556391
A5UA77,random,mhci,percentile,0.9645488721804512
A5UA77,random,mhci,num_peptides,133
A5UA77,random,mhci,num_strong_binders,42
A5UA77,random,mhci,num_weak_binders,91
P45252,random,mhci,score,0.32595116622691295
P45252,random,mhci,percentile,0.9028390501319261
P45252,random,mhci,num_peptides,379
P45252,random,mhci,num_strong_binders,116
P45252,random,mhci,num_weak_binders,263
A5UID3,random,mhci,score,0.3678351794871795
A5UID3,random,mhci,percentile,0.879724358974359
A5UID3,random,mhci,num_peptides,156
A5UID3,random,mhci,num_strong_binders,55
A5UID3,random,mhci,num_weak_binders,101
P44569,random,mhci,score,0.33792990728476824
P44569,random,mhci,percentile,0.8959364238410596
P44569,random,mhci,num_peptides,755
P44569,random,mhci,num_strong_binders,249
P44569,random,mhci,num_weak_binders,506
A4N8V8,random,mhci,score,0.3032648455497382
A4N8V8,random,mhci,percentile,0.9754921465968587
A4N8V8,random,mhci,num_peptides,382
A4N8V8,random,mhci,num_strong_binders,97
A4N8V8,random,mhci,num_weak_binders,285
P44096,random,mhci,score,0.3295373298969072
P44096,random,mhci,percentile,0.9486546391752577
P44096,random,mhci,num_peptides,194
P44096,random,mhci,num_strong_binders,58
P44096,random,mhci,num_weak_binders,136
P45024,random,mhci,score,0.3222653723076923
P45024,random,mhci,percentile,0.96668
P45024,random,mhci,num_peptides,325
P45024,random,mhci,num_strong_binders,91
P45024,random,mhci,num_weak_binders,234
A5UEN9,random,mhci,score,0.32079027545454547
A5UEN9,random,mhci,percentile,0.9561309090909091
A5UEN9,random,mhci,num_peptides,1100
A5UEN9,random,mhci,num_strong_binders,327
A5UEN9,random,mhci,num_weak_binders,773
P44621,random,mhci,score,0.332947754491018
P44621,random,mhci,percentile,0.9249421157684631
P44621,random,mhci,num_peptides,501
P44621,random,mhci,num_strong_binders,151
P44621,random,mhci,num_weak_binders,350
P44294,random,mhci,score,0.33683232727272727
P44294,random,mhci,percentile,0.9535454545454546
P44294,random,mhci,num_peptides,55
P44294,random,mhci,num_strong_binders,15
P44294,random,mhci,num_weak_binders,40
A5UEI7,random,mhci,score,0.31773743322475567
A5UEI7,random,mhci,percentile,0.9269087947882736
A5UEI7,random,mhci,num_peptides,307
A5UEI7,random,mhci,num_strong_binders,86
A5UEI7,random,mhci,num_weak_binders,221
P44199,random,mhci,score,0.297592837398374
P44199,random,mhci,percentile,0.9489674796747968
P44199,random,mhci,num_peptides,123
P44199,random,mhci,num_strong_binders,41
P44199,random,mhci,num_weak_binders,82
P44598,random,mhci,score,0.32119522289156627
P44598,random,mhci,percentile,0.9539156626506025
P44598,random,mhci,num_peptides,166
P44598,random,mhci,num_strong_binders,47
P44598,random,mhci,num_weak_binders,119
P44679,random,mhci,score,0.36027851243781095
P44679,random,mhci,percentile,0.8798208955223881
P44679,random,mhci,num_peptides,201
P44679,random,mhci,num_strong_binders,62
P44679,random,mhci,num_weak_binders,139
P45300,random,mhci,score,0.33156085826771653
P45300,random,mhci,percentile,0.9150157480314961
P45300,random,mhci,num_peptides,127
P45300,random,mhci,num_strong_binders,38
P45300,random,mhci,num_weak_binders,89
P44255,random,mhci,score,0.31623068055555553
P44255,random,mhci,percentile,0.9269305555555556
P44255,random,mhci,num_peptides,216
P44255,random,mhci,num_strong_binders,64
P44255,random,mhci,num_weak_binders,152
P43837,random,mhci,score,0.33173966139240507
P43837,random,mhci,percentile,0.906334388185654
P43837,random,mhci,num_peptides,948
P43837,random,mhci,num_strong_binders,289
P43837,random,mhci,num_weak_binders,659
A5UAI4,random,mhci,score,0.322884875
A5UAI4,random,mhci,percentile,0.8990982142857142
A5UAI4,random,mhci,num_peptides,112
A5UAI4,random,mhci,num_strong_binders,32
A5UAI4,random,mhci,num_weak_binders,80
P45312,random,mhci,score,0.33460661513157897
P45312,random,mhci,percentile,0.9151776315789474
P45312,random,mhci,num_peptides,304
P45312,random,mhci,num_strong_binders,99
P45312,random,mhci,num_weak_binders,205
P43874,random,mhci,score,0.3287473076923077
P43874,random,mhci,percentile,0.9166794871794872
P43874,random,mhci,num_peptides,156
P43874,random,mhci,num_strong_binders,51
P43874,random,mhci,num_weak_binders,105
P46450,random,mhci,score,0.3613890875160875
P46450,random,mhci,percentile,0.8441647361647362
P46450,random,mhci,num_peptides,777
P46450,random,mhci,num_strong_binders,279
P46450,random,mhci,num_weak_binders,498
P43871,random,mhci,score,0.363578234375
P43871,random,mhci,percentile,0.8725468749999999
P43871,random,mhci,num_peptides,64
P43871,random,mhci,num_strong_binders,24
P43871,random,mhci,num_weak_binders,40
P45277,random,mhci,score,0.34890489677419356
P45277,random,mhci,percentile,0.9014129032258065
P45277,random,mhci,num_peptides,155
P45277,random,mhci,num_strong_binders,49
P45277,random,mhci,num_weak_binders,106
P44664,random,mhci,score,0.32902660054347826
P44664,random,mhci,percentile,0.9160733695652173
P44664,random,mhci,num_peptides,368
P44664,random,mhci,num_strong_binders,109
P44664,random,mhci,num_weak_binders,259
P31770,random,mhci,score,0.3038572410714286
P31770,random,mhci,percentile,0.9873571428571428
P31770,random,mhci,num_peptides,224
P31770,random,mhci,num_strong_binders,57
P31770,random,mhci,num_weak_binders,167
A5UDU5,random,mhci,score,0.33496325714285713
A5UDU5,random,mhci,percentile,0.9036761904761905
A5UDU5,random,mhci,num_peptides,105
A5UDU5,random,mhci,num_strong_binders,33
A5UDU5,random,mhci,num_weak_binders,72
P44914,random,mhci,score,0.3369914962962963
P44914,random,mhci,percentile,0.8716246913580247
P44914,random,mhci,num_peptides,405
P44914,random,mhci,num_strong_binders,129
P44914,random,mhci,num_weak_binders,276
P44416,random,mhci,score,0.35402512765957445
P44416,random,mhci,percentile,0.887
P44416,random,mhci,num_peptides,141
P44416,random,mhci,num_strong_binders,48
P44416,random,mhci,num_weak_binders,93
A5UBA3,random,mhci,score,0.34507650512820515
A5UBA3,random,mhci,percentile,0.8924910256410257
A5UBA3,random,mhci,num_peptides,780
A5UBA3,random,mhci,num_strong_binders,256
A5UBA3,random,mhci,num_weak_binders,524
P44123,random,mhci,score,0.3649035044642857
P44123,random,mhci,percentile,0.8709955357142857
P44123,random,mhci,num_peptides,224
P44123,random,mhci,num_strong_binders,81
P44123,random,mhci,num_weak_binders,143
A5UC39,random,mhci,score,0.3598983344051447
A5UC39,random,mhci,percentile,0.8499485530546623
A5UC39,random,mhci,num_peptides,311
A5UC39,random,mhci,num_strong_binders,108
A5UC39,random,mhci,num_weak_binders,203
P44248,random,mhci,score,0.34651393700787403
P44248,random,mhci,percentile,0.9044133858267717
P44248,random,mhci,num_peptides,254
P44248,random,mhci,num_strong_binders,79
P44248,random,mhci,num_weak_binders,175
P44826,random,mhci,score,0.30365375609756096
P44826,random,mhci,percentile,0.9823384146341464
P44826,random,mhci,num_peptides,328
P44826,random,mhci,num_strong_binders,85
P44826,random,mhci,num_weak_binders,243
P44328,random,mhci,score,0.324276125
P44328,random,mhci,percentile,0.9472426470588236
P44328,random,mhci,num_peptides,408
P44328,random,mhci,num_strong_binders,110
P44328,random,mhci,num_weak_binders,298
A5UIA3,random,mhci,score,0.34128339577594125
A5UIA3,random,mhci,percentile,0.8954536271808999
A5UIA3,random,mhci,num_peptides,1089
A5UIA3,random,mhci,num_strong_binders,357
A5UIA3,random,mhci,num_weak_binders,732
P43712,random,mhci,score,0.3627712064343164
P43712,random,mhci,percentile,0.841426273458445
P43712,random,mhci,num_peptides,373
P43712,random,mhci,num_strong_binders,128
P43712,random,mhci,num_weak_binders,245
P44133,random,mhci,score,0.31240778212290504
P44133,random,mhci,percentile,0.9397346368715084
P44133,random,mhci,num_peptides,358
P44133,random,mhci,num_strong_binders,97
P44133,random,mhci,num_weak_binders,261
P45074,random,mhci,score,0.359689835
P45074,random,mhci,percentile,0.88473
P45074,random,mhci,num_peptides,200
P45074,random,mhci,num_strong_binders,69
P45074,random,mhci,num_weak_binders,131
P44131,random,mhci,score,0.3263235529411765
P44131,random,mhci,percentile,0.9191823529411765
P44131,random,mhci,num_peptides,170
P44131,random,mhci,num_strong_binders,48
P44131,random,mhci,num_weak_binders,122
A5UIG1,random,mhci,score,0.3301484515235457
A5UIG1,random,mhci,percentile,0.9643711911357341
A5UIG1,random,mhci,num_peptides,361
A5UIG1,random,mhci,num_strong_binders,107
A5UIG1,random,mhci,num_weak_binders,254
P44809,random,mhci,score,0.3349068196046128
P44809,random,mhci,percentile,0.9077701812191104
P44809,random,mhci,num_peptides,1214
P44809,random,mhci,num_strong_binders,376
P44809,random,mhci,num_weak_binders,838
A5UBN7,random,mhci,score,0.32397244852941176
A5UBN7,random,mhci,percentile,0.9329926470588236
A5UBN7,random,mhci,num_peptides,272
A5UBN7,random,mhci,num_strong_binders,90
A5UBN7,random,mhci,num_weak_binders,182
P44337,random,mhci,score,0.3569992084942085
P44337,random,mhci,percentile,0.8585907335907336
P44337,random,mhci,num_peptides,259
P44337,random,mhci,num_strong_binders,88
P44337,random,mhci,num_weak_binders,171
P44798,random,mhci,score,0.3423589133611691
P44798,random,mhci,percentile,0.8906670146137787
P44798,random,mhci,num_peptides,958
P44798,random,mhci,num_strong_binders,321
P44798,random,mhci,num_weak_binders,637
P43890,random,mhci,score,0.32414947528517113
P43890,random,mhci,percentile,0.9188669201520913
P43890,random,mhci,num_peptides,263
P43890,random,mhci,num_strong_binders,74
P43890,random,mhci,num_weak_binders,189
P44842,random,mhci,score,0.34442136315789473
P44842,random,mhci,percentile,0.8803
P44842,random,mhci,num_peptides,190
P44842,random,mhci,num_strong_binders,62
P44842,random,mhci,num_weak_binders,128
P44007,random,mhci,score,0.3224957602739726
P44007,random,mhci,percentile,0.934486301369863
P44007,random,mhci,num_peptides,146
P44007,random,mhci,num_strong_binders,41
P44007,random,mhci,num_weak_binders,105
P44372,random,mhci,score,0.34558837209302323
P44372,random,mhci,percentile,0.8876378737541528
P44372,random,mhci,num_peptides,301
P44372,random,mhci,num_strong_binders,100
P44372,random,mhci,num_weak_binders,201
P44794,random,mhci,score,0.3250003325415677
P44794,random,mhci,percentile,0.9512874109263658
P44794,random,mhci,num_peptides,421
P44794,random,mhci,num_strong_binders,120
P44794,random,mhci,num_weak_binders,301
P44875,random,mhci,score,0.35468932444444445
P44875,random,mhci,percentile,0.8460444444444445
P44875,random,mhci,num_peptides,225
P44875,random,mhci,num_strong_binders,73
P44875,random,mhci,num_weak_binders,152
P44627,random,mhci,score,0.3243521011235955
P44627,random,mhci,percentile,0.9383895131086142
P44627,random,mhci,num_peptides,267
P44627,random,mhci,num_strong_binders,80
P44627,random,mhci,num_weak_binders,187
P45045,random,mhci,score,0.30686099353448276
P45045,random,mhci,percentile,0.966385775862069
P45045,random,mhci,num_peptides,464
P45045,random,mhci,num_strong_binders,115
P45045,random,mhci,num_weak_binders,349
P45022,random,mhci,score,0.3452639905956113
P45022,random,mhci,percentile,0.8642257053291535
P45022,random,mhci,num_peptides,319
P45022,random,mhci,num_strong_binders,99
P45022,random,mhci,num_weak_binders,220
P45345,random,mhci,score,0.34702724550898206
P45345,random,mhci,percentile,0.8983433133732535
P45345,random,mhci,num_peptides,1002
P45345,random,mhci,num_strong_binders,339
P45345,random,mhci,num_weak_binders,663
A5UE38,random,mhci,score,0.32481662903225805
A5UE38,random,mhci,percentile,0.9045322580645161
A5UE38,random,mhci,num_peptides,124
A5UE38,random,mhci,num_strong_binders,37
A5UE38,random,mhci,num_weak_binders,87
Q57380,random,mhci,score,0.3007863846153846
Q57380,random,mhci,percentile,0.9643418803418804
Q57380,random,mhci,num_peptides,117
Q57380,random,mhci,num_strong_binders,31
Q57380,random,mhci,num_weak_binders,86
P44838,random,mhci,score,0.31851781995661604
P44838,random,mhci,percentile,0.9491952277657267
P44838,random,mhci,num_peptides,461
