accession,label,feature,subfeature,value
P0C6D8,positive,ProtLearn,length,620
P0C6D8,positive,ProtLearn,Hydrophobicity index,0
P0C6D8,positive,ProtLearn,Average flexibility indices,0
P0C6D8,positive,ProtLearn,Average volume of buried residue,143
P0C6D8,positive,ProtLearn,Amino acid composition,5
P0C6D8,positive,ProtLearn,Relative mutability,84
P0C6D8,positive,ProtLearn,Composition,0
P0C6D8,positive,ProtLearn,Polarity,8
P0C6D8,positive,ProtLearn,Volume,78
P0C6D8,positive,ProtLearn,Hydrophobicity,1
P0C6D8,positive,ProtLearn,pK (-COOH),2
P0C6D8,positive,ProtLearn,Hydropathy index,0
Q9KU65,positive,ProtLearn,length,685
Q9KU65,positive,ProtLearn,Hydrophobicity index,0
Q9KU65,positive,ProtLearn,Average flexibility indices,0
Q9KU65,positive,ProtLearn,Average volume of buried residue,146
Q9KU65,positive,ProtLearn,Amino acid composition,5
Q9KU65,positive,ProtLearn,Relative mutability,78
Q9KU65,positive,ProtLearn,Composition,0
Q9KU65,positive,ProtLearn,Polarity,8
Q9KU65,positive,ProtLearn,Volume,80
Q9KU65,positive,ProtLearn,Hydrophobicity,1
Q9KU65,positive,ProtLearn,pK (-COOH),2
Q9KU65,positive,ProtLearn,Hydropathy index,0
Q9KSU2,positive,ProtLearn,length,246
Q9KSU2,positive,ProtLearn,Hydrophobicity index,0
Q9KSU2,positive,ProtLearn,Average flexibility indices,0
Q9KSU2,positive,ProtLearn,Average volume of buried residue,146
Q9KSU2,positive,ProtLearn,Amino acid composition,5
Q9KSU2,positive,ProtLearn,Relative mutability,79
Q9KSU2,positive,ProtLearn,Composition,0
Q9KSU2,positive,ProtLearn,Polarity,8
Q9KSU2,positive,ProtLearn,Volume,79
Q9KSU2,positive,ProtLearn,Hydrophobicity,1
Q9KSU2,positive,ProtLearn,pK (-COOH),2
Q9KSU2,positive,ProtLearn,Hydropathy index,0
Q9KV54,positive,ProtLearn,length,1147
Q9KV54,positive,ProtLearn,Hydrophobicity index,0
Q9KV54,positive,ProtLearn,Average flexibility indices,0
Q9KV54,positive,ProtLearn,Average volume of buried residue,145
Q9KV54,positive,ProtLearn,Amino acid composition,5
Q9KV54,positive,ProtLearn,Relative mutability,75
Q9KV54,positive,ProtLearn,Composition,0
Q9KV54,positive,ProtLearn,Polarity,8
Q9KV54,positive,ProtLearn,Volume,78
Q9KV54,positive,ProtLearn,Hydrophobicity,1
Q9KV54,positive,ProtLearn,pK (-COOH),2
Q9KV54,positive,ProtLearn,Hydropathy index,0
Q9KPG1,positive,ProtLearn,length,580
Q9KPG1,positive,ProtLearn,Hydrophobicity index,0
Q9KPG1,positive,ProtLearn,Average flexibility indices,0
Q9KPG1,positive,ProtLearn,Average volume of buried residue,141
Q9KPG1,positive,ProtLearn,Amino acid composition,6
Q9KPG1,positive,ProtLearn,Relative mutability,78
Q9KPG1,positive,ProtLearn,Composition,0
Q9KPG1,positive,ProtLearn,Polarity,8
Q9KPG1,positive,ProtLearn,Volume,75
Q9KPG1,positive,ProtLearn,Hydrophobicity,1
Q9KPG1,positive,ProtLearn,pK (-COOH),2
Q9KPG1,positive,ProtLearn,Hydropathy index,0
Q9KSC6,positive,ProtLearn,length,509
Q9KSC6,positive,ProtLearn,Hydrophobicity index,1
Q9KSC6,positive,ProtLearn,Average flexibility indices,0
Q9KSC6,positive,ProtLearn,Average volume of buried residue,139
Q9KSC6,positive,ProtLearn,Amino acid composition,6
Q9KSC6,positive,ProtLearn,Relative mutability,74
Q9KSC6,positive,ProtLearn,Composition,0
