accession,label,feature,subfeature,value
A0A062WSP2,positive,signalp,prob_signalp,0.000711
A0A062WSP2,positive,signalp,prob_other,0.999289
Q9KGY9,positive,signalp,prob_signalp,0.033143
Q9KGY9,positive,signalp,prob_other,0.966857
A0AAP5JAE8,positive,signalp,prob_signalp,0.379078
A0AAP5JAE8,positive,signalp,prob_other,0.620922
A0A0T8ZSI6,positive,signalp,prob_signalp,0.034345
A0A0T8ZSI6,positive,signalp,prob_other,0.965655
Q8DQ24,positive,signalp,prob_signalp,0.986562
Q8DQ24,positive,signalp,prob_other,0.013438
A0A0T8BMK3,positive,signalp,prob_signalp,0.001423
A0A0T8BMK3,positive,signalp,prob_other,0.998577
A0A4N5NE36,positive,signalp,prob_signalp,0.096663
A0A4N5NE36,positive,signalp,prob_other,0.903337
A0A0H2ZP79,positive,signalp,prob_signalp,0.000538
A0A0H2ZP79,positive,signalp,prob_other,0.999462
Q9F2F1,positive,signalp,prob_signalp,0.002951
Q9F2F1,positive,signalp,prob_other,0.997049
A0A060RC98,positive,signalp,prob_signalp,0.446257
A0A060RC98,positive,signalp,prob_other,0.553743
Q8DQN5,positive,signalp,prob_signalp,0.841986
Q8DQN5,positive,signalp,prob_other,0.158014
A0A0B7LWN8,positive,signalp,prob_signalp,0.984574
A0A0B7LWN8,positive,signalp,prob_other,0.015426
A0A4J1ZDL7,positive,signalp,prob_signalp,0.000677
A0A4J1ZDL7,positive,signalp,prob_other,0.999323
Q8DQ36,positive,signalp,prob_signalp,0.000731
Q8DQ36,positive,signalp,prob_other,0.999269
U3MYA4,positive,signalp,prob_signalp,0.000981
U3MYA4,positive,signalp,prob_other,0.999019
B1N654,positive,signalp,prob_signalp,0.446257
B1N654,positive,signalp,prob_other,0.553743
O05168,positive,signalp,prob_signalp,0.033143
O05168,positive,signalp,prob_other,0.966857
A0AA86X9D8,positive,signalp,prob_signalp,0.000833
A0AA86X9D8,positive,signalp,prob_other,0.999167
A0AAP5J5G2,positive,signalp,prob_signalp,0.001143
A0AAP5J5G2,positive,signalp,prob_other,0.998857
A0AAQ2W2I1,positive,signalp,prob_signalp,0.00094
A0AAQ2W2I1,positive,signalp,prob_other,0.99906
Q8DQZ1,positive,signalp,prob_signalp,0.018836
Q8DQZ1,positive,signalp,prob_other,0.981164
A0A0B7M798,positive,signalp,prob_signalp,0.005971
A0A0B7M798,positive,signalp,prob_other,0.994029
A0A062WSR0,positive,signalp,prob_signalp,0.001453
A0A062WSR0,positive,signalp,prob_other,0.998547
Q8DNW8,positive,signalp,prob_signalp,0.00098
Q8DNW8,positive,signalp,prob_other,0.99902
Q8DRN0,positive,signalp,prob_signalp,0.003316
Q8DRN0,positive,signalp,prob_other,0.996684
Q8DRM6,positive,signalp,prob_signalp,0.000238
Q8DRM6,positive,signalp,prob_other,0.999762
A0A0S2VEM8,positive,signalp,prob_signalp,0.000692
A0A0S2VEM8,positive,signalp,prob_other,0.999308
A0AAP5J8I6,positive,signalp,prob_signalp,0.071904
A0AAP5J8I6,positive,signalp,prob_other,0.928096
Q8DRI0,positive,signalp,prob_signalp,0.019828
Q8DRI0,positive,signalp,prob_other,0.980172
Q8DRK2,positive,signalp,prob_signalp,0.297227
Q8DRK2,positive,signalp,prob_other,0.702773
A0A822QE61,positive,signalp,prob_signalp,0.00347
A0A822QE61,positive,signalp,prob_other,0.99653
P0A4G3,positive,signalp,prob_signalp,0.992812
P0A4G3,positive,signalp,prob_other,0.007188
Q2XU26,positive,signalp,prob_signalp,0.000242
Q2XU26,positive,signalp,prob_other,0.999758
A0A0E7XNV3,positive,signalp,prob_signalp,0.735309
A0A0E7XNV3,positive,signalp,prob_other,0.264691
A0A5C5EC23,positive,signalp,prob_signalp,0.776761
A0A5C5EC23,positive,signalp,prob_other,0.223239
A0A0B7KUM4,positive,signalp,prob_signalp,0.472334
A0A0B7KUM4,positive,signalp,prob_other,0.527666
Q7ZAK5,positive,signalp,prob_signalp,0.000242
Q7ZAK5,positive,signalp,prob_other,0.999758
Q8CZ44,positive,signalp,prob_signalp,0.001357
Q8CZ44,positive,signalp,prob_other,0.998643
Q8DMZ4,positive,signalp,prob_signalp,0.759013
Q8DMZ4,positive,signalp,prob_other,0.240987
Q8DQN7,positive,signalp,prob_signalp,0.02976
Q8DQN7,positive,signalp,prob_other,0.97024
A0A064C176,positive,signalp,prob_signalp,0.841986
A0A064C176,positive,signalp,prob_other,0.158014
A0A0H2UNY9,positive,signalp,prob_signalp,0.007441
A0A0H2UNY9,positive,signalp,prob_other,0.992559
A0A0H2UR96,positive,signalp,prob_signalp,0.138921
A0A0H2UR96,positive,signalp,prob_other,0.861079
A0A6G2D4Q2,positive,signalp,prob_signalp,0.776761
A0A6G2D4Q2,positive,signalp,prob_other,0.223239
A0A098ZLB0,positive,signalp,prob_signalp,0.993429
A0A098ZLB0,positive,signalp,prob_other,0.006571
A0A064C4V0,positive,signalp,prob_signalp,0.993386
A0A064C4V0,positive,signalp,prob_other,0.006614
A0A4J1YT67,positive,signalp,prob_signalp,0.000671
A0A4J1YT67,positive,signalp,prob_other,0.999329
A0A4J2EQE8,positive,signalp,prob_signalp,0.936226
A0A4J2EQE8,positive,signalp,prob_other,0.063774
A0A6G2D0Z1,positive,signalp,prob_signalp,0.297227
A0A6G2D0Z1,positive,signalp,prob_other,0.702773
Q97QS2,positive,signalp,prob_signalp,0.001146
Q97QS2,positive,signalp,prob_other,0.998854
A0A0T8T3N8,positive,signalp,prob_signalp,0.999482
A0A0T8T3N8,positive,signalp,prob_other,0.000518
Q8DQ08,positive,signalp,prob_signalp,0.776761
Q8DQ08,positive,signalp,prob_other,0.223239
A0A0H2ZRA8,positive,signalp,prob_signalp,0.91936
A0A0H2ZRA8,positive,signalp,prob_other,0.08064
A0A0H2ZNF5,positive,signalp,prob_signalp,0.010949
A0A0H2ZNF5,positive,signalp,prob_other,0.989051
A0A064C0M1,positive,signalp,prob_signalp,0.000464
A0A064C0M1,positive,signalp,prob_other,0.999536
A0A6I3UXD9,positive,signalp,prob_signalp,0.001482
A0A6I3UXD9,positive,signalp,prob_other,0.998518
A0A064BZ27,positive,signalp,prob_signalp,0.993847
A0A064BZ27,positive,signalp,prob_other,0.006153
P0A336,positive,signalp,prob_signalp,0.000643
P0A336,positive,signalp,prob_other,0.999357
Q8DQS1,positive,signalp,prob_signalp,0.007441
Q8DQS1,positive,signalp,prob_other,0.992559
Q8DQY9,positive,signalp,prob_signalp,0.04299
Q8DQY9,positive,signalp,prob_other,0.95701
Q8DPU6,positive,signalp,prob_signalp,0.001923
Q8DPU6,positive,signalp,prob_other,0.998077
Q8DQ07,positive,signalp,prob_signalp,0.735309
Q8DQ07,positive,signalp,prob_other,0.264691
Q8DPI5,positive,signalp,prob_signalp,0.068901
Q8DPI5,positive,signalp,prob_other,0.931099
Q8DPK5,positive,signalp,prob_signalp,0.998551
Q8DPK5,positive,signalp,prob_other,0.001449
Q59947,positive,signalp,prob_signalp,0.192895
Q59947,positive,signalp,prob_other,0.807105
Q8DN05,positive,signalp,prob_signalp,0.003484
Q8DN05,positive,signalp,prob_other,0.996516
Q8DNS0,positive,signalp,prob_signalp,0.00036
Q8DNS0,positive,signalp,prob_other,0.99964
Q8DN05,positive,signalp,prob_signalp,0.007459
Q8DN05,positive,signalp,prob_other,0.992541
Q8DPI5,positive,signalp,prob_signalp,0.068901
Q8DPI5,positive,signalp,prob_other,0.931099
A0A0H2ZRA8,positive,signalp,prob_signalp,0.91936
A0A0H2ZRA8,positive,signalp,prob_other,0.08064
Q8DPK5,positive,signalp,prob_signalp,0.998551
Q8DPK5,positive,signalp,prob_other,0.001449
A0AAP5J8I6,positive,signalp,prob_signalp,0.071904
A0AAP5J8I6,positive,signalp,prob_other,0.928096
A0A4N5NE36,positive,signalp,prob_signalp,0.004834
A0A4N5NE36,positive,signalp,prob_other,0.995166
B1N654,positive,signalp,prob_signalp,0.446257
B1N654,positive,signalp,prob_other,0.553743
Q8DRN0,positive,signalp,prob_signalp,0.003316
Q8DRN0,positive,signalp,prob_other,0.996684
Q9KGY9,positive,signalp,prob_signalp,0.99518
Q9KGY9,positive,signalp,prob_other,0.00482
A0AAP5J5G2,positive,signalp,prob_signalp,0.001143
A0AAP5J5G2,positive,signalp,prob_other,0.998857
Q8DNS0,positive,signalp,prob_signalp,0.00036
Q8DNS0,positive,signalp,prob_other,0.99964
A0A098ZLB0,positive,signalp,prob_signalp,0.993409
A0A098ZLB0,positive,signalp,prob_other,0.006591
A0A0S2VEM8,positive,signalp,prob_signalp,0.013032
A0A0S2VEM8,positive,signalp,prob_other,0.986968
Q8DQN7,positive,signalp,prob_signalp,0.02976
Q8DQN7,positive,signalp,prob_other,0.97024
Q8DQN5,positive,signalp,prob_signalp,0.841986
Q8DQN5,positive,signalp,prob_other,0.158014
Q8DQS1,positive,signalp,prob_signalp,0.007441
Q8DQS1,positive,signalp,prob_other,0.992559
Q2XU26,positive,signalp,prob_signalp,0.000242
Q2XU26,positive,signalp,prob_other,0.999758
A0A4J1ZDL7,positive,signalp,prob_signalp,0.000677
A0A4J1ZDL7,positive,signalp,prob_other,0.999323
Q8DQ36,positive,signalp,prob_signalp,0.000731
Q8DQ36,positive,signalp,prob_other,0.999269
P0A336,positive,signalp,prob_signalp,0.000643
P0A336,positive,signalp,prob_other,0.999357
A0A5C5EC23,positive,signalp,prob_signalp,0.776761
A0A5C5EC23,positive,signalp,prob_other,0.223239
A0A6G2D4Q2,positive,signalp,prob_signalp,0.776761
A0A6G2D4Q2,positive,signalp,prob_other,0.223239
A0A0B7KUM4,positive,signalp,prob_signalp,0.472334
A0A0B7KUM4,positive,signalp,prob_other,0.527666
A0A0T8ZSI6,positive,signalp,prob_signalp,0.034345
A0A0T8ZSI6,positive,signalp,prob_other,0.965655
Q8DRM6,positive,signalp,prob_signalp,0.000238
Q8DRM6,positive,signalp,prob_other,0.999762
Q8DQ08,positive,signalp,prob_signalp,0.776761
Q8DQ08,positive,signalp,prob_other,0.223239
Q8DRI0,positive,signalp,prob_signalp,0.004602
Q8DRI0,positive,signalp,prob_other,0.995398
A0A0H2UR96,positive,signalp,prob_signalp,0.004383
A0A0H2UR96,positive,signalp,prob_other,0.995617
A0A064C4V0,positive,signalp,prob_signalp,0.993386
A0A064C4V0,positive,signalp,prob_other,0.006614
A0A4J1YT67,positive,signalp,prob_signalp,0.000671
A0A4J1YT67,positive,signalp,prob_other,0.999329
A0AAQ2W2I1,positive,signalp,prob_signalp,0.00094
A0AAQ2W2I1,positive,signalp,prob_other,0.99906
Q8DQ24,positive,signalp,prob_signalp,0.986562
Q8DQ24,positive,signalp,prob_other,0.013438
A0A0H2ZNF5,positive,signalp,prob_signalp,0.010949
A0A0H2ZNF5,positive,signalp,prob_other,0.989051
A0A064C0M1,positive,signalp,prob_signalp,0.000464
A0A064C0M1,positive,signalp,prob_other,0.999536
Q8DRK2,positive,signalp,prob_signalp,0.297227
Q8DRK2,positive,signalp,prob_other,0.702773
Q8DQZ1,positive,signalp,prob_signalp,0.018836
Q8DQZ1,positive,signalp,prob_other,0.981164
Q9F2F1,positive,signalp,prob_signalp,0.002951
Q9F2F1,positive,signalp,prob_other,0.997049
A0A060RC98,positive,signalp,prob_signalp,0.446257
A0A060RC98,positive,signalp,prob_other,0.553743
A0A062WSP2,positive,signalp,prob_signalp,0.000711
A0A062WSP2,positive,signalp,prob_other,0.999289
A0A0H2UNY9,positive,signalp,prob_signalp,0.007441
A0A0H2UNY9,positive,signalp,prob_other,0.992559
Q59947,positive,signalp,prob_signalp,0.192895
Q59947,positive,signalp,prob_other,0.807105
P0A4G3,positive,signalp,prob_signalp,0.992812
P0A4G3,positive,signalp,prob_other,0.007188
A0A4J2EQE8,positive,signalp,prob_signalp,0.936226
A0A4J2EQE8,positive,signalp,prob_other,0.063774
Q8DQ07,positive,signalp,prob_signalp,0.735309
Q8DQ07,positive,signalp,prob_other,0.264691
A0A064BZ27,positive,signalp,prob_signalp,0.993847
