accession,label,feature,subfeature,value
Q97PL0,random,cluster,percent_identity/num_strain,0.020484536082474226
C1CN66,random,cluster,percent_identity/num_strain,0.020597938144329895
Q04KB1,random,cluster,percent_identity/num_strain,0.020618556701030927
B5E677,random,cluster,percent_identity/num_strain,0.020618556701030927
B2IMN3,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CFJ7,random,cluster,percent_identity/num_strain,0.020618556701030927
P66709,random,cluster,percent_identity/num_strain,0.020618556701030927
B8ZPL9,random,cluster,percent_identity/num_strain,0.020601374570446737
B5E2W4,random,cluster,percent_identity/num_strain,0.020542955326460482
C1CG97,random,cluster,percent_identity/num_strain,0.020573883161512027
Q04J98,random,cluster,percent_identity/num_strain,0.020268041237113402
C1CTL4,random,cluster,percent_identity/num_strain,0.02061512027491409
P22976,random,cluster,percent_identity/num_strain,0.020604810996563576
C1CIA9,random,cluster,percent_identity/num_strain,0.020577319587628866
Q97RB5,random,cluster,percent_identity/num_strain,0.010261168384879725
B2IS65,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CBG2,random,cluster,percent_identity/num_strain,0.02061168384879725
B2IS11,random,cluster,percent_identity/num_strain,0.02059450171821306
P64073,random,cluster,percent_identity/num_strain,0.02049828178694158
C1CIU2,random,cluster,percent_identity/num_strain,0.020618556701030927
P67319,random,cluster,percent_identity/num_strain,0.020618556701030927
C1C5V9,random,cluster,percent_identity/num_strain,0.020553264604810995
B1I8M2,random,cluster,percent_identity/num_strain,0.020618556701030927
B5E216,random,cluster,percent_identity/num_strain,0.020292096219931274
P0A2Y7,random,cluster,percent_identity/num_strain,0.020560137457044672
B5E6K6,random,cluster,percent_identity/num_strain,0.020580756013745705
C1CTL2,random,cluster,percent_identity/num_strain,0.020567010309278353
Q04MI9,random,cluster,percent_identity/num_strain,0.020384879725085913
C1CSV9,random,cluster,percent_identity/num_strain,0.02050171821305842
Q97R94,random,cluster,percent_identity/num_strain,0.020367697594501716
C1CRT3,random,cluster,percent_identity/num_strain,0.020618556701030927
C1C5Z8,random,cluster,percent_identity/num_strain,0.020536082474226804
B8ZPW3,random,cluster,percent_identity/num_strain,0.02058762886597938
B1ICA2,random,cluster,percent_identity/num_strain,0.020515463917525772
Q97PS1,random,cluster,percent_identity/num_strain,0.020491408934707904
C1CKG4,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CTZ5,random,cluster,percent_identity/num_strain,0.020577319587628866
C1CEH8,random,cluster,percent_identity/num_strain,0.020604810996563576
Q8DR26,random,cluster,percent_identity/num_strain,0.020560137457044672
C1CSF9,random,cluster,percent_identity/num_strain,0.020618556701030927
Q97T34,random,cluster,percent_identity/num_strain,0.020529209621993127
C1CN42,random,cluster,percent_identity/num_strain,0.020532646048109966
C1CA16,random,cluster,percent_identity/num_strain,0.020567010309278353
Q9EUQ7,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CCG7,random,cluster,percent_identity/num_strain,0.02059106529209622
P0A4A7,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CNE7,random,cluster,percent_identity/num_strain,0.020618556701030927
P65887,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CIY6,random,cluster,percent_identity/num_strain,0.020597938144329895
B8ZMG1,random,cluster,percent_identity/num_strain,0.02050171821305842
Q8CWR9,random,cluster,percent_identity/num_strain,0.020580756013745705
Q8DQS8,random,cluster,percent_identity/num_strain,0.02052233676975945
B2ISI0,random,cluster,percent_identity/num_strain,0.020481099656357388
C1CRW1,random,cluster,percent_identity/num_strain,0.020367697594501716
C1CCB4,random,cluster,percent_identity/num_strain,0.020463917525773197
Q54796,random,cluster,percent_identity/num_strain,0.020378006872852232
B1ICV9,random,cluster,percent_identity/num_strain,0.020618556701030927
B5E5S4,random,cluster,percent_identity/num_strain,0.020525773195876288
Q8DQZ7,random,cluster,percent_identity/num_strain,0.020505154639175256
C1CEN2,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CIX7,random,cluster,percent_identity/num_strain,0.020577319587628866
B5E3C1,random,cluster,percent_identity/num_strain,0.020584192439862543
C1CC06,random,cluster,percent_identity/num_strain,0.020618556701030927
B5E699,random,cluster,percent_identity/num_strain,0.020577319587628866
Q97SC7,random,cluster,percent_identity/num_strain,0.020505154639175256
C1CQY0,random,cluster,percent_identity/num_strain,0.020567010309278353
B2IME4,random,cluster,percent_identity/num_strain,0.020553264604810995
C1CT54,random,cluster,percent_identity/num_strain,0.02058762886597938
C1CQI9,random,cluster,percent_identity/num_strain,0.02031615120274914
Q97PN7,random,cluster,percent_identity/num_strain,0.020556701030927837
Q8DRN4,random,cluster,percent_identity/num_strain,0.02059106529209622
C1CI85,random,cluster,percent_identity/num_strain,0.020618556701030927
C1C9E8,random,cluster,percent_identity/num_strain,0.020618556701030927
B8ZKF6,random,cluster,percent_identity/num_strain,0.020618556701030927
Q8DPS6,random,cluster,percent_identity/num_strain,0.02052233676975945
B1ICM9,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CE94,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CIB5,random,cluster,percent_identity/num_strain,0.020560137457044672
B5E6L9,random,cluster,percent_identity/num_strain,0.02059106529209622
P59206,random,cluster,percent_identity/num_strain,0.02010652920962199
C1CN60,random,cluster,percent_identity/num_strain,0.020584192439862543
B8ZKQ6,random,cluster,percent_identity/num_strain,0.020618556701030927
P66908,random,cluster,percent_identity/num_strain,0.020618556701030927
Q04ML5,random,cluster,percent_identity/num_strain,0.02054982817869416
B2IMT4,random,cluster,percent_identity/num_strain,0.02040893470790378
Q2MGI2,random,cluster,percent_identity/num_strain,0.02052233676975945
B5E3R6,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CQY3,random,cluster,percent_identity/num_strain,0.020556701030927837
C1CB34,random,cluster,percent_identity/num_strain,0.020384879725085913
P67506,random,cluster,percent_identity/num_strain,0.020584192439862543
Q97Q19,random,cluster,percent_identity/num_strain,0.020508591065292098
P64063,random,cluster,percent_identity/num_strain,0.020601374570446737
C1C8F7,random,cluster,percent_identity/num_strain,0.020556701030927837
B5E6G2,random,cluster,percent_identity/num_strain,0.020618556701030927
Q57346,random,cluster,percent_identity/num_strain,0.003436426116838488
C1CI98,random,cluster,percent_identity/num_strain,0.020601374570446737
B2INH7,random,cluster,percent_identity/num_strain,0.020398625429553265
C1CIA0,random,cluster,percent_identity/num_strain,0.020618556701030927
P65537,random,cluster,percent_identity/num_strain,0.020567010309278353
B1I8Q1,random,cluster,percent_identity/num_strain,0.020597938144329895
C1CGA0,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CC33,random,cluster,percent_identity/num_strain,0.020618556701030927
C1C9H7,random,cluster,percent_identity/num_strain,0.020505154639175256
Q04N53,random,cluster,percent_identity/num_strain,0.02052233676975945
C1CSS4,random,cluster,percent_identity/num_strain,0.02057044673539519
B1IBP0,random,cluster,percent_identity/num_strain,0.020474226804123714
Q04J70,random,cluster,percent_identity/num_strain,0.02059106529209622
B8ZJJ5,random,cluster,percent_identity/num_strain,0.020618556701030927
Q04IY8,random,cluster,percent_identity/num_strain,0.020298969072164948
B8ZNW6,random,cluster,percent_identity/num_strain,0.020604810996563576
C1CGP2,random,cluster,percent_identity/num_strain,0.020567010309278353
Q04KI2,random,cluster,percent_identity/num_strain,0.020618556701030927
B8ZLB0,random,cluster,percent_identity/num_strain,0.02059106529209622
C1CLL2,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CUF5,random,cluster,percent_identity/num_strain,0.020618556701030927
P21236,random,cluster,percent_identity/num_strain,0.006872852233676976
Q8DMY0,random,cluster,percent_identity/num_strain,0.020618556701030927
Q8CWR2,random,cluster,percent_identity/num_strain,0.020508591065292098
B5E5N3,random,cluster,percent_identity/num_strain,0.020567010309278353
B8ZN62,random,cluster,percent_identity/num_strain,0.02058762886597938
B5E4K3,random,cluster,percent_identity/num_strain,0.020601374570446737
Q03727,random,cluster,percent_identity/num_strain,0.020542955326460482
B1I7P5,random,cluster,percent_identity/num_strain,0.020323024054982815
B1I8L1,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CTD1,random,cluster,percent_identity/num_strain,0.020292096219931274
Q97T09,random,cluster,percent_identity/num_strain,0.02047766323024055
C1CQV3,random,cluster,percent_identity/num_strain,0.020580756013745705
Q04IT1,random,cluster,percent_identity/num_strain,0.020542955326460482
B2IS28,random,cluster,percent_identity/num_strain,0.020618556701030927
Q04I44,random,cluster,percent_identity/num_strain,0.02059106529209622
C1CK18,random,cluster,percent_identity/num_strain,0.020367697594501716
B2IRR9,random,cluster,percent_identity/num_strain,0.020556701030927837
A0A0H2ZQB9,random,cluster,percent_identity/num_strain,0.020446735395189004
Q04HT8,random,cluster,percent_identity/num_strain,0.02059106529209622
B8ZKX1,random,cluster,percent_identity/num_strain,0.020508591065292098
B5E4T0,random,cluster,percent_identity/num_strain,0.020532646048109966
Q04IA3,random,cluster,percent_identity/num_strain,0.020560137457044672
Q04KS5,random,cluster,percent_identity/num_strain,0.02057044673539519
C1CP88,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CDC3,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CEF3,random,cluster,percent_identity/num_strain,0.020577319587628866
C1CLQ6,random,cluster,percent_identity/num_strain,0.02059106529209622
B2IP51,random,cluster,percent_identity/num_strain,0.02054639175257732
B8ZL30,random,cluster,percent_identity/num_strain,0.02059106529209622
C1CEC5,random,cluster,percent_identity/num_strain,0.020577319587628866
C1CIA3,random,cluster,percent_identity/num_strain,0.020618556701030927
P63733,random,cluster,percent_identity/num_strain,0.020597938144329895
C1CL09,random,cluster,percent_identity/num_strain,0.02059106529209622
B8ZKQ1,random,cluster,percent_identity/num_strain,0.02054982817869416
Q97RQ1,random,cluster,percent_identity/num_strain,0.020618556701030927
Q97PT5,random,cluster,percent_identity/num_strain,0.02059106529209622
C1C7X6,random,cluster,percent_identity/num_strain,0.020567010309278353
C1CI34,random,cluster,percent_identity/num_strain,0.020529209621993127
C1CL81,random,cluster,percent_identity/num_strain,0.020556701030927837
B5E714,random,cluster,percent_identity/num_strain,0.020556701030927837
C1CR07,random,cluster,percent_identity/num_strain,0.020618556701030927
Q8DRH8,random,cluster,percent_identity/num_strain,0.020560137457044672
C1CP95,random,cluster,percent_identity/num_strain,0.020618556701030927
B2ING0,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CLY4,random,cluster,percent_identity/num_strain,0.02059450171821306
B8ZKX3,random,cluster,percent_identity/num_strain,0.020618556701030927
Q97TD1,random,cluster,percent_identity/num_strain,0.02052233676975945
Q97SV5,random,cluster,percent_identity/num_strain,0.020618556701030927
B8ZNB1,random,cluster,percent_identity/num_strain,0.020573883161512027
B2ILZ6,random,cluster,percent_identity/num_strain,0.020505154639175256
Q97QW0,random,cluster,percent_identity/num_strain,0.020601374570446737
C1CKT9,random,cluster,percent_identity/num_strain,0.02059106529209622
Q04IK6,random,cluster,percent_identity/num_strain,0.02061512027491409
C1CMI3,random,cluster,percent_identity/num_strain,0.020573883161512027
C1CBX8,random,cluster,percent_identity/num_strain,0.020580756013745705
B8ZLK0,random,cluster,percent_identity/num_strain,0.020580756013745705
Q8DPR6,random,cluster,percent_identity/num_strain,0.020467353951890033
Q8CYC9,random,cluster,percent_identity/num_strain,0.020560137457044672
B5E515,random,cluster,percent_identity/num_strain,0.020618556701030927
P64166,random,cluster,percent_identity/num_strain,0.02056357388316151
C1CTP8,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CQX8,random,cluster,percent_identity/num_strain,0.020584192439862543
C1CK48,random,cluster,percent_identity/num_strain,0.020618556701030927
P0A4N1,random,cluster,percent_identity/num_strain,0.02060824742268041
B1I8F3,random,cluster,percent_identity/num_strain,0.02059450171821306
B1I9J5,random,cluster,percent_identity/num_strain,0.02059106529209622
B8ZKG0,random,cluster,percent_identity/num_strain,0.020618556701030927
C1CLK6,random,cluster,percent_identity/num_strain,0.020597938144329895
B2IPT6,random,cluster,percent_identity/num_strain,0.020577319587628866
Q97S36,random,cluster,percent_identity/num_strain,0.02054639175257732
Q04M45,random,cluster,percent_identity/num_strain,0.020515463917525772
C1CBC0,random,cluster,percent_identity/num_strain,0.020463917525773197
B2IS93,random,cluster,percent_identity/num_strain,0.020054982817869417
C1CL83,random,cluster,percent_identity/num_strain,0.020560137457044672
Q04JN6,random,cluster,percent_identity/num_strain,0.020597938144329895
Q04KB7,random,cluster,percent_identity/num_strain,0.020597938144329895
Q97QF9,random,cluster,percent_identity/num_strain,0.020323024054982815
C1C631,random,cluster,percent_identity/num_strain,0.020539518900343643
Q04JI0,random,cluster,percent_identity/num_strain,0.02049828178694158
B8ZKF8,random,cluster,percent_identity/num_strain,0.020601374570446737
C1CLZ8,random,cluster,percent_identity/num_strain,0.02057044673539519
B8ZN60,random,cluster,percent_identity/num_strain,0.020298969072164948
Q97PL0,random,cluster,num_clusters,1
C1CN66,random,cluster,num_clusters,1
