# SignalP-5.0	Organism: euk	Timestamp: 20250929141648
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_60|Q83CM3|Ribonuclease|CP115461.1|tpos:149986-150088	OTHER	0.003705	0.996295	
antigen_90|Q83EF6|Phosphate|CP115461.1|tpos:184376-184487	OTHER	0.000988	0.999012	
antigen_96|Q83EX8||CP115461.1|tpos:470644-470724	OTHER	0.004862	0.995138	
antigen_68|Q83DA5||CP115461.1|tpos:206691-206895	OTHER	0.000942	0.999058	
antigen_79|Q83DP9|GTP|CP115461.1|tpos:188221-188607	OTHER	0.001615	0.998385	
antigen_71|Q83DF6|Putative|CP115461.1|tpos:228693-229030	OTHER	0.000788	0.999212	
antigen_77|Q83DN3||CP115461.1|tpos:192077-192404	OTHER	0.001124	0.998876	
antigen_132|Q83F51|nicotinate-nucleotide|CP115461.1|tpos:29210-29483	OTHER	0.003708	0.996292	
antigen_52|Q83C94||CP115461.1|tpos:375578-376005	OTHER	0.001193	0.998807	
antigen_74|Q83DH8||CP115461.1|tpos:237692-238701	OTHER	0.054191	0.945809	
antigen_86|Q83E37|3-oxoacyl-[acyl-carrier-protein]|CP115461.1|tpos:138431-138844	OTHER	0.005911	0.994089	
antigen_97|Q83EY1||CP115461.1|tpos:32038-32233	OTHER	0.047469	0.952531	
antigen_115|Q83AG0|ATP|CP115461.1|tpos:588038-588137	OTHER	0.016235	0.983765	
antigen_95|Q83EV3|Glutamate--tRNA|CP115461.1|tpos:60413-60881	OTHER	0.006348	0.993652	
antigen_126|Q83EF7|histidine|CP115461.1|tpos:184121-184346	OTHER	0.000493	0.999507	
antigen_146|Q83DR1||CP115461.1|tpos:184503-184998	OTHER	0.001333	0.998667	
antigen_131|Q83FD2||CP115461.1|tpos:2766-2827	OTHER	0.004085	0.995915	
antigen_1|H7C7E4||CP115461.1|tpos:198775-199886	OTHER	0.000726	0.999274	
antigen_20|Q83AF7|ATP|CP115461.1|tpos:589319-589728	OTHER	0.003730	0.996270	
antigen_70|Q83DF0||CP115461.1|tpos:230853-232464	OTHER	0.001087	0.998913	
antigen_44|Q83BY5|ATP-dependent|CP115461.1|tpos:215653-215729	OTHER	0.025543	0.974457	
antigen_19|Q83AD7|Bcr/CflA|CP115461.1|tpos:391698-391857	OTHER	0.450755	0.549245	
antigen_67|Q83DA1||CP115461.1|tpos:249354-249847	SP(Sec/SPI)	0.610230	0.389770	CS pos: 24-25. LYS-YR. Pr: 0.2054
antigen_9|Q83A25|Transcription|CP115461.1|tpos:589425-589711	OTHER	0.000889	0.999111	
antigen_14|Q83A56|DNA|CP115461.1|tpos:620327-621049	OTHER	0.000716	0.999284	
antigen_65|Q83D57||CP115461.1|tpos:264917-265304	OTHER	0.000150	0.999850	
antigen_84|Q83DZ3||CP115461.1|tpos:156264-156478	OTHER	0.001120	0.998880	
antigen_92|Q83EL2||CP115461.1|tpos:86687-86917	SP(Sec/SPI)	0.948945	0.051055	CS pos: 25-26. ALA-GG. Pr: 0.3791
antigen_2|P0C8S3|Large|CP115461.1|tpos:66713-66838	OTHER	0.000877	0.999123	
antigen_8|Q820B6||CP115461.1|tpos:49742-49987	OTHER	0.001646	0.998354	
antigen_110|A9KFJ2||CP115461.1|tpos:249937-250302	OTHER	0.000838	0.999162	
antigen_56|Q83CG9|Transcription-repair-coupling|CP115461.1|tpos:86133-86511	OTHER	0.003473	0.996527	
antigen_120|Q83DG2||CP115461.1|tpos:227361-227442	OTHER	0.000227	0.999773	
antigen_0|H7C7D7||CP115461.1|tpos:578942-579193	SP(Sec/SPI)	0.969554	0.030446	CS pos: 21-22. AIA-AP. Pr: 0.8352
antigen_117|Q83D46||CP115461.1|tpos:268808-268917	SP(Sec/SPI)	0.829135	0.170865	CS pos: 18-19. AFS-TL. Pr: 0.3379
antigen_123|Q83B22|Endonuclease|CP115461.1|tpos:281794-281921	OTHER	0.001843	0.998157	
antigen_129|Q83DH3||CP115461.1|tpos:184376-184491	OTHER	0.000988	0.999012	
antigen_135|A0A0M4PLT0|Large|CP115461.1|tpos:66713-66838	OTHER	0.000877	0.999123	
antigen_138|Q83F76||CP115461.1|tpos:20781-21179	OTHER	0.002965	0.997035	
