# SignalP-5.0	Organism: euk	Timestamp: 20251021195202
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_103|Q83F92||ACJ19199.1|tpos:1-616	SP(Sec/SPI)	0.995526	0.004474	CS pos: 23-24. LYA-ED. Pr: 0.8688
antigen_11|Q83A39||ACJ19306.1|tpos:1-165	SP(Sec/SPI)	0.998297	0.001703	CS pos: 23-24. SAA-AP. Pr: 0.5876
antigen_12|Q83A45||ACJ19299.1|tpos:1-212	SP(Sec/SPI)	0.984060	0.015940	CS pos: 29-30. CHS-KS. Pr: 0.9672
antigen_91|Q83EK8|Outer|ACJ18971.1|tpos:1-223	OTHER	0.005628	0.994372	
antigen_93|Q83EN6||ACJ19003.1|tpos:1-275	OTHER	0.000614	0.999386	
antigen_107|B6J161|Lipid-A-disaccharide|ACJ18689.1|tpos:1-376	OTHER	0.000938	0.999062	
antigen_108|Q93N39||ACJ18612.1|tpos:1-258	OTHER	0.000736	0.999264	
antigen_109|A0A7G6J4B0||ACJ17823.1|tpos:82-191	OTHER	0.002247	0.997753	
antigen_122|P47846|Glutamyl-tRNA|ACJ19216.1|tpos:19-431	OTHER	0.003136	0.996864	
antigen_84|Q83DZ3||ACJ18752.1|tpos:1-215	OTHER	0.001135	0.998865	
antigen_64|Q83D52||ACJ18449.1|tpos:1-312	SP(Sec/SPI)	0.983621	0.016379	CS pos: 19-20. GLA-AV. Pr: 0.4389
antigen_65|Q83D57||ACJ18454.1|tpos:1-386	OTHER	0.000150	0.999850	
antigen_40|Q83BS3||ACJ17995.1|tpos:1-181	OTHER	0.012657	0.987343	
antigen_41|Q83BT6|Uncharacterized|ACJ18011.1|tpos:22-237	OTHER	0.001033	0.998967	
antigen_133|Q83ED4|Riboflavin|ACJ18903.1|tpos:1-345	OTHER	0.000621	0.999379	
antigen_3|P19421|Chaperonin|ACJ17554.1|tpos:1-552	OTHER	0.000635	0.999365	
antigen_6|Q45952|Uncharacterized|ACJ17544.1|tpos:1-310	OTHER	0.000681	0.999319	
antigen_4|P51752|Peptidyl-prolyl|ACJ18679.1|tpos:1-230	SP(Sec/SPI)	0.999265	0.000735	CS pos: 21-22. AHA-AT. Pr: 0.9410
antigen_2|P0C8S3|Large|ACJ19050.1|tpos:1-126	OTHER	0.000877	0.999123	
antigen_88|Q83ED8|GTPase|ACJ18906.1|tpos:1-339	OTHER	0.002155	0.997845	
antigen_75|Q83DJ3|Trigger|ACJ18589.1|tpos:1-442	OTHER	0.000727	0.999273	
antigen_7|Q81ZP4||ACJ18328.1|tpos:1-381	OTHER	0.013079	0.986921	
antigen_5|P59650|Deoxyhypusine|ACJ18601.1|tpos:2-353	OTHER	0.000821	0.999179	
antigen_38|Q83BJ5||ACJ17917.1|tpos:1-258	OTHER	0.003420	0.996580	
antigen_20|Q83AF7|ATP|ACJ17512.1|tpos:1-515	OTHER	0.000380	0.999620	
antigen_76|Q83DK8||ACJ18604.1|tpos:1-94	OTHER	0.000591	0.999409	
antigen_78|Q83DN5||ACJ18652.1|tpos:1-38	OTHER	0.007124	0.992876	
antigen_80|Q83DR4|Ferritin|ACJ18677.1|tpos:1-99	OTHER	0.000315	0.999685	
antigen_77|Q83DN3||ACJ18649.1|tpos:32-327	OTHER	0.001124	0.998876	
antigen_125|Q83CV0|Bifunctional|ACJ18357.1|tpos:1-323	OTHER	0.002721	0.997279	
antigen_96|Q83EX8||ACJ19089.1|tpos:1-452	OTHER	0.010986	0.989014	
antigen_145|Q83AQ5||ACJ17644.1|tpos:25-139	OTHER	0.001170	0.998830	
antigen_146|Q83DR1||ACJ18675.1|tpos:1-496	OTHER	0.002066	0.997934	
antigen_43|Q83BV5|Ditrans,polycis-undecaprenyl-diphosphate|ACJ18038.1|tpos:1-237	OTHER	0.001146	0.998854	
antigen_45|Q83BY8||ACJ18067.1|tpos:32-597	OTHER	0.001106	0.998894	
antigen_60|Q83CM3|Ribonuclease|ACJ18288.1|tpos:1-749	OTHER	0.000445	0.999555	
antigen_17|Q83A99||ACJ19258.1|tpos:1-394	OTHER	0.000653	0.999347	
antigen_9|Q83A25|Transcription|ACJ19320.1|tpos:1-418	OTHER	0.000487	0.999513	
antigen_0|H7C7D7||ACJ17479.1|tpos:1-252	SP(Sec/SPI)	0.971691	0.028309	CS pos: 21-22. AIA-AP. Pr: 0.8179
antigen_119|Q83CL6||ACJ17534.1|tpos:21-215	OTHER	0.000451	0.999549	
antigen_120|Q83DG2||ACJ18554.1|tpos:1-82	OTHER	0.000227	0.999773	
antigen_121|Q83DD8||ACJ18531.1|tpos:1-137	OTHER	0.001258	0.998742	
antigen_147|Q83EI5||ACJ18951.1|tpos:1-221	OTHER	0.483484	0.516516	
antigen_128|Q83A87||ACJ19271.1|tpos:1-476	OTHER	0.015814	0.984186	
antigen_139|Q83E81||ACJ18858.1|tpos:1-184	OTHER	0.000839	0.999161	
antigen_114|Q83D11||ACJ18411.1|tpos:1-129	OTHER	0.125339	0.874661	
antigen_115|Q83AG0|ATP|ACJ17509.1|tpos:1-100	OTHER	0.016235	0.983765	
antigen_116|Q83DT3|mevalonate|ACJ18699.1|tpos:1-340	OTHER	0.001311	0.998689	
antigen_58|Q83CH2|Sec|ACJ18247.1|tpos:1-116	OTHER	0.010458	0.989542	
antigen_59|Q83CH8||ACJ18253.1|tpos:1-184	SP(Sec/SPI)	0.998126	0.001874	CS pos: 25-26. AEG-KI. Pr: 0.9899
antigen_70|Q83DF0||ACJ18542.1|tpos:1-1612	OTHER	0.001113	0.998887	
antigen_83|Q83DY1|Leucine--tRNA|ACJ18740.1|tpos:1-820	OTHER	0.000522	0.999478	
antigen_94|Q83ES6|Elongation|ACJ19043.1|tpos:1-397	OTHER	0.000443	0.999557	
antigen_10|Q83A33||ACJ19312.1|tpos:1-348	OTHER	0.001916	0.998084	
antigen_19|Q83AD7|Bcr/CflA|ACJ19217.1|tpos:1-409	OTHER	0.004482	0.995518	
antigen_8|Q820B6||ACJ19094.1|tpos:1-246	OTHER	0.000606	0.999394	
antigen_34|Q83B91||ACJ17832.1|tpos:1-1003	OTHER	0.147340	0.852660	
antigen_52|Q83C94||ACJ18172.1|tpos:1-428	OTHER	0.001197	0.998803	
antigen_72|Q83DG3||ACJ18555.1|tpos:1-156	OTHER	0.000330	0.999670	
antigen_73|Q83DH7||ACJ18571.1|tpos:1-348	OTHER	0.475685	0.524315	
antigen_54|Q83CA7||ACJ18185.1|tpos:1-197	SP(Sec/SPI)	0.939809	0.060191	CS pos: 19-20. VGC-AK. Pr: 0.4600
antigen_55|Q83CG1||ACJ18238.1|tpos:1-233	SP(Sec/SPI)	0.894691	0.105309	CS pos: 26-27. TGC-AS. Pr: 0.3021
antigen_47|Q83C21||ACJ18097.1|tpos:1-202	OTHER	0.000684	0.999316	
antigen_48|Q83C50|Carbamoyl|ACJ18123.1|tpos:1-1073	OTHER	0.106032	0.893968	
antigen_53|Q83C98|DNA|ACJ18176.1|tpos:1-1110	OTHER	0.000443	0.999557	
antigen_126|Q83EF7|histidine|ACJ18926.1|tpos:1-252	OTHER	0.000777	0.999223	
antigen_46|Q83BZ5|Inosine-5'-monophosphate|ACJ18069.1|tpos:1-489	OTHER	0.001145	0.998855	
antigen_110|A9KFJ2||ACJ18497.1|tpos:1-366	OTHER	0.000838	0.999162	
antigen_129|Q83DH3||ACJ18566.1|tpos:1-124	OTHER	0.000563	0.999437	
antigen_130|Q83CJ4|Transposase|ACJ18267.1|tpos:1-60	OTHER	0.003100	0.996900	
antigen_131|Q83FD2||ACJ17716.1|tpos:1-62	OTHER	0.001622	0.998378	
antigen_63|Q83CY3|phospholipase|ACJ18385.1|tpos:1-176	SP(Sec/SPI)	0.996627	0.003373	CS pos: 20-21. AQA-SV. Pr: 0.9237
antigen_49|Q83C63|Lipoyl|ACJ18142.1|tpos:1-315	OTHER	0.001437	0.998563	
antigen_101|Q83F57|Cell|ACJ19170.1|tpos:1-305	SP(Sec/SPI)	0.984066	0.015934	CS pos: 29-30. TWA-DA. Pr: 0.9242
antigen_102|Q83F71||ACJ19183.1|tpos:1-263	OTHER	0.005927	0.994073	
antigen_92|Q83EL2||ACJ18975.1|tpos:1-231	SP(Sec/SPI)	0.952773	0.047227	CS pos: 25-26. ALA-GG. Pr: 0.3821
antigen_89|Q83EE1|DNA-3-methyladenine|ACJ18912.1|tpos:1-212	OTHER	0.001060	0.998940	
antigen_134|Q83CP4|RNA|ACJ18310.1|tpos:1-184	OTHER	0.021014	0.978986	
antigen_135|A0A0M4PLT0|Large|ACJ19050.1|tpos:1-126	OTHER	0.000877	0.999123	
antigen_137|Q83CY8|Putative|ACJ18391.1|tpos:24-174	OTHER	0.002060	0.997940	
antigen_104|Q9ZH99|Isocitrate|ACJ18201.1|tpos:2-428	OTHER	0.002005	0.997995	
antigen_111|A9KBP9|Succinate|ACJ18021.1|tpos:1-587	OTHER	0.002817	0.997183	
antigen_112|Q83CK0||ACJ18273.1|tpos:1-105	OTHER	0.003417	0.996583	
antigen_113|Q83CD6||ACJ18218.1|tpos:1-242	OTHER	0.026397	0.973603	
antigen_87|Q83E44||ACJ18819.1|tpos:1-235	OTHER	0.001818	0.998182	
antigen_30|Q83B06|Aminomethyltransferase|ACJ17553.1|tpos:21-383	OTHER	0.000889	0.999111	
antigen_66|Q83D89||ACJ18485.1|tpos:1-288	OTHER	0.000458	0.999542	
antigen_39|Q83BP6||ACJ17969.1|tpos:1-659	OTHER	0.001163	0.998837	
antigen_140|H7C7F5||ACJ17538.1|tpos:1-243	OTHER	0.000713	0.999287	
antigen_117|Q83D46||ACJ18442.1|tpos:1-110	SP(Sec/SPI)	0.829135	0.170865	CS pos: 18-19. AFS-TL. Pr: 0.3379
antigen_118|Q83AL8||ACJ17681.1|tpos:1-180	OTHER	0.000180	0.999820	
antigen_143|Q83A05||ACJ17534.1|tpos:1-233	OTHER	0.000281	0.999719	
antigen_144|Q83DD7|[Ribosomal|ACJ18530.1|tpos:1-124	OTHER	0.000813	0.999187	
antigen_24|Q83AM7|3-hydroxyisobutyryl-CoA|ACJ17676.1|tpos:1-379	OTHER	0.001811	0.998189	
antigen_86|Q83E37|3-oxoacyl-[acyl-carrier-protein]|ACJ18810.1|tpos:1-414	OTHER	0.006149	0.993851	
antigen_27|Q83AW0||ACJ17600.1|tpos:1-153	SP(Sec/SPI)	0.993659	0.006341	CS pos: 24-25. TYA-LT. Pr: 0.9770
antigen_29|Q83B02|Thiol:disulfide|ACJ17558.1|tpos:1-631	OTHER	0.042344	0.957656	
antigen_50|Q83C69|Uncharacterized|ACJ18149.1|tpos:1-248	SP(Sec/SPI)	0.854862	0.145138	CS pos: 23-24. ALA-GG. Pr: 0.4664
antigen_51|Q83C79||ACJ18158.1|tpos:1-206	OTHER	0.000717	0.999283	
antigen_16|Q83A93|YqaJ|ACJ19264.1|tpos:1-365	OTHER	0.000409	0.999591	
antigen_99|Q83F42|Lipoprotein|ACJ19152.1|tpos:1-267	SP(Sec/SPI)	0.964195	0.035805	CS pos: 21-22. TAC-HQ. Pr: 0.5431
antigen_100|Q83F50||ACJ19160.1|tpos:1-159	OTHER	0.001569	0.998431	
antigen_18|Q83AA5|DNA|ACJ19250.1|tpos:1-765	OTHER	0.001735	0.998265	
antigen_37|Q83BG5|F-box|ACJ17891.1|tpos:1-160	OTHER	0.000281	0.999719	
antigen_31|Q83B41||ACJ17778.1|tpos:1-144	OTHER	0.000231	0.999769	
antigen_32|Q83B70||ACJ17809.1|tpos:1-372	OTHER	0.000658	0.999342	
antigen_36|Q83BF6|Vitamin|ACJ17883.1|tpos:1-941	OTHER	0.000690	0.999310	
antigen_61|Q83CN2|DUF924|ACJ18298.1|tpos:1-198	OTHER	0.000828	0.999172	
antigen_71|Q83DF6|Putative|ACJ18548.1|tpos:1-338	OTHER	0.000739	0.999261	
antigen_98|Q83EZ2||ACJ19102.1|tpos:20-211	OTHER	0.000744	0.999256	
antigen_123|Q83B22|Endonuclease|ACJ17761.1|tpos:1-218	OTHER	0.001041	0.998959	
antigen_124|Q83DG0||ACJ18552.1|tpos:1-283	OTHER	0.000456	0.999544	
antigen_42|Q83BU7|Dihydrolipoyllysine-residue|ACJ18024.1|tpos:1-405	OTHER	0.000462	0.999538	
antigen_69|Q83DE4||ACJ18537.1|tpos:1-485	OTHER	0.000946	0.999054	
antigen_79|Q83DP9|GTP|ACJ18663.1|tpos:1-387	OTHER	0.001615	0.998385	
antigen_35|Q83BF4||ACJ17880.1|tpos:1-568	OTHER	0.001723	0.998277	
antigen_56|Q83CG9|Transcription-repair-coupling|ACJ18242.1|tpos:1-1157	OTHER	0.001563	0.998437	
antigen_67|Q83DA1||ACJ18498.1|tpos:1-494	SP(Sec/SPI)	0.610230	0.389770	CS pos: 24-25. LYS-YR. Pr: 0.2054
antigen_68|Q83DA5||ACJ18502.1|tpos:1-601	OTHER	0.078499	0.921501	
antigen_57|Q83CH1||ACJ18246.1|tpos:1-117	OTHER	0.017504	0.982496	
antigen_132|Q83F51|nicotinate-nucleotide|ACJ19163.1|tpos:1-274	OTHER	0.003708	0.996292	
antigen_82|Q83DV3||ACJ18711.1|tpos:1-132	OTHER	0.001182	0.998818	
antigen_62|Q83CP8|Segregation|ACJ18314.1|tpos:10-275	OTHER	0.000685	0.999315	
antigen_95|Q83EV3|Glutamate--tRNA|ACJ19070.1|tpos:5-473	OTHER	0.006348	0.993652	
antigen_44|Q83BY5|ATP-dependent|ACJ18064.1|tpos:1-647	SP(Sec/SPI)	0.807221	0.192779	CS pos: 23-24. VFS-NF. Pr: 0.3811
antigen_74|Q83DH8||ACJ18572.1|tpos:1-1022	OTHER	0.241151	0.758849	
antigen_25|Q83AN0||ACJ17673.1|tpos:1-149	OTHER	0.001313	0.998687	
antigen_26|Q83AP6||ACJ17654.1|tpos:1-459	OTHER	0.005253	0.994747	
antigen_81|Q83DT1||ACJ18697.1|tpos:1-165	SP(Sec/SPI)	0.872618	0.127382	CS pos: 23-24. AVA-QT. Pr: 0.5166
antigen_21|Q83AI2|Cell|ACJ17473.1|tpos:1-217	OTHER	0.000656	0.999344	
antigen_127|Q83AD5|RNA|ACJ19219.1|tpos:1-147	OTHER	0.000346	0.999654	
antigen_14|Q83A56|DNA|ACJ19294.1|tpos:1-723	OTHER	0.000716	0.999284	
antigen_15|Q83A58||ACJ19293.1|tpos:1-190	OTHER	0.001276	0.998724	
antigen_13|Q83A52||ACJ19297.1|tpos:1-443	OTHER	0.000717	0.999283	
antigen_90|Q83EF6|Phosphate|ACJ18925.1|tpos:1-248	OTHER	0.000584	0.999416	
antigen_97|Q83EY1||ACJ19092.1|tpos:1-526	OTHER	0.001200	0.998800	
antigen_22|Q83AL4||ACJ17685.1|tpos:8-224	SP(Sec/SPI)	0.994403	0.005597	CS pos: 20-21. AFA-QT. Pr: 0.7080
antigen_28|Q83AX3|Uncharacterized|ACJ17586.1|tpos:1-198	OTHER	0.000664	0.999336	
