# SignalP-5.0	Organism: euk	Timestamp: 20251021195202
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_19|Q83AD7|Bcr/CflA|WP_012570504.1|tpos:1-409	OTHER	0.004482	0.995518	
antigen_92|Q83EL2||WP_012570389.1|tpos:1-231	SP(Sec/SPI)	0.952773	0.047227	CS pos: 25-26. ALA-GG. Pr: 0.3821
antigen_11|Q83A39||WP_012570551.1|tpos:1-165	SP(Sec/SPI)	0.998297	0.001703	CS pos: 23-24. SAA-AP. Pr: 0.5876
antigen_12|Q83A45||WP_012570546.1|tpos:1-212	SP(Sec/SPI)	0.984060	0.015940	CS pos: 29-30. CHS-KS. Pr: 0.9672
antigen_95|Q83EV3|Glutamate--tRNA|WP_026051153.1|tpos:1-469	OTHER	0.006348	0.993652	
antigen_99|Q83F42|Lipoprotein|WP_012570470.1|tpos:1-267	SP(Sec/SPI)	0.964195	0.035805	CS pos: 21-22. TAC-HQ. Pr: 0.5431
antigen_100|Q83F50||WP_012570474.1|tpos:1-159	OTHER	0.001569	0.998431	
antigen_108|Q93N39||WP_005771814.1|tpos:1-258	OTHER	0.000736	0.999264	
antigen_41|Q83BT6|Uncharacterized|WP_012569840.1|tpos:22-237	OTHER	0.001033	0.998967	
antigen_133|Q83ED4|Riboflavin|WP_005771967.1|tpos:1-320	OTHER	0.001856	0.998144	
antigen_36|Q83BF6|Vitamin|WP_012569770.1|tpos:1-941	OTHER	0.000690	0.999310	
antigen_16|Q83A93|YqaJ|WP_005769777.1|tpos:1-365	OTHER	0.000409	0.999591	
antigen_13|Q83A52||WP_012570545.1|tpos:1-443	OTHER	0.000717	0.999283	
antigen_73|Q83DH7||WP_012570177.1|tpos:1-348	OTHER	0.475685	0.524315	
antigen_75|Q83DJ3|Trigger|WP_012570186.1|tpos:1-442	OTHER	0.000727	0.999273	
antigen_60|Q83CM3|Ribonuclease|WP_012569994.1|tpos:1-749	OTHER	0.000445	0.999555	
antigen_111|A9KBP9|Succinate|WP_012569847.1|tpos:1-587	OTHER	0.002817	0.997183	
antigen_129|Q83DH3||WP_012570172.1|tpos:1-124	OTHER	0.000563	0.999437	
antigen_130|Q83CJ4|Transposase|WP_005768405.1|tpos:1-60	OTHER	0.003100	0.996900	
antigen_131|Q83FD2||WP_012569688.1|tpos:1-62	OTHER	0.001622	0.998378	
antigen_132|Q83F51|nicotinate-nucleotide|WP_012570476.1|tpos:1-274	OTHER	0.003708	0.996292	
antigen_64|Q83D52||WP_012570097.1|tpos:1-312	SP(Sec/SPI)	0.983621	0.016379	CS pos: 19-20. GLA-AV. Pr: 0.4389
antigen_65|Q83D57||WP_012570101.1|tpos:1-386	OTHER	0.000150	0.999850	
antigen_31|Q83B41||WP_010958367.1|tpos:1-144	OTHER	0.000231	0.999769	
antigen_32|Q83B70||WP_005769572.1|tpos:1-372	OTHER	0.000658	0.999342	
antigen_98|Q83EZ2||WP_080514550.1|tpos:1-192	OTHER	0.000714	0.999286	
antigen_103|Q83F92||WP_012570491.1|tpos:1-616	SP(Sec/SPI)	0.995526	0.004474	CS pos: 23-24. LYA-ED. Pr: 0.8688
antigen_144|Q83DD7|[Ribosomal|WP_005768924.1|tpos:1-145	OTHER	0.001341	0.998659	
antigen_145|Q83AQ5||WP_032138260.1|tpos:1-115	OTHER	0.001170	0.998830	
antigen_35|Q83BF4||WP_012569767.1|tpos:1-568	OTHER	0.001723	0.998277	
antigen_24|Q83AM7|3-hydroxyisobutyryl-CoA|WP_012569665.1|tpos:1-379	OTHER	0.001811	0.998189	
antigen_134|Q83CP4|RNA|WP_012570009.1|tpos:1-184	OTHER	0.021014	0.978986	
antigen_8|Q820B6||WP_005772950.1|tpos:1-246	OTHER	0.000606	0.999394	
antigen_107|B6J161|Lipid-A-disaccharide|WP_012570233.1|tpos:1-376	OTHER	0.000938	0.999062	
antigen_25|Q83AN0||WP_010958489.1|tpos:1-149	OTHER	0.001313	0.998687	
antigen_26|Q83AP6||WP_010958475.1|tpos:1-459	OTHER	0.005253	0.994747	
antigen_90|Q83EF6|Phosphate|WP_005769131.1|tpos:1-248	OTHER	0.000584	0.999416	
antigen_93|Q83EN6||WP_005771471.1|tpos:1-275	OTHER	0.000614	0.999386	
antigen_34|Q83B91||WP_012569743.1|tpos:1-1003	OTHER	0.147340	0.852660	
antigen_137|Q83CY8|Putative|WP_032138389.1|tpos:1-151	OTHER	0.002060	0.997940	
antigen_43|Q83BV5|Ditrans,polycis-undecaprenyl-diphosphate|WP_005771680.1|tpos:1-237	OTHER	0.001146	0.998854	
antigen_147|Q83EI5||WP_012570375.1|tpos:1-221	OTHER	0.483484	0.516516	
antigen_86|Q83E37|3-oxoacyl-[acyl-carrier-protein]|WP_010957615.1|tpos:1-414	OTHER	0.006149	0.993851	
antigen_29|Q83B02|Thiol:disulfide|WP_260511741.1|tpos:1-593	SP(Sec/SPI)	0.993516	0.006484	CS pos: 20-21. ALS-EQ. Pr: 0.6385
antigen_2|P0C8S3|Large|WP_005771617.1|tpos:1-126	OTHER	0.000877	0.999123	
antigen_3|P19421|Chaperonin|WP_005770500.1|tpos:1-552	OTHER	0.000635	0.999365	
antigen_69|Q83DE4||WP_012570152.1|tpos:1-485	OTHER	0.000946	0.999054	
antigen_28|Q83AX3|Uncharacterized|WP_005770409.1|tpos:1-198	OTHER	0.000664	0.999336	
antigen_125|Q83CV0|Bifunctional|WP_012570035.1|tpos:1-323	OTHER	0.002721	0.997279	
antigen_127|Q83AD5|RNA|WP_005769678.1|tpos:1-147	OTHER	0.000346	0.999654	
antigen_128|Q83A87||WP_012570529.1|tpos:1-476	OTHER	0.015814	0.984186	
antigen_62|Q83CP8|Segregation|WP_012570012.1|tpos:10-275	OTHER	0.000685	0.999315	
antigen_63|Q83CY3|phospholipase|WP_012570050.1|tpos:1-176	SP(Sec/SPI)	0.996627	0.003373	CS pos: 20-21. AQA-SV. Pr: 0.9237
antigen_27|Q83AW0||WP_012569617.1|tpos:1-153	SP(Sec/SPI)	0.993659	0.006341	CS pos: 24-25. TYA-LT. Pr: 0.9770
antigen_84|Q83DZ3||WP_012570267.1|tpos:1-215	OTHER	0.001135	0.998865	
antigen_140|H7C7F5||WP_012569580.1|tpos:1-243	OTHER	0.000713	0.999287	
antigen_17|Q83A99||WP_012570520.1|tpos:1-394	OTHER	0.000653	0.999347	
antigen_89|Q83EE1|DNA-3-methyladenine|WP_012570348.1|tpos:1-212	OTHER	0.001060	0.998940	
antigen_146|Q83DR1||WP_012570224.1|tpos:1-496	OTHER	0.002066	0.997934	
antigen_21|Q83AI2|Cell|WP_005769957.1|tpos:1-217	OTHER	0.000656	0.999344	
antigen_22|Q83AL4||WP_032138270.1|tpos:1-217	SP(Sec/SPI)	0.994403	0.005597	CS pos: 20-21. AFA-QT. Pr: 0.7080
antigen_109|A0A7G6J4B0||WP_011996543.1|tpos:82-191	OTHER	0.002247	0.997753	
antigen_83|Q83DY1|Leucine--tRNA|WP_012570259.1|tpos:1-820	OTHER	0.000522	0.999478	
antigen_48|Q83C50|Carbamoyl|WP_012569903.1|tpos:1-1073	OTHER	0.106032	0.893968	
antigen_40|Q83BS3||WP_005772447.1|tpos:1-181	OTHER	0.012657	0.987343	
antigen_10|Q83A33||WP_005769896.1|tpos:1-348	OTHER	0.001916	0.998084	
antigen_53|Q83C98|DNA|WP_012569930.1|tpos:1-1110	OTHER	0.000443	0.999557	
antigen_76|Q83DK8||WP_010957759.1|tpos:1-94	OTHER	0.000591	0.999409	
antigen_101|Q83F57|Cell|WP_012570478.1|tpos:1-305	SP(Sec/SPI)	0.984066	0.015934	CS pos: 29-30. TWA-DA. Pr: 0.9242
antigen_7|Q81ZP4||WP_012569768.1|tpos:1-381	OTHER	0.013079	0.986921	
antigen_66|Q83D89||WP_230593251.1|tpos:1-278	OTHER	0.001770	0.998230	
antigen_135|A0A0M4PLT0|Large|WP_005771617.1|tpos:1-126	OTHER	0.000877	0.999123	
antigen_113|Q83CD6||WP_012569958.1|tpos:1-242	OTHER	0.026397	0.973603	
antigen_9|Q83A25|Transcription|WP_012570557.1|tpos:1-418	OTHER	0.000487	0.999513	
antigen_74|Q83DH8||WP_012570178.1|tpos:1-1022	OTHER	0.241151	0.758849	
antigen_20|Q83AF7|ATP|WP_005770035.1|tpos:1-515	OTHER	0.000380	0.999620	
antigen_112|Q83CK0||WP_010958015.1|tpos:1-105	OTHER	0.003417	0.996583	
