feature,value
length,[535.]
aac_A,0.06355140186915888
aac_C,0.003738317757009346
aac_D,0.08224299065420561
aac_E,0.08785046728971962
aac_F,0.041121495327102804
aac_G,0.059813084112149535
aac_H,0.016822429906542057
aac_I,0.0691588785046729
aac_K,0.06542056074766354
aac_L,0.07850467289719626
aac_M,0.03364485981308411
aac_N,0.056074766355140186
aac_P,0.041121495327102804
aac_Q,0.04672897196261682
aac_R,0.03364485981308411
aac_S,0.04672897196261682
aac_T,0.03551401869158879
aac_V,0.05794392523364486
aac_W,0.03364485981308411
aac_Y,0.04672897196261682
aaindex1_ANDN920101,4.374242990654206
aaindex1_ARGP820101,0.9693271028037381
aaindex1_ARGP820102,0.9249532710280374
aaindex1_ARGP820103,1.005514018691589
aaindex1_BEGF750101,0.6064485981308412
aaindex1_BEGF750102,0.7361495327102804
aaindex1_BEGF750103,0.6948785046728971
aaindex1_BHAR880101,0.4410130841121496
aaindex1_BIGC670101,85.43401869158878
aaindex1_BIOV880101,9.650467289719627
aaindex1_BIOV880102,-7.700934579439252
aaindex1_BROC820101,2.841308411214953
aaindex1_BROC820102,2.757196261682243
aaindex1_BULH740101,-0.9085607476635514
aaindex1_BULH740102,0.6951252336448598
aaindex1_BUNA790101,8.01468785046729
aaindex1_BUNA790102,4.426680373831776
aaindex1_BUNA790103,6.1134579439252335
aaindex1_BURA740101,0.34021308411214957
aaindex1_BURA740102,0.33158691588785044
aaindex1_CHAM810101,0.6712710280373831
aaindex1_CHAM820101,0.16395887850467292
aaindex1_CHAM820102,0.6808392523364486
aaindex1_CHAM830101,0.9778130841121495
aaindex1_CHAM830102,0.060945794392523366
aaindex1_CHAM830103,0.9981308411214953
aaindex1_CHAM830104,0.7700934579439253
aaindex1_CHAM830105,0.4224299065420561
aaindex1_CHAM830106,2.2672897196261683
aaindex1_CHAM830107,0.28598130841121494
aaindex1_CHAM830108,0.3775700934579439
aaindex1_CHOC750101,148.98635514018693
aaindex1_CHOC760101,167.57009345794393
aaindex1_CHOC760102,44.18504672897196
aaindex1_CHOC760103,0.27474766355140184
aaindex1_CHOC760104,0.08927102803738318
aaindex1_CHOP780101,0.9737196261682244
aaindex1_CHOP780201,1.041626168224299
aaindex1_CHOP780202,0.9926168224299065
aaindex1_CHOP780203,0.9994392523364485
aaindex1_CHOP780204,1.0960934579439254
aaindex1_CHOP780205,0.9923177570093458
aaindex1_CHOP780206,0.9697196261682243
aaindex1_CHOP780207,0.9629532710280375
aaindex1_CHOP780208,1.0186915887850467
