accession,label,feature,subfeature,value
A0A0D1GAM5,positive,mhci,score,0.3266241811023622
A0A0D1GAM5,positive,mhci,percentile,0.9219606299212598
A0A0D1GAM5,positive,mhci,num_peptides,508
A0A0D1GAM5,positive,mhci,num_strong_binders,150
A0A0D1GAM5,positive,mhci,num_weak_binders,358
A0A162FG49,positive,mhci,score,0.33460462283737025
A0A162FG49,positive,mhci,percentile,0.9085363321799308
A0A162FG49,positive,mhci,num_peptides,289
A0A162FG49,positive,mhci,num_strong_binders,102
A0A162FG49,positive,mhci,num_weak_binders,187
A0A9P3DMJ7,positive,mhci,score,0.34510778145695364
A0A9P3DMJ7,positive,mhci,percentile,0.8776467991169978
A0A9P3DMJ7,positive,mhci,num_peptides,453
A0A9P3DMJ7,positive,mhci,num_strong_binders,152
A0A9P3DMJ7,positive,mhci,num_weak_binders,301
A0A0D6G9V6,positive,mhci,score,0.3217644732142857
A0A0D6G9V6,positive,mhci,percentile,0.9106130952380952
A0A0D6G9V6,positive,mhci,num_peptides,336
A0A0D6G9V6,positive,mhci,num_strong_binders,108
A0A0D6G9V6,positive,mhci,num_weak_binders,228
H6UH57,positive,mhci,score,0.33435472903225805
H6UH57,positive,mhci,percentile,0.9065440860215054
H6UH57,positive,mhci,num_peptides,465
H6UH57,positive,mhci,num_strong_binders,134
H6UH57,positive,mhci,num_weak_binders,331
A0A641A8S4,positive,mhci,score,0.32311725076452597
A0A641A8S4,positive,mhci,percentile,0.9176269113149848
A0A641A8S4,positive,mhci,num_peptides,327
A0A641A8S4,positive,mhci,num_strong_binders,97
A0A641A8S4,positive,mhci,num_weak_binders,230
A0A2S6DKY9,positive,mhci,score,0.3214438736842105
A0A2S6DKY9,positive,mhci,percentile,0.9035684210526316
A0A2S6DKY9,positive,mhci,num_peptides,190
A0A2S6DKY9,positive,mhci,num_strong_binders,60
A0A2S6DKY9,positive,mhci,num_weak_binders,130
A0A6B5L736,positive,mhci,score,0.3253105013723696
A0A6B5L736,positive,mhci,percentile,0.9349752973467521
A0A6B5L736,positive,mhci,num_peptides,1093
A0A6B5L736,positive,mhci,num_strong_binders,322
A0A6B5L736,positive,mhci,num_weak_binders,771
A0A1J0J3G8,positive,mhci,score,0.3019476307053942
A0A1J0J3G8,positive,mhci,percentile,0.9532572614107884
A0A1J0J3G8,positive,mhci,num_peptides,241
A0A1J0J3G8,positive,mhci,num_strong_binders,60
A0A1J0J3G8,positive,mhci,num_weak_binders,181
A0A2U0IJR9,positive,mhci,score,0.3019476307053942
A0A2U0IJR9,positive,mhci,percentile,0.9532572614107884
A0A2U0IJR9,positive,mhci,num_peptides,241
A0A2U0IJR9,positive,mhci,num_strong_binders,60
A0A2U0IJR9,positive,mhci,num_weak_binders,181
A0A0Z4LY14,positive,mhci,score,0.3352592938230384
A0A0Z4LY14,positive,mhci,percentile,0.914110183639399
A0A0Z4LY14,positive,mhci,num_peptides,599
A0A0Z4LY14,positive,mhci,num_strong_binders,190
A0A0Z4LY14,positive,mhci,num_weak_binders,409
A0A218M1Q9,positive,mhci,score,0.3352592938230384
A0A218M1Q9,positive,mhci,percentile,0.914110183639399
A0A218M1Q9,positive,mhci,num_peptides,599
A0A218M1Q9,positive,mhci,num_strong_binders,190
A0A218M1Q9,positive,mhci,num_weak_binders,409
A0A2C9TL89,positive,mhci,score,0.3384641582278481
A0A2C9TL89,positive,mhci,percentile,0.8972911392405063
A0A2C9TL89,positive,mhci,num_peptides,158
A0A2C9TL89,positive,mhci,num_strong_binders,48
A0A2C9TL89,positive,mhci,num_weak_binders,110
A0A166EAB0,positive,mhci,score,0.33199723364485983
A0A166EAB0,positive,mhci,percentile,0.9579906542056075
A0A166EAB0,positive,mhci,num_peptides,107
A0A166EAB0,positive,mhci,num_strong_binders,30
A0A166EAB0,positive,mhci,num_weak_binders,77
A0A9Q3MR89,positive,mhci,score,0.33199723364485983
A0A9Q3MR89,positive,mhci,percentile,0.9579906542056075
A0A9Q3MR89,positive,mhci,num_peptides,107
A0A9Q3MR89,positive,mhci,num_strong_binders,30
A0A9Q3MR89,positive,mhci,num_weak_binders,77
A0A227LZW5,positive,mhci,score,0.33199723364485983
A0A227LZW5,positive,mhci,percentile,0.9579906542056075
A0A227LZW5,positive,mhci,num_peptides,107
A0A227LZW5,positive,mhci,num_strong_binders,30
A0A227LZW5,positive,mhci,num_weak_binders,77
A0A2L2E2K2,positive,mhci,score,0.33199723364485983
A0A2L2E2K2,positive,mhci,percentile,0.9579906542056075
A0A2L2E2K2,positive,mhci,num_peptides,107
A0A2L2E2K2,positive,mhci,num_strong_binders,30
A0A2L2E2K2,positive,mhci,num_weak_binders,77
Q53643,positive,mhci,score,0.3829912
Q53643,positive,mhci,percentile,0.8762428571428571
Q53643,positive,mhci,num_peptides,70
Q53643,positive,mhci,num_strong_binders,29
Q53643,positive,mhci,num_weak_binders,41
O33586,positive,mhci,score,0.3829912
O33586,positive,mhci,percentile,0.8762428571428571
O33586,positive,mhci,num_peptides,70
O33586,positive,mhci,num_strong_binders,29
O33586,positive,mhci,num_weak_binders,41
