# SignalP-5.0	Organism: euk	Timestamp: 20250915200729
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_45|Q9I525|23S|CP046061.1|tpos:2073932-2074110	OTHER	0.000845	0.999155	
antigen_147|B7UY90|Sulfate|CP046061.1|tpos:1741285-1741530	OTHER	0.000782	0.999218	
antigen_63|P72131|HTH-type|CP046061.1|tpos:1058991-1059288	OTHER	0.007150	0.992850	
antigen_73|Q9I4F8|Two-component|CP046061.1|tpos:169059-169466	OTHER	0.001236	0.998764	
antigen_36|O86422|UDP-glucose|CP046061.1|tpos:701251-701686	OTHER	0.024371	0.975629	
antigen_124|Q02T74|Small|CP046061.1|tpos:250279-250506	OTHER	0.000473	0.999527	
antigen_140|Q00513|Type|CP046061.1|tpos:1957155-1957551	OTHER	0.001247	0.998753	
antigen_108|A6UZG6|Iron-sulfur|CP046061.1|tpos:239166-239281	OTHER	0.002406	0.997594	
antigen_61|Q02FW7|Hemin|CP046061.1|tpos:307555-307807	OTHER	0.001942	0.998058	
antigen_90|Q9I1W8|Catalase|CP046061.1|tpos:253712-254211	OTHER	0.001137	0.998863	
antigen_15|Q9I6B3|tRNA|CP046061.1|tpos:136950-137193	OTHER	0.000639	0.999361	
antigen_16|Q02U32|Thiazole|CP046061.1|tpos:136655-136919	OTHER	0.000624	0.999376	
antigen_30|Q02E05|Probable|CP046061.1|tpos:1226363-1226472	OTHER	0.000586	0.999414	
antigen_172|A6V1P1|Undecaprenyl-phosphate|CP046061.1|tpos:1834210-1834297	OTHER	0.003374	0.996626	
antigen_131|O69077|Aspartokinase|CP046061.1|tpos:522799-522934	OTHER	0.035092	0.964908	
antigen_159|Q9I2W4|Uroporphyrinogen-III|CP046061.1|tpos:793384-793596	OTHER	0.028770	0.971230	
antigen_186|Q9I0I6|Methyl-accepting|CP046061.1|tpos:2032417-2032774	OTHER	0.007225	0.992775	
antigen_85|Q02RC6|Uridylate|CP046061.1|tpos:522703-522947	OTHER	0.001114	0.998886	
